pdp_id,worker_id,performance_review_id,plan_year,plan_status,career_aspiration,development_focus_area,development_method,promotion_readiness_target,mentor_assigned_worker_id,creation_date,target_completion_date,completion_percentage,linked_overall_rating,linked_potential_rating,linked_gen_ai_readiness,gen_ai_impact_level,gen_ai_role_category
PDP00000141,W00000051,PR00000192,2022,Completed,Data and Analytics Lead,Technical Capability,Coaching,Ready in 3+ Years,W00002846,2022-03-23,2022-09-30,90,2,Moderate,High,Low,AI User
PDP00000142,W00000051,PR00000193,2023,Canceled,Director,Client Relationship Management,Stretch Assignment,Ready in 2 Years,,2023-01-25,2023-09-30,17,3,High,Expert,Low,AI User
PDP00000143,W00000051,PR00000194,2024,Completed,Partner,Strategic Thinking,Coaching,Ready in 2 Years,W00001223,2024-03-21,2024-06-30,95,3,Moderate,Medium,Low,AI User
PDP00000144,W00000051,PR00000195,2025,In Progress,Technical Specialist,Strategic Thinking,Client Engagement,Ready in 1 Year,W00000450,2025-04-08,2025-09-30,52,3,High,Low,Low,AI User
PDP00000145,W00000052,PR00000198,2023,Completed,Global Mobility Assignment,Executive Presence,Formal Training,Ready in 3+ Years,W00001583,2023-03-27,2023-09-30,90,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000146,W00000052,PR00000199,2024,In Progress,Partner,Financial Acumen,Mentoring,Ready in 2 Years,,2024-02-11,2024-12-31,44,3,Low,Medium,Medium,AI-Augmented Professional
PDP00000147,W00000052,PR00000200,2025,In Progress,Practice Leader,Leadership,Stretch Assignment,Ready in 1 Year,W00001112,2025-01-16,2025-12-31,86,5,Exceptional,Low,Medium,AI-Augmented Professional
PDP00000148,W00000052,PR00000201,2026,Completed,Practice Leader,Digital Transformation,Coaching,Ready in 1 Year,W00000931,2026-02-19,2026-09-30,98,3,Low,Medium,Medium,AI-Augmented Professional
PDP00000149,W00000053,PR00000202,2022,Not Started,Director,Strategic Thinking,Stretch Assignment,Ready in 3+ Years,,2022-02-04,2022-09-30,0,5,Moderate,Expert,Critical,AI Builder
PDP00000150,W00000053,PR00000203,2023,Completed,Director,Client Relationship Management,Formal Training,Ready Now,,2023-04-18,2023-06-30,91,4,Exceptional,High,Critical,AI Builder
PDP00000151,W00000053,PR00000204,2024,Completed,Practice Leader,Cloud Technologies,Client Engagement,Ready Now,,2024-04-26,2024-12-31,99,5,Moderate,High,Critical,AI Builder
PDP00000152,W00000053,PR00000205,2025,Canceled,Practice Leader,Cybersecurity,Stretch Assignment,Ready in 2 Years,W00004434,2025-04-15,2025-09-30,19,4,Moderate,High,Critical,AI Builder
PDP00000153,W00000054,PR00000206,2022,Not Started,Senior Manager,Executive Presence,Stretch Assignment,Ready in 1 Year,W00002236,2022-01-24,2022-09-30,10,4,High,Medium,Medium,AI-Augmented Professional
PDP00000154,W00000054,PR00000208,2024,Completed,Senior Manager,People Management,International Assignment,Ready in 2 Years,,2024-01-17,2024-12-31,95,3,High,Low,Medium,AI-Augmented Professional
PDP00000155,W00000054,PR00000209,2025,Deferred,Partner,People Management,Mentoring,Ready in 1 Year,W00003464,2025-03-19,2025-12-31,4,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00000156,W00000054,PR00000210,2026,Completed,Senior Manager,Financial Acumen,Coaching,Ready Now,W00004361,2026-03-11,2026-12-31,98,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000157,W00000055,PR00000211,2022,Deferred,Manager,Client Relationship Management,Mentoring,Ready in 1 Year,W00002136,2022-02-13,2022-09-30,33,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000158,W00000055,PR00000213,2024,In Progress,Technical Specialist,Strategic Thinking,Coaching,Ready in 1 Year,,2024-04-05,2024-09-30,47,3,High,Low,Medium,AI-Augmented Professional
PDP00000159,W00000056,PR00000216,2022,In Progress,Technical Specialist,Digital Transformation,Certification,Ready in 2 Years,W00000900,2022-04-23,2022-06-30,82,4,Moderate,High,Critical,AI Builder
PDP00000160,W00000056,PR00000217,2023,In Progress,Senior Manager,Data Analytics,Formal Training,Ready in 1 Year,W00001726,2023-03-21,2023-06-30,60,5,High,Expert,Critical,AI Builder
PDP00000161,W00000056,PR00000219,2025,Deferred,Manager,Technical Capability,Formal Training,Ready in 2 Years,W00001662,2025-02-06,2025-12-31,27,2,Moderate,High,Critical,AI Builder
PDP00000162,W00000056,PR00000220,2026,Completed,Data and Analytics Lead,Operational Excellence,Certification,Ready in 3+ Years,W00002793,2026-04-04,2026-12-31,91,2,High,Expert,Critical,AI Builder
PDP00000163,W00000057,PR00000222,2024,In Progress,Director,Leadership,Formal Training,Ready in 2 Years,W00002912,2024-03-10,2024-12-31,81,4,High,High,Low,AI User
PDP00000164,W00000057,PR00000223,2025,Completed,Director,Leadership,Formal Training,Ready in 1 Year,W00003221,2025-02-20,2025-06-30,100,4,High,High,Low,AI User
PDP00000165,W00000060,PR00000226,2022,Completed,Senior Manager,Data Analytics,Stretch Assignment,Ready in 3+ Years,W00000919,2022-02-16,2022-09-30,100,3,High,Medium,Medium,AI-Augmented Professional
PDP00000166,W00000060,PR00000227,2023,In Progress,Practice Leader,Strategic Thinking,Certification,Ready in 2 Years,,2023-04-18,2023-12-31,54,5,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00000167,W00000061,PR00000231,2025,In Progress,Manager,Client Relationship Management,Stretch Assignment,Ready in 1 Year,,2025-03-06,2025-09-30,59,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000168,W00000062,PR00000235,2026,Completed,Practice Leader,Cybersecurity,Certification,Ready in 1 Year,W00002291,2026-01-25,2026-12-31,95,4,Exceptional,Expert,High,AI Governance
PDP00000169,W00000063,PR00000236,2022,Completed,Practice Leader,People Management,Mentoring,Ready in 2 Years,W00004531,2022-03-14,2022-09-30,90,5,High,Medium,Medium,AI-Augmented Professional
PDP00000170,W00000063,PR00000237,2023,Completed,Director,People Management,Mentoring,Ready in 2 Years,W00001425,2023-03-30,2023-06-30,98,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00000171,W00000063,PR00000238,2024,Not Started,Senior Consultant,Strategic Thinking,Stretch Assignment,Ready in 2 Years,W00001959,2024-01-27,2024-06-30,6,5,Moderate,Low,Medium,AI-Augmented Professional
PDP00000172,W00000063,PR00000240,2026,In Progress,Manager,Project Management,Formal Training,Ready in 1 Year,W00000193,2026-02-13,2026-12-31,65,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00000173,W00000064,PR00000242,2025,Completed,Senior Consultant,AI & GenAI,Formal Training,Ready in 2 Years,W00003094,2025-02-04,2025-09-30,94,3,Moderate,High,Medium,AI-Augmented Professional
PDP00000174,W00000064,PR00000243,2026,In Progress,Manager,Financial Acumen,Shadow Program,Ready in 3+ Years,W00004605,2026-04-30,2026-09-30,37,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000175,W00000065,PR00000245,2023,In Progress,Practice Leader,Strategic Thinking,Certification,Ready in 1 Year,W00000255,2023-02-18,2023-06-30,41,4,Moderate,High,Low,AI User
PDP00000176,W00000065,PR00000246,2024,In Progress,Director,People Management,Stretch Assignment,Ready Now,W00002895,2024-01-26,2024-06-30,32,4,Low,Low,Low,AI User
PDP00000177,W00000065,PR00000247,2025,Canceled,Global Mobility Assignment,Communication Skills,Coaching,Ready in 2 Years,W00004932,2025-03-22,2025-09-30,20,3,Low,Low,Low,AI User
PDP00000178,W00000065,PR00000248,2026,In Progress,Data and Analytics Lead,Operational Excellence,Job Rotation,Ready in 3+ Years,,2026-02-11,2026-12-31,60,2,High,High,Low,AI User
PDP00000179,W00000066,PR00000250,2023,In Progress,Manager,Data Analytics,Stretch Assignment,Ready in 1 Year,W00003676,2023-03-16,2023-12-31,26,3,Moderate,Expert,High,AI Risk / Compliance
PDP00000180,W00000066,PR00000251,2024,Completed,Technical Specialist,Communication Skills,Formal Training,Ready in 3+ Years,W00002107,2024-03-26,2024-09-30,93,2,Low,High,High,AI Risk / Compliance
PDP00000181,W00000067,PR00000254,2022,In Progress,Technical Specialist,AI & GenAI,Formal Training,Ready in 2 Years,W00004749,2022-02-06,2022-06-30,38,3,Moderate,Expert,Medium,AI-Augmented Professional
PDP00000182,W00000067,PR00000255,2023,In Progress,Senior Consultant,Digital Transformation,Stretch Assignment,Ready Now,W00000996,2023-03-09,2023-12-31,68,5,Exceptional,High,Medium,AI-Augmented Professional
PDP00000183,W00000067,PR00000257,2025,Completed,Data and Analytics Lead,Client Relationship Management,Mentoring,Ready in 3+ Years,W00003412,2025-03-15,2025-12-31,99,2,Low,Low,Medium,AI-Augmented Professional
PDP00000184,W00000067,PR00000258,2026,Deferred,Partner,Data Analytics,Formal Training,Ready in 1 Year,,2026-02-16,2026-09-30,1,5,High,High,Medium,AI-Augmented Professional
PDP00000185,W00000068,PR00000259,2022,Canceled,Partner,Data Analytics,Coaching,Ready in 3+ Years,W00001384,2022-01-23,2022-12-31,29,3,High,High,Low,AI User
PDP00000186,W00000068,PR00000260,2023,In Progress,Director,People Management,International Assignment,Ready in 2 Years,,2023-03-11,2023-09-30,84,4,High,High,Low,AI User
PDP00000187,W00000068,PR00000262,2025,Completed,Senior Manager,Leadership,International Assignment,Ready in 3+ Years,W00000350,2025-04-16,2025-06-30,92,4,Moderate,Medium,Low,AI User
PDP00000188,W00000068,PR00000263,2026,Not Started,Manager,People Management,Stretch Assignment,Ready in 1 Year,W00004047,2026-04-12,2026-12-31,5,5,High,Medium,Low,AI User
PDP00000189,W00000069,PR00000264,2022,Completed,Director,Leadership,Mentoring,Ready in 2 Years,W00000138,2022-03-03,2022-06-30,92,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00000190,W00000069,PR00000265,2023,Completed,Manager,Industry Expertise,Job Rotation,Ready in 1 Year,,2023-02-18,2023-06-30,99,4,High,Low,Medium,AI-Augmented Professional
PDP00000191,W00000069,PR00000266,2024,Completed,Director,Communication Skills,Formal Training,Ready in 2 Years,,2024-04-25,2024-06-30,92,2,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000192,W00000069,PR00000267,2025,In Progress,Partner,Communication Skills,Coaching,Ready in 3+ Years,,2025-01-15,2025-06-30,34,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000193,W00000069,PR00000268,2026,Completed,AI Transformation Lead,Leadership,Coaching,Ready in 2 Years,W00004073,2026-01-24,2026-06-30,91,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00000194,W00000070,PR00000269,2022,Completed,AI Transformation Lead,Data Analytics,Stretch Assignment,Ready in 1 Year,,2022-04-11,2022-12-31,93,3,Exceptional,Expert,High,AI Product / Transformation
PDP00000195,W00000070,PR00000270,2023,Completed,Senior Manager,Digital Transformation,Stretch Assignment,Ready in 2 Years,W00000422,2023-01-30,2023-09-30,91,4,Moderate,High,High,AI Product / Transformation
PDP00000196,W00000070,PR00000271,2024,In Progress,Partner,People Management,Coaching,Ready in 3+ Years,W00004954,2024-04-12,2024-12-31,79,4,Moderate,High,High,AI Product / Transformation
PDP00000197,W00000070,PR00000272,2025,Completed,AI Transformation Lead,Project Management,Client Engagement,Ready in 2 Years,W00001242,2025-04-28,2025-12-31,98,2,Moderate,Medium,High,AI Product / Transformation
PDP00000198,W00000070,PR00000273,2026,Completed,Director,Executive Presence,International Assignment,Ready in 1 Year,W00002136,2026-04-11,2026-09-30,94,4,Exceptional,Expert,High,AI Product / Transformation
PDP00000199,W00000071,PR00000274,2023,Completed,Manager,Client Relationship Management,International Assignment,Ready Now,,2023-03-08,2023-06-30,97,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00000200,W00000071,PR00000275,2024,In Progress,AI Transformation Lead,Communication Skills,Coaching,Ready in 2 Years,W00004377,2024-04-16,2024-12-31,69,1,Low,Medium,Medium,AI-Augmented Professional
PDP00000201,W00000071,PR00000276,2025,Completed,Practice Leader,Leadership,Client Engagement,Ready in 1 Year,W00001612,2025-04-13,2025-09-30,96,5,Moderate,Medium,Medium,AI-Augmented Professional
PDP00000202,W00000071,PR00000277,2026,Completed,AI Transformation Lead,Cybersecurity,Coaching,Ready in 2 Years,W00003592,2026-04-19,2026-06-30,98,4,Moderate,Expert,Medium,AI-Augmented Professional
PDP00000203,W00000072,PR00000278,2024,Completed,Global Mobility Assignment,Operational Excellence,Job Rotation,Ready in 3+ Years,W00002537,2024-03-10,2024-09-30,95,2,Moderate,High,High,AI Builder
PDP00000204,W00000072,PR00000280,2026,Not Started,Data and Analytics Lead,AI & GenAI,Mentoring,Ready in 2 Years,W00001297,2026-04-25,2026-06-30,9,4,Moderate,Medium,High,AI Builder
PDP00000205,W00000073,PR00000281,2026,In Progress,Technical Specialist,Leadership,Coaching,Ready in 2 Years,,2026-01-17,2026-06-30,41,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00000206,W00000074,PR00000282,2023,In Progress,Senior Manager,People Management,Stretch Assignment,Ready in 1 Year,,2023-04-22,2023-06-30,45,4,Exceptional,Medium,Low,AI User
PDP00000207,W00000074,PR00000283,2024,Completed,Practice Leader,Strategic Thinking,Certification,Ready in 1 Year,,2024-02-26,2024-09-30,91,5,High,Medium,Low,AI User
PDP00000208,W00000075,PR00000287,2025,Completed,Data and Analytics Lead,Strategic Thinking,Client Engagement,Ready in 3+ Years,W00004901,2025-01-22,2025-06-30,100,3,Moderate,Low,High,AI Builder
PDP00000209,W00000076,PR00000289,2022,Completed,Manager,AI & GenAI,Job Rotation,Ready in 2 Years,W00004596,2022-03-12,2022-06-30,92,4,Moderate,Low,Medium,AI Governance
PDP00000210,W00000076,PR00000290,2023,Completed,Senior Manager,Project Management,Formal Training,Ready in 3+ Years,W00001199,2023-02-19,2023-09-30,96,2,Moderate,Low,Medium,AI Governance
PDP00000211,W00000076,PR00000291,2024,In Progress,Director,Strategic Thinking,Job Rotation,Ready in 2 Years,W00004255,2024-02-24,2024-09-30,36,3,High,High,Medium,AI Governance
PDP00000212,W00000076,PR00000292,2025,Completed,Senior Consultant,Operational Excellence,Certification,Ready in 2 Years,W00003033,2025-04-17,2025-12-31,91,2,Moderate,Low,Medium,AI Governance
PDP00000213,W00000076,PR00000293,2026,Completed,AI Transformation Lead,AI & GenAI,Client Engagement,Ready in 1 Year,W00000576,2026-04-10,2026-12-31,96,5,Exceptional,Medium,Medium,AI Governance
PDP00000214,W00000077,PR00000294,2025,Deferred,Director,Executive Presence,Stretch Assignment,Ready in 3+ Years,,2025-01-29,2025-12-31,24,3,High,Medium,Medium,AI-Augmented Professional
PDP00000215,W00000077,PR00000295,2026,In Progress,Manager,Strategic Thinking,International Assignment,Ready in 1 Year,,2026-04-23,2026-06-30,85,4,High,Low,Medium,AI-Augmented Professional
PDP00000216,W00000078,PR00000296,2023,In Progress,Director,Cybersecurity,Shadow Program,Ready in 2 Years,W00000390,2023-03-15,2023-06-30,27,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00000217,W00000078,PR00000297,2024,Completed,Senior Consultant,Digital Transformation,Coaching,Ready in 3+ Years,W00004899,2024-01-26,2024-06-30,95,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00000218,W00000078,PR00000298,2025,Completed,Practice Leader,Strategic Thinking,Formal Training,Ready Now,W00001366,2025-03-09,2025-12-31,98,5,High,High,Medium,AI-Augmented Professional
PDP00000219,W00000078,PR00000299,2026,In Progress,Practice Leader,People Management,Client Engagement,Ready in 2 Years,W00004121,2026-04-13,2026-09-30,75,5,High,Low,Medium,AI-Augmented Professional
PDP00000220,W00000079,PR00000300,2022,Canceled,Technical Specialist,Data Analytics,Job Rotation,Ready in 1 Year,W00001973,2022-02-18,2022-12-31,5,3,High,Low,Medium,AI-Augmented Professional
PDP00000221,W00000079,PR00000301,2023,Completed,Practice Leader,Project Management,Mentoring,Ready in 3+ Years,W00004380,2023-02-17,2023-12-31,91,2,Moderate,Low,Medium,AI-Augmented Professional
PDP00000222,W00000079,PR00000302,2024,In Progress,AI Transformation Lead,Cybersecurity,Job Rotation,Ready in 2 Years,W00000882,2024-04-01,2024-12-31,39,4,Moderate,Expert,Medium,AI-Augmented Professional
PDP00000223,W00000079,PR00000303,2025,Not Started,Global Mobility Assignment,Data Analytics,Formal Training,Ready in 2 Years,,2025-02-06,2025-12-31,4,4,Moderate,Expert,Medium,AI-Augmented Professional
PDP00000224,W00000080,PR00000305,2024,Completed,Director,Executive Presence,Mentoring,Ready in 1 Year,W00002592,2024-03-17,2024-09-30,90,3,Moderate,High,High,AI Governance
PDP00000225,W00000080,PR00000306,2025,In Progress,Manager,People Management,Job Rotation,Ready in 3+ Years,,2025-01-24,2025-09-30,75,3,Moderate,Expert,High,AI Governance
PDP00000226,W00000080,PR00000307,2026,In Progress,Partner,Data Analytics,Stretch Assignment,Ready in 2 Years,W00003424,2026-03-11,2026-06-30,79,3,High,High,High,AI Governance
PDP00000227,W00000081,PR00000308,2022,Completed,Technical Specialist,Data Analytics,Client Engagement,Ready in 1 Year,,2022-03-31,2022-09-30,99,3,Moderate,Expert,High,AI Governance
PDP00000228,W00000081,PR00000311,2025,Completed,Global Mobility Assignment,Client Relationship Management,Stretch Assignment,Ready in 2 Years,W00003661,2025-04-30,2025-12-31,90,2,Moderate,High,High,AI Governance
PDP00000229,W00000081,PR00000312,2026,In Progress,Manager,Client Relationship Management,Mentoring,Ready in 3+ Years,W00001401,2026-01-28,2026-09-30,28,3,High,High,High,AI Governance
PDP00000230,W00000082,PR00000313,2022,Completed,Senior Manager,Leadership,Formal Training,Ready in 2 Years,W00003425,2022-02-04,2022-09-30,99,3,High,High,High,AI Builder
PDP00000231,W00000082,PR00000314,2023,In Progress,AI Transformation Lead,Digital Transformation,Stretch Assignment,Ready in 2 Years,,2023-03-22,2023-12-31,31,3,Moderate,Low,High,AI Builder
PDP00000232,W00000082,PR00000316,2025,In Progress,Director,Client Relationship Management,Coaching,Ready in 2 Years,W00001728,2025-04-03,2025-09-30,49,4,High,High,High,AI Builder
PDP00000233,W00000083,PR00000318,2025,Completed,Manager,Communication Skills,Client Engagement,Ready in 2 Years,W00000683,2025-02-04,2025-09-30,100,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00000234,W00000084,PR00000320,2022,Canceled,Director,Client Relationship Management,Coaching,Ready in 3+ Years,W00000483,2022-03-16,2022-06-30,21,1,Moderate,Expert,High,AI Risk / Compliance
PDP00000235,W00000084,PR00000321,2023,Canceled,Manager,Leadership,Stretch Assignment,Ready in 1 Year,W00004302,2023-04-24,2023-12-31,0,5,Moderate,High,High,AI Risk / Compliance
PDP00000236,W00000084,PR00000322,2024,Not Started,AI Transformation Lead,People Management,Certification,Ready in 2 Years,,2024-03-08,2024-12-31,0,4,High,Expert,High,AI Risk / Compliance
PDP00000237,W00000084,PR00000323,2025,Completed,Manager,Executive Presence,Client Engagement,Ready in 3+ Years,W00001974,2025-03-01,2025-06-30,96,3,Moderate,Medium,High,AI Risk / Compliance
PDP00000238,W00000084,PR00000324,2026,Completed,Practice Leader,People Management,Coaching,Ready in 1 Year,,2026-02-08,2026-12-31,90,4,Moderate,Medium,High,AI Risk / Compliance
