job_requisition_id,requisition_title,job_profile_id,job_family,career_level,business_unit,company_id,location_id,country,region,cost_center_id,supervisory_org_id,hiring_manager_worker_id,recruiter_worker_id,requisition_status,approval_status,requisition_reason,employment_type,worker_type,target_openings,filled_openings,opened_date,closed_date,target_start_date,time_to_fill_days,primary_recruiting_source,priority,gen_ai_critical_requisition,confidential_requisition
JR00000098,Analyst - Regulatory Risk,JP000010,Regulatory Risk,Analyst,Risk Advisory,C005,LOC000165,Netherlands,EMEA,CC002434,SO000323,W00002136,W00004172,Filled,Approved,Growth,Regular,Employee,1,1,2022-09-15,2022-10-29,2022-12-16,44,Employee Referral,High,False,False
JR00000099,Analyst - Marketing,JP000551,Marketing,Analyst,Internal Services,C007,LOC000652,Canada,Americas,CC000475,SO002062,W00004918,W00001914,Filled,Approved,Growth,Regular,Employee,1,1,2024-12-10,2025-02-15,2025-03-25,67,Campus,High,False,False
JR00000100,Analyst - Technology Consulting,JP000467,Technology Consulting,Analyst,Consulting,C020,LOC000085,United Kingdom,EMEA,CC000019,SO001758,W00003968,W00004071,Open,Approved,Growth,Contractor,Contractor,1,0,2021-05-25,,2021-08-09,,Direct Apply,Medium,True,False
JR00000101,Analyst - Corporate Tax,JP000406,Corporate Tax,Analyst,Tax,C014,LOC000295,Germany,EMEA,CC002233,SO000619,W00002334,W00000854,Filled,Approved,Replacement,Regular,Employee,1,1,2021-12-29,2022-01-21,2022-04-03,23,Employee Referral,High,False,False
JR00000102,Manager - Regulatory Risk,JP000066,Regulatory Risk,Manager,Risk Advisory,C024,LOC000224,India,APAC,CC000846,SO002321,W00004408,W00000687,Filled,Approved,Backfill,Regular,Employee,1,1,2021-08-28,2021-11-27,2022-02-10,91,Direct Apply,High,False,False
JR00000103,Analyst - Mergers and Acquisitions,JP000520,Mergers and Acquisitions,Analyst,Deals,C033,LOC000707,Germany,EMEA,CC001975,SO001768,W00003217,W00003911,Open,Approved,Replacement,Contractor,Contractor,3,1,2023-07-28,,2023-12-31,,Campus,Low,False,False
JR00000104,Consultant - Cyber Risk,JP000298,Cyber Risk,Consultant,Risk Advisory,C037,LOC000599,United States,Americas,CC001241,SO000200,W00000035,W00001769,Filled,Approved,Backfill,Regular,Employee,1,1,2025-11-01,2025-12-31,2025-12-31,60,Direct Apply,Low,True,False
JR00000105,Senior Consultant - Legal,JP000580,Legal,Senior Consultant,Internal Services,C003,LOC000363,Germany,EMEA,CC000883,SO001219,W00000881,W00003552,Canceled,Approved,Growth,Regular,Employee,2,0,2025-03-26,2025-06-07,2025-06-29,73,Campus,Medium,False,False
JR00000106,Analyst - Technology Consulting,JP000111,Technology Consulting,Analyst,Consulting,C037,LOC000612,United States,Americas,CC001470,SO001228,W00003917,W00004025,On Hold,Approved,Growth,Regular,Employee,1,0,2021-03-01,,2021-07-31,,Campus,Critical,True,False
JR00000107,Analyst - Human Resources,JP000357,Human Resources,Analyst,Internal Services,C012,LOC000451,United States,Americas,CC001914,SO000684,W00000179,W00001651,Filled,Approved,Growth,Regular,Employee,1,1,2021-11-03,2022-01-22,2022-02-14,80,Direct Apply,High,False,False
JR00000108,Consultant - Finance,JP000014,Finance,Consultant,Internal Services,C019,LOC000702,United States,Americas,CC001376,SO001974,W00002326,W00001757,On Hold,Approved,Backfill,Regular,Employee,1,0,2024-11-18,,2025-04-10,,Agency,Medium,False,False
JR00000109,Analyst - Marketing,JP000289,Marketing,Analyst,Internal Services,C013,LOC000595,United Arab Emirates,EMEA,CC000527,SO001791,W00002729,W00004467,Draft,Draft,Replacement,Contractor,Contractor,1,0,2025-07-04,,2025-08-20,,Direct Apply,Medium,False,False
JR00000110,Consultant - Legal,JP000437,Legal,Consultant,Internal Services,C016,LOC000526,India,APAC,CC002071,SO002190,W00001294,W00002994,Filled,Approved,Replacement,Regular,Employee,1,1,2024-10-21,2025-02-11,2025-03-14,113,Agency,Medium,False,False
JR00000111,Consultant - Data and Analytics,JP000249,Data and Analytics,Consultant,Consulting,C038,LOC000296,Japan,APAC,CC000291,SO001130,W00004524,W00000666,Open,Approved,Replacement,Regular,Employee,1,0,2024-10-12,,2025-03-18,,Talent Community,High,True,False
JR00000112,Analyst - Technology Consulting,JP000342,Technology Consulting,Analyst,Consulting,C034,LOC000586,Australia,APAC,CC000782,SO000681,W00004649,W00004094,Filled,Approved,Replacement,Regular,Employee,1,1,2021-06-03,2021-08-17,2021-11-13,75,Campus,Critical,True,False
JR00000113,Analyst - Strategy Consulting,JP000340,Strategy Consulting,Analyst,Consulting,C022,LOC000140,Mexico,Americas,CC001071,SO000835,W00003758,W00002139,Filled,Approved,Growth,Regular,Employee,1,1,2025-03-13,2025-05-14,2025-06-09,62,Talent Community,Critical,True,False
JR00000114,Analyst - Legal,JP000182,Legal,Analyst,Internal Services,C025,LOC000218,India,APAC,CC000743,SO001533,W00003474,W00001297,Filled,Approved,Replacement,Regular,Employee,1,1,2023-08-02,2023-11-24,2023-10-07,114,Campus,Medium,False,False
JR00000115,Senior Manager - Cyber Risk,JP000194,Cyber Risk,Senior Manager,Risk Advisory,C035,LOC000024,India,APAC,CC001692,SO000220,W00002713,W00001232,Open,Approved,Replacement,Regular,Employee,1,0,2023-12-12,,2024-05-23,,Direct Apply,Critical,True,False
JR00000116,Analyst - Technology Consulting,JP000389,Technology Consulting,Analyst,Consulting,C039,LOC000230,United States,Americas,CC001688,SO000100,W00002834,W00003840,Filled,Approved,Replacement,Contractor,Contractor,1,1,2021-03-23,2021-05-17,2021-07-03,55,Direct Apply,Critical,True,False
JR00000117,Analyst - Operations,JP000556,Operations,Analyst,Consulting,C013,LOC000146,United Arab Emirates,EMEA,CC000175,SO000604,W00002225,W00000500,Filled,Approved,Campus Hiring,Regular,Employee,15,15,2022-12-29,2023-01-31,2023-02-06,33,LinkedIn,High,False,False
JR00000118,Director - Legal,JP000488,Legal,Director,Internal Services,C039,LOC000725,United States,Americas,CC001311,SO001615,W00000014,W00004391,Canceled,Approved,Replacement,Fixed Term,Employee,2,0,2025-11-07,2025-11-23,2025-12-31,16,Internal Mobility,High,False,False
JR00000119,Consultant - Technology Consulting,JP000504,Technology Consulting,Consultant,Consulting,C030,LOC000094,India,APAC,CC001032,SO001562,W00001462,W00002149,Closed Without Hire,Approved,Replacement,Contractor,Contractor,1,0,2024-04-12,2024-06-21,2024-05-12,70,Direct Apply,High,True,False
JR00000120,Analyst - Finance,JP000144,Finance,Analyst,Internal Services,C024,LOC000116,India,APAC,CC001147,SO002225,W00000631,W00004567,Closed Without Hire,Approved,Replacement,Regular,Employee,2,0,2021-05-29,2021-11-02,2021-09-12,157,Direct Apply,High,False,False
JR00000121,Analyst - Information Technology,JP000171,Information Technology,Analyst,Internal Services,C013,LOC000146,United Arab Emirates,EMEA,CC001484,SO000419,W00002665,W00003897,Filled,Approved,Strategic Skill Build,Regular,Employee,3,3,2022-01-17,2022-04-20,2022-06-30,93,LinkedIn,Medium,True,False
JR00000122,Senior Consultant - Marketing,JP000493,Marketing,Senior Consultant,Internal Services,C009,LOC000314,Mexico,Americas,CC001894,SO000735,W00003611,W00003114,Filled,Approved,Replacement,Regular,Employee,1,1,2025-12-08,2025-12-31,2025-12-31,23,Internal Mobility,Medium,False,False
JR00000123,Consultant - Strategy Consulting,JP000480,Strategy Consulting,Consultant,Consulting,C001,LOC000264,Mexico,Americas,CC000233,SO001640,W00002396,W00004986,Filled,Approved,Growth,Regular,Employee,2,2,2022-04-18,2022-06-30,2022-06-02,73,Agency,Critical,True,False
JR00000124,Analyst - Human Capital,JP000464,Human Capital,Analyst,Consulting,C011,LOC000528,Germany,EMEA,CC001895,SO000476,W00003058,W00003944,On Hold,Approved,Replacement,Regular,Employee,1,0,2023-07-18,,2023-09-30,,Employee Referral,High,False,False
JR00000125,Consultant - Technology Consulting,JP000303,Technology Consulting,Consultant,Consulting,C004,LOC000728,India,APAC,CC000132,SO002366,W00003210,W00004399,Closed Without Hire,Pending Approval,Replacement,Regular,Employee,1,0,2025-01-12,2025-06-06,2025-06-22,145,Employee Referral,Critical,True,False
JR00000126,Analyst - Regulatory Risk,JP000068,Regulatory Risk,Analyst,Risk Advisory,C015,LOC000026,United Kingdom,EMEA,CC001913,SO000878,W00001162,W00001111,Filled,Approved,Replacement,Intern,Intern,13,13,2025-10-02,2025-12-27,2025-12-15,86,Executive Search,Medium,False,False
JR00000127,Manager - Data and Analytics,JP000097,Data and Analytics,Manager,Consulting,C039,LOC000250,United States,Americas,CC000236,SO000237,W00004135,W00001378,Filled,Approved,Growth,Regular,Employee,3,3,2024-05-19,2024-08-24,2024-07-12,97,Agency,Medium,True,False
JR00000128,Consultant - Human Resources,JP000446,Human Resources,Consultant,Internal Services,C038,LOC000216,Japan,APAC,CC001018,SO001463,W00000436,W00003427,Open,Pending Approval,Replacement,Regular,Employee,3,2,2024-09-13,,2024-11-12,,Campus,High,False,False
JR00000129,Analyst - Marketing,JP000305,Marketing,Analyst,Internal Services,C008,LOC000548,Australia,APAC,CC002036,SO000898,W00002185,W00003126,Open,Approved,Growth,Regular,Employee,1,0,2023-08-11,,2023-09-20,,Employee Referral,Medium,False,False
JR00000130,Senior Consultant - Human Resources,JP000291,Human Resources,Senior Consultant,Internal Services,C018,LOC000587,Germany,EMEA,CC000077,SO001225,W00002074,W00000982,Canceled,Rejected,Replacement,Regular,Employee,1,0,2022-07-22,2022-09-17,2022-10-18,57,LinkedIn,Critical,False,False
JR00000131,Senior Manager - Human Resources,JP000404,Human Resources,Senior Manager,Internal Services,C008,LOC000148,Australia,APAC,CC001327,SO001388,W00000402,W00001123,Filled,Rejected,Replacement,Regular,Employee,3,3,2023-04-09,2023-06-02,2023-08-21,54,Direct Apply,Critical,False,False
JR00000132,Analyst - Finance,JP000547,Finance,Analyst,Internal Services,C006,LOC000122,Brazil,Americas,CC002203,SO000779,W00001191,W00003001,Filled,Approved,Growth,Regular,Employee,1,1,2023-05-22,2023-07-27,2023-10-02,66,LinkedIn,Medium,False,False
JR00000133,Executive - Marketing,JP000372,Marketing,Executive,Internal Services,C023,LOC000697,Australia,APAC,CC000373,SO001460,W00001385,W00002648,Filled,Approved,Replacement,Regular,Employee,1,1,2021-10-15,2021-11-29,2022-01-31,45,Campus,Medium,False,False
JR00000134,Consultant - Operations,JP000293,Operations,Consultant,Consulting,C020,LOC000540,United Kingdom,EMEA,CC000725,SO000227,W00002324,W00001981,Filled,Approved,Replacement,Regular,Employee,1,1,2021-11-17,2022-01-30,2022-03-05,74,Direct Apply,Medium,False,False
JR00000135,Manager - Technology Consulting,JP000591,Technology Consulting,Manager,Consulting,C005,LOC000448,Netherlands,EMEA,CC000955,SO001701,W00000602,W00004315,Filled,Approved,Strategic Skill Build,Regular,Employee,4,4,2022-03-15,2022-05-11,2022-05-11,57,Direct Apply,Critical,True,False
JR00000136,Consultant - Mergers and Acquisitions,JP000285,Mergers and Acquisitions,Consultant,Deals,C033,LOC000731,Germany,EMEA,CC000566,SO001488,W00000427,W00002925,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2025-02-12,2025-03-12,2025-06-26,28,Agency,Critical,False,False
JR00000137,Director - Corporate Tax,JP000079,Corporate Tax,Director,Tax,C018,LOC000519,Germany,EMEA,CC001813,SO000225,W00000499,W00003725,On Hold,Approved,Backfill,Regular,Employee,1,0,2021-08-01,,2021-10-27,,LinkedIn,Medium,False,False
JR00000138,Senior Manager - Audit Assurance,JP000306,Audit Assurance,Senior Manager,Audit,C014,LOC000166,Germany,EMEA,CC000138,SO000003,W00003644,W00004686,Filled,Pending Approval,Replacement,Regular,Employee,3,3,2021-08-26,2021-11-01,2021-11-03,67,Direct Apply,Medium,False,False
JR00000139,Intern - Human Capital,JP000474,Human Capital,Intern,Consulting,C027,LOC000555,United States,Americas,CC000275,SO001885,W00000109,W00003954,Filled,Approved,Replacement,Regular,Employee,1,1,2023-12-14,2024-03-19,2024-03-23,96,Direct Apply,Critical,False,False
JR00000140,Manager - Operations,JP000100,Operations,Manager,Consulting,C012,LOC000377,United States,Americas,CC002115,SO000587,W00002386,W00001402,Filled,Approved,Replacement,Regular,Employee,1,1,2021-02-13,2021-03-13,2021-05-01,28,Campus,Medium,False,False
JR00000141,Consultant - Legal,JP000348,Legal,Consultant,Internal Services,C037,LOC000434,United States,Americas,CC000256,SO000655,W00000143,W00004234,Open,Approved,Replacement,Regular,Employee,1,0,2025-11-11,,2025-12-31,,Employee Referral,High,False,False
JR00000142,Analyst - Human Capital,JP000108,Human Capital,Analyst,Consulting,C037,LOC000025,United States,Americas,CC002326,SO000846,W00001723,W00004760,Open,Approved,Growth,Regular,Employee,1,0,2025-06-21,,2025-08-18,,Direct Apply,Medium,False,False
JR00000143,Analyst - Operations,JP000267,Operations,Analyst,Consulting,C030,LOC000101,India,APAC,CC001601,SO002495,W00000202,W00003853,Open,Approved,Backfill,Regular,Employee,1,0,2025-02-23,,2025-08-20,,Executive Search,High,False,False
JR00000144,Consultant - Legal,JP000437,Legal,Consultant,Internal Services,C037,LOC000254,United States,Americas,CC001423,SO000891,W00002216,W00004003,Filled,Approved,Growth,Regular,Employee,2,2,2025-02-13,2025-04-05,2025-06-01,51,Internal Mobility,Medium,False,False
JR00000145,Intern - Legal,JP000441,Legal,Intern,Internal Services,C028,LOC000511,Germany,EMEA,CC000861,SO000262,W00002574,W00001569,Closed Without Hire,Approved,Replacement,Regular,Employee,2,0,2021-09-13,2022-02-09,2021-12-09,149,LinkedIn,High,False,True
JR00000146,Analyst - Regulatory Risk,JP000346,Regulatory Risk,Analyst,Risk Advisory,C009,LOC000211,Mexico,Americas,CC000832,SO001169,W00000833,W00003967,Filled,Approved,Replacement,Regular,Employee,1,1,2024-10-26,2025-02-09,2025-01-20,106,LinkedIn,Medium,False,False
JR00000147,Consultant - Finance,JP000170,Finance,Consultant,Internal Services,C023,LOC000560,Australia,APAC,CC001812,SO000380,W00001781,W00002002,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2022-06-15,2022-08-27,2022-09-12,73,Employee Referral,Medium,False,False
JR00000148,Analyst - Regulatory Risk,JP000116,Regulatory Risk,Analyst,Risk Advisory,C018,LOC000154,Germany,EMEA,CC001907,SO001154,W00001677,W00004678,Filled,Approved,Replacement,Regular,Employee,2,2,2021-07-11,2021-10-16,2021-10-23,97,Agency,High,False,False
JR00000149,Consultant - Strategy Consulting,JP000480,Strategy Consulting,Consultant,Consulting,C017,LOC000226,Australia,APAC,CC001309,SO000809,W00003914,W00001676,Open,Approved,Growth,Regular,Employee,1,0,2022-05-10,,2022-08-28,,Direct Apply,Medium,True,False
JR00000150,Director - Corporate Tax,JP000079,Corporate Tax,Director,Tax,C026,LOC000358,India,APAC,CC001197,SO001981,W00003123,W00004729,Canceled,Approved,Replacement,Regular,Employee,1,0,2025-05-07,2025-07-06,2025-07-06,60,Direct Apply,Low,False,False
JR00000151,Analyst - Mergers and Acquisitions,JP000135,Mergers and Acquisitions,Analyst,Deals,C018,LOC000227,Germany,EMEA,CC000783,SO000839,W00001394,W00000558,Canceled,Approved,Replacement,Contractor,Contractor,1,0,2022-06-22,2022-09-10,2022-08-21,80,Employee Referral,Medium,False,False
JR00000152,Senior Manager - Strategy Consulting,JP000133,Strategy Consulting,Senior Manager,Consulting,C005,LOC000330,Netherlands,EMEA,CC001349,SO000059,W00001842,W00003197,Canceled,Rejected,Growth,Regular,Employee,1,0,2025-04-30,2025-05-28,2025-09-15,28,Direct Apply,Medium,True,False
JR00000153,Analyst - Corporate Tax,JP000234,Corporate Tax,Analyst,Tax,C040,LOC000661,Netherlands,EMEA,CC001482,SO001051,W00000856,W00000472,Filled,Approved,Replacement,Contractor,Contractor,1,1,2024-01-16,2024-04-13,2024-03-19,88,Internal Mobility,Medium,False,False
JR00000154,Analyst - Corporate Tax,JP000315,Corporate Tax,Analyst,Tax,C023,LOC000523,Australia,APAC,CC001974,SO001870,W00002293,W00003321,Filled,Approved,Campus Hiring,Regular,Employee,10,10,2024-09-06,2024-10-04,2025-01-18,28,Employee Referral,Medium,False,False
JR00000155,Director - Technology Consulting,JP000460,Technology Consulting,Director,Consulting,C027,LOC000217,United States,Americas,CC001882,SO000195,W00000506,W00002417,Filled,Approved,Growth,Contractor,Contractor,1,1,2024-06-19,2024-07-10,2024-12-07,21,Direct Apply,Critical,True,False
JR00000156,Senior Consultant - Legal,JP000420,Legal,Senior Consultant,Internal Services,C007,LOC000743,Canada,Americas,CC000284,SO000656,W00002517,W00002582,On Hold,Approved,Replacement,Regular,Employee,1,0,2025-09-26,,2025-12-31,,Employee Referral,Medium,False,False
JR00000157,Consultant - Human Resources,JP000541,Human Resources,Consultant,Internal Services,C039,LOC000008,United States,Americas,CC000080,SO000961,W00002974,W00002302,Filled,Approved,Growth,Regular,Employee,1,1,2021-06-15,2021-08-07,2021-08-29,53,Executive Search,Medium,False,False
JR00000158,Senior Manager - Marketing,JP000016,Marketing,Senior Manager,Internal Services,C016,LOC000059,India,APAC,CC002274,SO000704,W00000557,W00004138,Open,Approved,Backfill,Regular,Employee,1,0,2025-05-24,,2025-07-16,,Internal Mobility,Medium,False,False
JR00000159,Senior Consultant - Human Capital,JP000307,Human Capital,Senior Consultant,Consulting,C012,LOC000672,United States,Americas,CC002197,SO000154,W00003196,W00003920,Canceled,Approved,Replacement,Regular,Employee,2,0,2022-12-08,2023-02-07,2023-03-15,61,Employee Referral,Medium,False,False
JR00000160,Senior Manager - Marketing,JP000086,Marketing,Senior Manager,Internal Services,C014,LOC000147,Germany,EMEA,CC001950,SO000003,W00004578,W00003986,Filled,Approved,Growth,Regular,Employee,1,1,2021-11-23,2022-02-19,2022-02-11,88,Internal Mobility,High,False,False
JR00000161,Consultant - Mergers and Acquisitions,JP000245,Mergers and Acquisitions,Consultant,Deals,C016,LOC000640,India,APAC,CC002165,SO001863,W00000851,W00003041,Open,Rejected,Backfill,Regular,Employee,1,0,2021-05-28,,2021-10-24,,LinkedIn,Medium,False,False
JR00000162,Consultant - Mergers and Acquisitions,JP000052,Mergers and Acquisitions,Consultant,Deals,C035,LOC000359,India,APAC,CC001983,SO000612,W00002420,W00002837,Filled,Approved,Replacement,Regular,Employee,1,1,2021-08-10,2021-11-07,2021-09-15,89,Employee Referral,Medium,False,False
JR00000163,Analyst - Corporate Tax,JP000142,Corporate Tax,Analyst,Tax,C011,LOC000051,Germany,EMEA,CC001436,SO000625,W00000325,W00000340,Closed Without Hire,Approved,Growth,Regular,Employee,1,0,2021-03-25,2021-07-13,2021-07-30,110,Direct Apply,Medium,False,False
JR00000164,Consultant - Data and Analytics,JP000118,Data and Analytics,Consultant,Consulting,C006,LOC000463,Brazil,Americas,CC000451,SO001742,W00002062,W00004166,Filled,Approved,Backfill,Regular,Employee,1,1,2025-03-21,2025-05-28,2025-06-06,68,Employee Referral,Critical,True,False
JR00000165,Manager - Operations,JP000535,Operations,Manager,Consulting,C025,LOC000234,India,APAC,CC000052,SO000535,W00000123,W00001161,Filled,Approved,Backfill,Regular,Employee,1,1,2022-03-12,2022-04-15,2022-06-18,34,Direct Apply,Medium,False,False
JR00000166,Consultant - Technology Consulting,JP000227,Technology Consulting,Consultant,Consulting,C031,LOC000058,Netherlands,EMEA,CC001069,SO000645,W00003786,W00001672,Filled,Approved,Replacement,Regular,Employee,2,2,2023-02-18,2023-06-15,2023-07-19,117,Employee Referral,High,True,False
JR00000167,Manager - Information Technology,JP000492,Information Technology,Manager,Internal Services,C013,LOC000389,United Arab Emirates,EMEA,CC001718,SO002405,W00002681,W00002748,Draft,Draft,Replacement,Intern,Intern,3,0,2024-08-30,,2024-12-16,,Employee Referral,Critical,True,False
