offer_id,application_id,candidate_id,job_requisition_id,offer_date,offer_status,response_date,expected_start_date,decline_reason,offered_currency,offered_base_pay_amount,offered_base_pay_frequency,sign_on_bonus_amount,bonus_target_percentage,compensation_grade_id,market_position_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_skill_match,gen_ai_premium_applied,gen_ai_premium_amount,avg_interview_score,avg_gen_ai_assessment_score,final_recommendation,completed_interview_count
OFF000000124,APP000000855,CAN00022784,JR00000425,2024-05-28,Accepted,2024-06-17,2024-08-21,,AUD,202000,Annual,15000,0.18,CG000078,1.035,130000,195000,265000,Low,False,0,55.0,62.0,Do Not Hire,1
OFF000000125,APP000000868,CAN00020281,JR00001656,2025-06-22,Accepted,2025-06-28,2025-09-05,,EUR,366000,Annual,18000,0.25,CG000952,1.182,160000,295000,425000,High,True,17400,92.75,83.5,Hire,4
OFF000000126,APP000000870,CAN00024572,JR00001010,2023-05-06,Accepted,2023-05-20,2023-06-01,,INR,77400,Annual,5000,0.18,CG000654,1.061,48000,73000,99000,Medium,False,0,63.5,70.0,Do Not Hire,2
OFF000000127,APP000000897,CAN00009822,JR00000821,2021-09-10,Accepted,2021-09-30,2021-10-31,,EUR,28800,Annual,5000,0.0,CG000406,1.108,20000,26000,33000,Medium,False,0,86.67,67.0,Hire,3
OFF000000128,APP000000904,CAN00019522,JR00002145,2025-12-20,Accepted,2025-12-24,2026-02-14,,GBP,85800,Annual,0,0.05,CG001497,1.034,58000,83000,110000,,False,0,50.0,75.0,Do Not Hire,1
OFF000000129,APP000000914,CAN00009090,JR00001280,2024-05-10,Accepted,2024-05-16,2024-07-27,,CAD,122000,Annual,5000,0.08,CG000292,1.057,80000,115000,150000,Low,False,0,64.33,52.67,Neutral,3
OFF000000130,APP000000919,CAN00013824,JR00000806,2024-11-27,Pending,,,,USD,185000,Annual,10000,0.12,CG001733,1.119,105000,165000,220000,Medium,False,0,99.33,64.33,Strong Hire,3
OFF000000131,APP000000934,CAN00004140,JR00000851,2025-12-29,Accepted,2026-01-19,2026-02-24,,JPY,79300,Annual,2500,0.05,CG000723,1.043,53000,76000,98000,Medium,False,0,54.5,81.0,Do Not Hire,2
OFF000000132,APP000000948,CAN00019565,JR00002318,2025-07-19,Accepted,2025-07-21,2025-08-29,,INR,61900,Annual,10000,0.12,CG000572,1.125,36000,55000,75000,Low,False,0,89.25,54.25,Hire,4
OFF000000133,APP000000953,CAN00019677,JR00000454,2025-02-17,Accepted,2025-03-01,2025-05-07,,USD,105000,Annual,0,0.05,CG001659,1.118,66000,94000,125000,Low,False,0,88.67,55.33,Hire,3
OFF000000134,APP000000954,CAN00003598,JR00002235,2024-06-12,Accepted,2024-06-23,2024-07-06,,INR,23300,Annual,0,0.03,CG000641,1.109,16000,21000,26000,,False,0,81.0,50.0,Hire,3
OFF000000135,APP000000961,CAN00023132,JR00000702,2022-01-24,Accepted,2022-01-31,2022-02-16,,ZAR,25400,Annual,0,0.03,CG001190,1.105,17000,23000,28000,Low,False,0,81.25,54.75,Hire,4
OFF000000136,APP000000965,CAN00014044,JR00001302,2021-11-10,Accepted,2021-11-22,2021-12-19,,EUR,154000,Annual,0,0.18,CG001302,1.098,92000,140000,190000,Low,False,0,79.67,56.0,Hire,3
OFF000000137,APP000000966,CAN00002470,JR00002141,2026-01-06,Accepted,2026-01-25,2026-04-04,,USD,97100,Annual,6000,0.03,CG001640,1.183,57000,76000,95000,High,True,7200,93.0,77.0,Hire,1
OFF000000138,APP000000988,CAN00019796,JR00001741,2023-07-13,Accepted,2023-07-19,2023-10-06,,INR,32800,Annual,0,0.05,CG000669,1.094,21000,30000,39000,Medium,False,0,86.0,75.0,Hire,1
OFF000000139,APP000000995,CAN00012358,JR00001386,2022-03-03,Accepted,2022-03-18,2022-04-10,,AUD,29500,Annual,0,0.0,CG000001,1.133,20000,26000,33000,Low,False,0,94.33,53.67,Strong Hire,3
OFF000000140,APP000001011,CAN00017364,JR00002206,2024-03-25,Accepted,2024-04-07,2024-05-03,,USD,72600,Annual,5000,0.03,CG001748,1.068,51000,68000,85000,Low,False,0,69.33,53.0,Neutral,3
OFF000000141,APP000001017,CAN00019760,JR00002076,2023-05-09,Accepted,2023-05-17,2023-08-05,,INR,13900,Annual,0,0.0,CG000559,1.167,8000,11000,14000,High,True,1000,87.5,82.25,Hire,4
OFF000000142,APP000001018,CAN00007906,JR00001835,2025-03-26,Accepted,2025-04-01,2025-06-14,,MXN,36900,Annual,6000,0.03,CG000830,1.177,22000,29000,36000,High,True,2700,92.0,84.33,Hire,3
OFF000000143,APP000001019,CAN00013075,JR00000035,2025-06-04,Accepted,2025-06-18,2025-08-02,,INR,23700,Annual,5000,0.03,CG000596,1.078,17000,22000,28000,Low,False,0,72.67,47.0,Neutral,3
OFF000000144,APP000001032,CAN00011285,JR00001455,2023-09-19,Declined,2023-09-26,,Compensation Expectations,INR,42600,Annual,0,0.08,CG000616,1.066,28000,40000,51000,,False,0,64.67,55.67,Do Not Hire,3
OFF000000145,APP000001034,CAN00001322,JR00000034,2024-07-08,Accepted,2024-07-16,2024-09-25,,AUD,1482000,Annual,120000,0.5,CG000054,1.183,465000,1160000,1860000,High,True,110000,94.33,85.67,Strong Hire,3
OFF000000146,APP000001061,CAN00011905,JR00000354,2022-06-19,Accepted,2022-06-29,2022-07-15,,BRL,30200,Annual,0,0.03,CG000191,1.041,22000,29000,37000,Low,False,0,54.67,53.67,Do Not Hire,3
OFF000000147,APP000001067,CAN00003582,JR00000804,2025-05-07,Accepted,2025-05-25,2025-06-14,,AUD,1493000,Annual,30000,0.5,CG000054,1.192,465000,1160000,1860000,Critical,True,111000,93.5,94.5,Hire,2
OFF000000148,APP000001069,CAN00008752,JR00002277,2021-10-25,Declined,2021-11-15,,Timing Conflict,USD,136000,Annual,0,0.08,CG001750,1.09,88000,125000,165000,Medium,False,0,77.33,71.67,Hire,3
OFF000000149,APP000001075,CAN00007827,JR00001748,2023-11-02,Accepted,2023-11-10,2023-12-11,,GBP,30600,Annual,0,0.0,CG001612,1.091,21000,28000,35000,Low,False,0,81.0,65.0,Hire,1
OFF000000150,APP000001081,CAN00000441,JR00001309,2023-10-23,Declined,2023-11-07,,Compensation Expectations,AUD,162000,Annual,0,0.12,CG000014,1.115,93000,145000,195000,Low,False,0,88.0,46.0,Hire,3
OFF000000151,APP000001089,CAN00013203,JR00000568,2021-07-26,Accepted,2021-07-31,2021-10-04,,INR,294000,Annual,90000,0.4,CG000620,1.166,99000,245000,395000,High,True,8600,96.67,79.67,Strong Hire,3
OFF000000152,APP000001095,CAN00017162,JR00002233,2025-10-07,Declined,2025-10-13,,Compensation Expectations,EUR,327000,Annual,0,0.25,CG000520,1.147,155000,285000,415000,Medium,False,0,100.0,81.5,Hire,2
OFF000000153,APP000001096,CAN00008553,JR00000617,2024-11-10,Accepted,2024-11-13,2024-12-25,,EUR,225000,Annual,5000,0.18,CG000501,1.073,135000,210000,280000,,False,0,70.0,39.33,Neutral,3
OFF000000154,APP000001112,CAN00023503,JR00000228,2023-09-17,Accepted,2023-09-25,2023-10-14,,GBP,116000,Annual,0,0.08,CG001588,1.1,74000,105000,135000,,False,0,76.0,56.5,Neutral,2
OFF000000155,APP000001121,CAN00014029,JR00000614,2025-03-12,Accepted,2025-03-20,2025-05-01,,AUD,336000,Annual,10000,0.25,CG000043,1.14,165000,295000,430000,,False,0,97.0,30.0,Hire,1
OFF000000156,APP000001123,CAN00004851,JR00000554,2025-07-23,Accepted,2025-08-08,2025-08-14,,AED,145000,Annual,10000,0.12,CG001481,1.114,83000,130000,175000,Low,False,0,87.0,56.75,Strong Hire,4
OFF000000157,APP000001124,CAN00012389,JR00001161,2024-01-28,Accepted,2024-02-01,2024-03-06,,EUR,50500,Annual,0,0.03,CG001262,1.074,35000,47000,59000,Medium,False,0,65.5,72.5,Neutral,2
OFF000000158,APP000001130,CAN00024929,JR00002397,2021-12-04,Accepted,2021-12-15,2022-02-21,,AUD,217000,Annual,10000,0.18,CG000006,1.083,130000,200000,270000,,False,0,75.67,36.0,Hire,3
OFF000000159,APP000001138,CAN00006600,JR00001281,2026-02-01,Accepted,2026-02-19,2026-04-19,,MXN,150000,Annual,15000,0.25,CG000880,1.109,73000,135000,195000,Medium,False,0,84.25,65.0,Strong Hire,4
OFF000000160,APP000001139,CAN00004982,JR00000683,2026-02-09,Accepted,2026-02-13,2026-03-22,,INR,463000,Annual,75000,0.5,CG000585,1.143,160000,405000,645000,Medium,False,0,97.0,74.33,Hire,3
OFF000000161,APP000001141,CAN00021885,JR00001319,2024-02-26,Accepted,2024-03-12,2024-03-14,,GBP,387000,Annual,12000,0.25,CG001519,1.169,175000,315000,455000,High,True,18400,87.0,90.67,Hire,3
OFF000000162,APP000001142,CAN00019690,JR00002399,2026-01-12,Accepted,2026-01-27,2026-01-30,,AUD,235000,Annual,10000,0.18,CG000051,1.046,145000,225000,300000,,False,0,59.0,34.0,Do Not Hire,1
OFF000000163,APP000001156,CAN00014044,JR00001000,2023-05-05,Accepted,2023-05-12,2023-05-27,,EUR,251000,Annual,0,0.18,CG000429,1.115,145000,225000,305000,Medium,False,0,85.0,70.0,Hire,2
OFF000000164,APP000001160,CAN00004565,JR00000233,2023-09-20,Accepted,2023-10-04,2023-10-13,,INR,42000,Annual,0,0.08,CG000607,1.049,28000,40000,51000,Medium,False,0,54.0,80.0,Do Not Hire,2
OFF000000165,APP000001163,CAN00001218,JR00001013,2024-09-08,Withdrawn,2024-09-19,,,GBP,75700,Annual,0,0.03,CG001577,1.13,46000,62000,77000,High,True,5600,74.0,85.25,Neutral,4
OFF000000166,APP000001172,CAN00000161,JR00001494,2024-01-25,Accepted,2024-02-04,2024-03-06,,AUD,88500,Annual,5000,0.05,CG000129,1.135,55000,78000,100000,Medium,False,0,95.0,63.0,Strong Hire,3
OFF000000167,APP000001173,CAN00006229,JR00001923,2022-08-01,Accepted,2022-08-18,2022-10-18,,MXN,27200,Annual,0,0.03,CG000875,1.089,19000,25000,32000,Low,False,0,75.0,47.33,Neutral,3
OFF000000168,APP000001179,CAN00014251,JR00000804,2024-11-27,Declined,2024-11-29,,Accepted Another Offer,AUD,1208000,Annual,0,0.5,CG000054,1.041,465000,1160000,1860000,Low,False,0,53.0,64.5,Do Not Hire,2
OFF000000169,APP000001186,CAN00020854,JR00001865,2023-03-04,Accepted,2023-03-12,2023-04-19,,INR,85100,Annual,15000,0.18,CG000555,1.105,50000,77000,105000,Medium,False,0,93.0,67.33,Hire,3
OFF000000170,APP000001188,CAN00001856,JR00000821,2021-09-26,Accepted,2021-10-02,2021-11-03,,EUR,29900,Annual,5000,0.0,CG000406,1.15,20000,26000,33000,,False,0,99.67,55.67,Hire,3
OFF000000171,APP000001199,CAN00022023,JR00001164,2026-01-18,Accepted,2026-01-20,2026-04-04,,INR,272000,Annual,50000,0.4,CG000620,1.111,99000,245000,395000,Medium,False,0,82.5,81.25,Hire,4
OFF000000172,APP000001206,CAN00020692,JR00000050,2023-03-08,Declined,2023-03-11,,Accepted Another Offer,EUR,695000,Annual,0,0.4,CG000485,1.069,260000,650000,1040000,Low,False,0,70.0,45.0,Neutral,2
OFF000000173,APP000001215,CAN00015512,JR00000340,2021-07-23,Accepted,2021-08-06,2021-08-20,,USD,401000,Annual,25000,0.25,CG001636,1.13,195000,355000,520000,Low,False,0,92.33,54.67,Hire,3
OFF000000174,APP000001220,CAN00011422,JR00001961,2024-05-19,Pending,,,,GBP,1478000,Annual,60000,0.5,CG001539,1.113,495000,1230000,1970000,High,True,110000,74.25,83.75,Hire,4
OFF000000175,APP000001224,CAN00002204,JR00000645,2023-03-31,Accepted,2023-04-04,2023-05-04,,GBP,72200,Annual,5000,0.03,CG001505,1.078,50000,67000,83000,,False,0,67.0,35.5,Neutral,2
OFF000000176,APP000001258,CAN00006090,JR00002299,2022-07-23,Accepted,2022-08-04,2022-09-05,,USD,301000,Annual,6000,0.18,CG001716,1.115,160000,250000,335000,Critical,True,22300,68.67,89.0,Hire,3
OFF000000177,APP000001267,CAN00015074,JR00000278,2024-08-02,Accepted,2024-08-12,2024-09-30,,AUD,62100,Annual,5000,0.03,CG000092,1.07,44000,58000,73000,Low,False,0,72.33,60.33,Hire,3
OFF000000178,APP000001286,CAN00017121,JR00001397,2023-09-29,Accepted,2023-10-12,2023-12-01,,MXN,44600,Annual,2500,0.05,CG000930,1.089,29000,41000,54000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000179,APP000001294,CAN00024257,JR00000475,2022-07-14,Accepted,2022-08-02,2022-09-21,,EUR,156000,Annual,10000,0.12,CG000482,1.077,93000,145000,195000,,False,0,74.33,69.67,Hire,3
OFF000000180,APP000001306,CAN00013308,JR00001374,2024-10-13,Accepted,2024-11-02,2024-11-12,,EUR,65700,Annual,0,0.03,CG000983,1.118,42000,56000,70000,Critical,True,3100,63.0,98.0,Neutral,1
OFF000000181,APP000001313,CAN00018315,JR00002076,2023-04-08,Accepted,2023-04-26,2023-05-01,,INR,11300,Annual,2500,0.0,CG000559,1.029,8000,11000,14000,,False,0,47.0,26.0,Do Not Hire,1
OFF000000182,APP000001315,CAN00014753,JR00000661,2024-06-13,Accepted,2024-06-18,2024-07-31,,ZAR,130000,Annual,10000,0.25,CG001195,1.081,65000,120000,170000,,False,0,77.0,50.0,Hire,1
OFF000000183,APP000001319,CAN00014275,JR00000550,2025-07-25,Accepted,2025-08-03,2025-08-19,,MXN,11800,Annual,5000,0.0,CG000910,1.069,9000,11000,14000,Medium,False,0,68.0,66.67,Neutral,3
OFF000000184,APP000001323,CAN00010223,JR00001037,2025-08-18,Accepted,2025-08-25,2025-09-30,,BRL,65900,Annual,5000,0.08,CG000256,1.08,43000,61000,79000,Low,False,0,65.0,55.0,Neutral,0
OFF000000185,APP000001325,CAN00015059,JR00001098,2023-03-04,Accepted,2023-03-14,2023-05-20,,EUR,379000,Annual,15000,0.25,CG000529,1.098,190000,345000,500000,Low,False,0,79.0,58.5,Neutral,2
OFF000000186,APP000001332,CAN00007027,JR00000471,2022-08-04,Withdrawn,2022-08-19,,,AUD,147000,Annual,0,0.12,CG000104,1.09,89000,135000,185000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000187,APP000001343,CAN00004191,JR00000600,2023-09-16,Accepted,2023-09-27,2023-11-04,,INR,546000,Annual,120000,0.5,CG000594,1.124,180000,450000,715000,Critical,True,40500,66.33,92.33,Neutral,3
OFF000000188,APP000001352,CAN00021275,JR00001784,2021-06-13,Declined,2021-07-01,,Compensation Expectations,USD,68200,Annual,0,0.03,CG001721,1.05,49000,65000,81000,,False,0,58.67,57.33,Neutral,3
OFF000000189,APP000001353,CAN00013305,JR00001961,2024-07-10,Accepted,2024-07-30,2024-08-12,,GBP,1408000,Annual,100000,0.5,CG001539,1.145,495000,1230000,1970000,,False,0,96.0,51.5,Hire,2
OFF000000190,APP000001357,CAN00012671,JR00002238,2021-03-19,Accepted,2021-04-09,2021-05-21,,INR,11900,Annual,0,0.0,CG000586,1.079,8000,11000,14000,Medium,False,0,79.0,64.0,Hire,1
OFF000000191,APP000001363,CAN00020779,JR00000643,2023-02-22,Accepted,2023-02-27,2023-04-19,,USD,93400,Annual,2500,0.05,CG001704,1.038,63000,90000,115000,Low,False,0,54.5,66.5,Do Not Hire,2
OFF000000192,APP000001371,CAN00021922,JR00000402,2022-09-23,Accepted,2022-09-28,2022-11-17,,BRL,55900,Annual,0,0.08,CG000265,1.054,37000,53000,69000,Low,False,0,61.5,49.5,Do Not Hire,2
OFF000000193,APP000001375,CAN00016350,JR00001630,2025-01-21,Declined,2025-01-27,,Timing Conflict,USD,391000,Annual,0,0.25,CG001690,1.118,195000,350000,510000,Low,False,0,98.33,54.33,Strong Hire,3
OFF000000194,APP000001379,CAN00012724,JR00001917,2024-10-01,Accepted,2024-10-05,2024-12-14,,GBP,122000,Annual,5000,0.08,CG001615,1.106,78000,110000,145000,Medium,False,0,93.0,78.33,Strong Hire,3
OFF000000195,APP000001391,CAN00007632,JR00002009,2023-09-17,Accepted,2023-09-25,2023-11-17,,AUD,317000,Annual,40000,0.25,CG000106,1.132,155000,280000,410000,Medium,False,0,93.33,74.33,Hire,3
OFF000000196,APP000001392,CAN00008794,JR00001075,2024-07-26,Pending,,,,MXN,363000,Annual,60000,0.4,CG000890,1.194,115000,295000,470000,High,True,10600,97.25,83.25,Hire,4
OFF000000197,APP000001401,CAN00021448,JR00000838,2024-08-27,Accepted,2024-09-06,2024-11-22,,JPY,291000,Annual,15000,0.25,CG000700,1.02,155000,285000,415000,Low,False,0,47.0,45.0,Do Not Hire,1
OFF000000198,APP000001404,CAN00024790,JR00001698,2024-07-23,Accepted,2024-08-02,2024-08-20,,MXN,71500,Annual,10000,0.12,CG000923,1.135,41000,63000,84000,Medium,False,0,93.67,71.67,Hire,3
OFF000000199,APP000001409,CAN00016933,JR00001019,2025-07-23,Accepted,2025-07-30,2025-09-09,,GBP,728000,Annual,25000,0.4,CG001565,1.07,270000,680000,1090000,Medium,False,0,70.33,62.67,Neutral,3
OFF000000200,APP000001411,CAN00011644,JR00002423,2025-07-18,Accepted,2025-08-08,2025-08-27,,AUD,60500,Annual,0,0.03,CG000092,1.044,44000,58000,73000,,False,0,58.0,66.67,Do Not Hire,3
OFF000000201,APP000001418,CAN00013959,JR00001075,2024-05-27,Accepted,2024-06-15,2024-06-28,,MXN,327000,Annual,100000,0.4,CG000890,1.109,115000,295000,470000,Medium,False,0,85.5,73.5,Hire,4
OFF000000202,APP000001425,CAN00009669,JR00000213,2025-11-21,Accepted,2025-11-23,2026-01-22,,AED,78300,Annual,5000,0.05,CG001407,1.088,50000,72000,94000,,False,0,70.5,50.5,Neutral,2
OFF000000203,APP000001449,CAN00023760,JR00000828,2021-04-08,Accepted,2021-04-29,2021-06-18,,USD,380000,Annual,25000,0.25,CG001690,1.084,195000,350000,510000,,False,0,72.5,49.0,Hire,4
OFF000000204,APP000001454,CAN00003115,JR00002032,2025-02-09,Accepted,2025-02-19,2025-04-14,,CAD,1185000,Annual,60000,0.5,CG000387,1.152,395000,980000,1570000,High,True,56500,78.67,87.67,Hire,3
OFF000000205,APP000001456,CAN00009729,JR00000838,2025-09-06,Accepted,2025-09-23,2025-10-16,,JPY,323000,Annual,40000,0.25,CG000700,1.135,155000,285000,415000,Medium,False,0,89.0,84.0,Hire,1
OFF000000206,APP000001460,CAN00015516,JR00001665,2024-01-13,Accepted,2024-01-25,2024-02-27,,BRL,578000,Annual,50000,0.5,CG000243,1.145,200000,505000,805000,Low,False,0,97.0,51.67,Strong Hire,3
OFF000000207,APP000001461,CAN00023243,JR00001386,2022-03-09,Accepted,2022-03-20,2022-03-26,,AUD,29600,Annual,2500,0.0,CG000001,1.139,20000,26000,33000,,False,0,94.33,60.67,Strong Hire,3
OFF000000208,APP000001469,CAN00016520,JR00002498,2025-05-24,Accepted,2025-06-05,2025-08-22,,INR,30300,Annual,0,0.03,CG000587,1.168,18000,24000,30000,High,True,2200,86.33,84.33,Hire,3
OFF000000209,APP000001483,CAN00015959,JR00000474,2022-10-15,Accepted,2022-11-04,2022-12-06,,GBP,37400,Annual,6000,0.0,CG001531,1.118,23000,31000,38000,High,True,2800,70.67,83.67,Neutral,3
OFF000000210,APP000001484,CAN00012016,JR00000972,2024-09-14,Accepted,2024-09-19,2024-10-15,,EUR,86800,Annual,2500,0.05,CG000480,1.113,55000,78000,100000,Low,False,0,86.0,41.67,Hire,3
OFF000000211,APP000001491,CAN00021661,JR00002253,2022-08-06,Declined,2022-08-22,,Accepted Another Offer,INR,64400,Annual,0,0.12,CG000572,1.115,36000,55000,75000,High,True,3100,68.0,88.5,Neutral,2
OFF000000212,APP000001499,CAN00020302,JR00000520,2021-12-19,Declined,2021-12-24,,Accepted Another Offer,INR,52500,Annual,0,0.08,CG000634,1.185,29000,41000,54000,High,True,3900,95.0,86.0,Hire,3
OFF000000213,APP000001509,CAN00009703,JR00001273,2025-10-07,Accepted,2025-10-28,2025-11-17,,EUR,111000,Annual,0,0.08,CG000535,1.054,74000,105000,140000,,False,0,59.0,39.5,Do Not Hire,2
OFF000000214,APP000001514,CAN00005174,JR00000758,2025-09-23,Declined,2025-10-14,,Timing Conflict,INR,23000,Annual,0,0.03,CG000641,1.097,16000,21000,26000,Low,False,0,91.67,50.0,Hire,3
OFF000000215,APP000001516,CAN00009415,JR00000568,2021-08-09,Accepted,2021-08-19,2021-10-25,,INR,270000,Annual,25000,0.4,CG000620,1.103,99000,245000,395000,Low,False,0,81.0,52.0,Hire,3
OFF000000216,APP000001522,CAN00021712,JR00001528,2021-09-15,Accepted,2021-10-06,2021-10-15,,MXN,67800,Annual,0,0.12,CG000878,1.042,42000,65000,87000,Medium,False,0,57.0,74.5,Do Not Hire,2
OFF000000217,APP000001529,CAN00002480,JR00001316,2024-07-16,Accepted,2024-08-03,2024-08-28,,USD,77700,Annual,0,0.03,CG001694,1.126,50000,67000,84000,High,True,2300,65.0,55.0,Neutral,0
OFF000000218,APP000001541,CAN00000578,JR00001019,2023-03-26,Accepted,2023-04-09,2023-04-15,,GBP,758000,Annual,50000,0.4,CG001565,1.114,270000,680000,1090000,Medium,False,0,95.5,73.0,Hire,2
OFF000000219,APP000001551,CAN00003549,JR00002076,2023-04-01,Declined,2023-04-17,,Role Fit,INR,11800,Annual,0,0.0,CG000559,1.073,8000,11000,14000,Medium,False,0,71.33,78.0,Neutral,3
OFF000000220,APP000001554,CAN00008986,JR00001728,2025-06-07,Accepted,2025-06-27,2025-07-25,,AUD,30700,Annual,0,0.0,CG000046,1.058,22000,29000,36000,,False,0,61.67,46.0,Neutral,3
OFF000000221,APP000001556,CAN00012107,JR00002238,2021-04-04,Accepted,2021-04-16,2021-06-23,,INR,14200,Annual,0,0.0,CG000586,1.194,8000,11000,14000,High,True,1100,95.0,93.67,Strong Hire,3
OFF000000222,APP000001574,CAN00005180,JR00000780,2022-06-16,Accepted,2022-06-27,2022-08-19,,USD,254000,Annual,15000,0.18,CG001626,1.058,155000,240000,325000,Low,False,0,65.0,55.0,Neutral,0
OFF000000223,APP000001575,CAN00002649,JR00000528,2025-11-12,Declined,2025-11-14,,Accepted Another Offer,EUR,225000,Annual,0,0.18,CG000411,1.098,130000,205000,275000,,False,0,80.0,40.75,Hire,4
OFF000000224,APP000001577,CAN00005237,JR00002477,2023-05-17,Declined,2023-05-24,,Compensation Expectations,INR,63100,Annual,0,0.12,CG000545,1.147,36000,55000,75000,Low,False,0,97.5,57.0,Strong Hire,4
OFF000000225,APP000001584,CAN00003295,JR00000804,2026-01-30,Accepted,2026-02-16,2026-04-04,,AUD,1295000,Annual,100000,0.5,CG000054,1.117,465000,1160000,1860000,Low,False,0,87.33,43.67,Hire,3
OFF000000226,APP000001600,CAN00014878,JR00000701,2025-06-09,Accepted,2025-06-14,2025-08-03,,USD,104000,Annual,0,0.05,CG001713,1.07,68000,97000,125000,Low,False,0,68.0,65.0,Neutral,3
OFF000000227,APP000001603,CAN00007208,JR00002184,2026-01-03,Accepted,2026-01-06,2026-03-07,,EUR,534000,Annual,75000,0.4,CG001295,1.113,190000,480000,765000,Low,False,0,87.0,59.5,Hire,2
OFF000000228,APP000001609,CAN00011470,JR00001080,2021-10-06,Accepted,2021-10-15,2021-11-26,,INR,389000,Annual,120000,0.4,CG000665,1.197,115000,290000,465000,High,True,41600,97.25,86.5,Strong Hire,4
OFF000000229,APP000001612,CAN00000575,JR00000998,2024-05-01,Accepted,2024-05-05,2024-06-19,,USD,431000,Annual,30000,0.25,CG001627,1.156,195000,355000,520000,High,True,20500,65.0,55.0,Neutral,0
OFF000000230,APP000001614,CAN00016592,JR00000031,2023-12-16,Accepted,2023-12-26,2024-02-17,,EUR,103000,Annual,0,0.05,CG000966,1.108,60000,86000,110000,High,True,7600,60.5,84.5,Do Not Hire,2
OFF000000231,APP000001617,CAN00020222,JR00000603,2023-05-23,Accepted,2023-05-27,2023-08-01,,ZAR,11400,Annual,2500,0.0,CG001189,1.144,8000,10000,13000,Low,False,0,95.33,45.67,Hire,3
OFF000000232,APP000001623,CAN00008199,JR00001859,2024-05-22,Accepted,2024-05-26,2024-08-08,,USD,807000,Annual,25000,0.4,CG001700,1.048,310000,770000,1235000,Medium,False,0,59.5,75.5,Neutral,2
OFF000000233,APP000001627,CAN00024316,JR00002032,2026-02-15,Accepted,2026-03-03,2026-05-11,,CAD,1190000,Annual,120000,0.5,CG000387,1.157,395000,980000,1570000,High,True,56700,80.33,77.33,Hire,3
OFF000000234,APP000001635,CAN00022129,JR00001327,2025-09-07,Accepted,2025-09-21,2025-11-14,,EUR,741000,Annual,25000,0.4,CG000485,1.14,260000,650000,1040000,Medium,False,0,97.33,68.0,Strong Hire,3
OFF000000235,APP000001641,CAN00010643,JR00001107,2023-10-11,Accepted,2023-10-21,2023-12-26,,EUR,121000,Annual,2500,0.08,CG001075,1.15,72000,105000,135000,Medium,False,0,100.0,75.0,Strong Hire,2
OFF000000236,APP000001645,CAN00013853,JR00001404,2025-04-04,Accepted,2025-04-12,2025-05-24,,AUD,732000,Annual,100000,0.4,CG000098,1.093,270000,670000,1075000,Medium,False,0,78.5,71.0,Hire,2
OFF000000237,APP000001657,CAN00004630,JR00001204,2023-01-03,Accepted,2023-01-06,2023-02-08,,AUD,31700,Annual,0,0.0,CG000046,1.093,22000,29000,36000,Medium,False,0,65.0,55.0,Neutral,0
OFF000000238,APP000001661,CAN00004297,JR00001728,2025-06-25,Declined,2025-06-29,,Compensation Expectations,AUD,30400,Annual,0,0.0,CG000046,1.049,22000,29000,36000,Low,False,0,55.0,60.0,Do Not Hire,1
