succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00000239,SP000001,W00001723,Ready 1-2 Years,Medium,Medium,Exceptional,2,Global Mobility,Global,2026-01-18,True
SC00000240,SP000006,W00004576,Ready < 1 Year,Medium,Medium,High,2,Global Mobility,Regional,2025-11-14,True
SC00000241,SP000008,W00004576,Ready < 1 Year,Medium,Medium,High,2,Executive Presence,Global,2026-03-02,True
SC00000242,SP000001,W00004124,Ready 1-2 Years,Medium,High,Solid,3,Global Mobility,Local,2026-01-25,True
SC00000243,SP000004,W00001254,Ready < 1 Year,Medium,High,High,1,GenAI Fluency,Regional,2025-12-15,True
SC00000244,SP000005,W00002435,Ready 3+ Years,Low,High,Solid,1,Strategic Thinking,Regional,2026-02-24,True
SC00000245,SP000005,W00004925,Ready 1-2 Years,Low,Medium,Exceptional,4,Strategic Thinking,Local,2026-01-31,True
SC00000246,SP000007,W00004925,Ready 1-2 Years,Low,Medium,Exceptional,4,Strategic Thinking,Local,2025-12-10,True
SC00000247,SP000002,W00000310,Ready 3+ Years,Medium,Medium,Exceptional,5,Global Mobility,Local,2025-11-26,True
SC00000248,SP000005,W00002308,Ready 1-2 Years,Medium,High,High,5,People Leadership,Remote-first,2026-01-06,True
SC00000249,SP000007,W00002308,Ready 1-2 Years,Medium,High,High,1,Global Mobility,Remote-first,2026-03-15,True
SC00000250,SP000002,W00002328,Ready 3+ Years,Low,High,Solid,4,People Leadership,Local,2025-11-08,True
SC00000251,SP000006,W00001989,Ready < 1 Year,Medium,Medium,High,2,Global Mobility,Local,2026-01-20,True
SC00000252,SP000005,W00001951,Ready 1-2 Years,Low,Low,Exceptional,2,People Leadership,Regional,2025-11-28,True
SC00000253,SP000001,W00004618,Ready Now,Medium,Low,Exceptional,1,Strategic Thinking,Regional,2026-02-10,True
SC00000254,SP000007,W00004618,Ready Now,Medium,Low,Exceptional,3,GenAI Fluency,Local,2025-10-18,True
SC00000255,SP000005,W00003998,Ready Now,High,High,Exceptional,5,GenAI Fluency,Regional,2025-10-08,True
SC00000256,SP000001,W00000895,Ready 1-2 Years,Medium,High,High,1,Global Mobility,Local,2025-12-17,True
SC00000257,SP000005,W00001934,Ready < 1 Year,Medium,Exceptional,Exceptional,4,Global Mobility,Local,2025-12-16,True
SC00000258,SP000007,W00001934,Ready < 1 Year,Medium,Exceptional,Exceptional,3,Financial Acumen,Local,2025-10-12,True
SC00000259,SP000002,W00001081,Ready < 1 Year,Medium,Exceptional,Solid,2,Global Mobility,Remote-first,2026-02-11,True
SC00000260,SP000006,W00003012,Ready 1-2 Years,Medium,Medium,High,4,Global Mobility,Global,2026-03-05,True
SC00000261,SP000002,W00001097,Ready 1-2 Years,Medium,Medium,Exceptional,4,Financial Acumen,Regional,2025-12-26,True
SC00000262,SP000002,W00004322,Ready Now,High,High,Exceptional,3,GenAI Fluency,Global,2026-02-27,True
SC00000263,SP000005,W00003529,Ready 1-2 Years,High,Exceptional,High,5,Executive Presence,Remote-first,2026-02-15,True
SC00000264,SP000001,W00001023,Ready < 1 Year,Low,Medium,Exceptional,5,Global Mobility,Remote-first,2025-10-31,True
SC00000265,SP000002,W00000190,Ready Now,Medium,Exceptional,High,2,GenAI Fluency,Local,2025-12-20,True
SC00000266,SP000006,W00000419,Ready Now,Medium,High,High,1,Executive Presence,Global,2025-10-17,True
SC00000267,SP000001,W00002497,Ready 1-2 Years,Medium,High,High,2,Financial Acumen,Local,2025-11-06,True
SC00000268,SP000004,W00000666,Ready 1-2 Years,Low,Medium,High,3,Financial Acumen,Local,2025-12-24,True
SC00000269,SP000006,W00002033,Ready < 1 Year,Medium,High,High,2,Strategic Thinking,Remote-first,2025-10-31,True
SC00000270,SP000001,W00001056,Ready 1-2 Years,Medium,Medium,High,5,Executive Presence,Global,2026-03-01,True
SC00000271,SP000007,W00001056,Ready 1-2 Years,Medium,Medium,High,3,Strategic Thinking,Regional,2026-01-29,True
SC00000272,SP000001,W00004843,Ready < 1 Year,High,Exceptional,High,5,Financial Acumen,Global,2026-02-26,True
SC00000273,SP000001,W00000081,Ready < 1 Year,Medium,High,Solid,3,GenAI Fluency,Remote-first,2026-02-15,True
SC00000274,SP000001,W00002216,Ready Now,High,High,Exceptional,1,People Leadership,Regional,2025-11-11,True
SC00000275,SP000001,W00003853,Ready 3+ Years,Low,Low,High,5,Global Mobility,Global,2025-12-03,True
SC00000276,SP000005,W00003212,Ready Now,Low,Medium,High,2,GenAI Fluency,Regional,2025-10-28,True
SC00000277,SP000002,W00003323,Ready 3+ Years,,,,4,Financial Acumen,Local,2025-12-15,True
SC00000278,SP000001,W00000784,Ready Now,Low,Medium,High,1,Financial Acumen,Local,2025-11-02,True
SC00000279,SP000004,W00004089,Ready 3+ Years,Low,Low,High,1,Financial Acumen,Global,2026-03-20,True
SC00000280,SP000002,W00001770,Ready < 1 Year,Medium,Exceptional,High,2,Executive Presence,Regional,2025-11-26,True
SC00000281,SP000008,W00001770,Ready < 1 Year,Medium,Exceptional,High,2,Executive Presence,Global,2025-11-20,True
SC00000282,SP000005,W00001240,Ready < 1 Year,Medium,Exceptional,Exceptional,5,Executive Presence,Local,2026-01-06,True
SC00000283,SP000002,W00001348,Ready 1-2 Years,Low,Low,High,4,Executive Presence,Remote-first,2025-11-29,True
SC00000284,SP000001,W00003281,Ready < 1 Year,Low,Medium,High,4,GenAI Fluency,Regional,2025-12-15,True
SC00000285,SP000001,W00004438,Ready 1-2 Years,Medium,Medium,Exceptional,2,Global Mobility,Global,2025-10-08,True
SC00000286,SP000001,W00003429,Ready < 1 Year,Medium,Medium,High,2,Financial Acumen,Regional,2026-01-27,True
SC00000287,SP000003,W00002013,Ready < 1 Year,Medium,Medium,High,5,Financial Acumen,Local,2026-02-06,True
SC00000288,SP000002,W00000404,Ready < 1 Year,Medium,High,Exceptional,2,Global Mobility,Local,2025-12-06,True
SC00000289,SP000002,W00003190,Ready 1-2 Years,Medium,Low,Exceptional,4,Executive Presence,Global,2025-12-19,True
SC00000290,SP000002,W00004121,Ready 1-2 Years,Low,Medium,Exceptional,1,Global Mobility,Local,2026-02-01,True
SC00000291,SP000003,W00002391,Ready Now,Medium,High,High,5,Executive Presence,Regional,2025-11-16,True
SC00000292,SP000004,W00003812,Ready 3+ Years,Medium,High,Solid,3,Executive Presence,Local,2025-10-21,True
SC00000293,SP000001,W00004308,Ready < 1 Year,Medium,High,Exceptional,5,Executive Presence,Local,2026-03-23,True
SC00000294,SP000004,W00002262,Ready Now,Medium,Exceptional,High,3,People Leadership,Regional,2026-02-07,True
SC00000295,SP000004,W00004519,Ready Now,Medium,Exceptional,High,1,Global Mobility,Remote-first,2025-12-16,True
SC00000296,SP000009,W00004519,Ready Now,Medium,Exceptional,High,2,Global Mobility,Regional,2026-01-29,True
SC00000297,SP000002,W00004602,Ready 1-2 Years,Low,High,Solid,3,GenAI Fluency,Regional,2025-11-26,True
SC00000298,SP000001,W00003172,Ready 3+ Years,Low,High,Solid,1,GenAI Fluency,Global,2026-02-25,True
SC00000299,SP000001,W00004283,Ready 1-2 Years,Medium,Medium,High,3,Executive Presence,Remote-first,2026-02-25,True
SC00000300,SP000001,W00001786,Ready Now,High,Exceptional,Exceptional,3,Executive Presence,Remote-first,2025-12-26,True
SC00000301,SP000001,W00002577,Ready 1-2 Years,Medium,Medium,High,2,People Leadership,Regional,2026-01-03,True
SC00000302,SP000005,W00003544,Ready 3+ Years,Medium,Medium,High,4,Global Mobility,Local,2026-03-07,True
SC00000303,SP000005,W00000415,Ready 1-2 Years,Medium,Medium,Exceptional,5,Strategic Thinking,Global,2026-01-06,True
SC00000304,SP000005,W00004893,Ready Now,Medium,High,Exceptional,1,GenAI Fluency,Regional,2026-01-15,True
SC00000305,SP000003,W00002729,Ready 3+ Years,Low,Medium,Exceptional,1,People Leadership,Regional,2025-12-02,True
SC00000306,SP000004,W00002275,Ready Now,Medium,High,High,5,Strategic Thinking,Local,2025-11-28,True
SC00000307,SP000008,W00002275,Ready Now,Medium,High,High,4,Strategic Thinking,Local,2026-03-10,True
SC00000308,SP000002,W00001449,Ready < 1 Year,Low,High,Solid,1,Executive Presence,Remote-first,2025-12-17,True
SC00000309,SP000002,W00001976,Ready 1-2 Years,High,High,High,5,Executive Presence,Remote-first,2026-01-16,True
SC00000310,SP000002,W00000855,Ready 3+ Years,Medium,Low,High,2,Strategic Thinking,Local,2025-10-24,True
SC00000311,SP000009,W00000855,Ready 3+ Years,Medium,Low,High,4,Global Mobility,Local,2025-12-02,True
SC00000312,SP000001,W00000872,Ready Now,Low,Low,Solid,1,Executive Presence,Remote-first,2026-01-13,True
SC00000313,SP000008,W00000872,Ready Now,Low,Low,Solid,1,GenAI Fluency,Local,2025-11-05,True
SC00000314,SP000005,W00001758,Ready < 1 Year,Medium,High,Exceptional,4,People Leadership,Global,2025-12-07,True
SC00000315,SP000007,W00001758,Ready < 1 Year,Medium,High,Exceptional,1,Executive Presence,Local,2026-01-14,True
SC00000316,SP000002,W00003497,Ready Now,Medium,High,High,1,People Leadership,Remote-first,2025-12-25,True
SC00000317,SP000008,W00003497,Ready Now,Medium,High,High,5,Financial Acumen,Local,2025-12-17,True
SC00000318,SP000004,W00004404,Ready 1-2 Years,Low,Medium,Exceptional,2,GenAI Fluency,Regional,2025-10-18,True
SC00000319,SP000004,W00003668,Ready 1-2 Years,Low,Medium,High,2,Strategic Thinking,Remote-first,2025-12-04,True
SC00000320,SP000004,W00002756,Ready 1-2 Years,Medium,Medium,High,2,Executive Presence,Local,2025-12-30,True
SC00000321,SP000002,W00002120,Ready < 1 Year,Medium,Low,Exceptional,1,Global Mobility,Remote-first,2025-11-01,True
SC00000322,SP000001,W00002023,Ready 3+ Years,Medium,Medium,High,1,Financial Acumen,Regional,2025-11-15,True
SC00000323,SP000006,W00000778,Ready Now,Medium,Exceptional,Solid,1,Global Mobility,Local,2025-11-05,True
SC00000324,SP000005,W00002804,Ready 1-2 Years,Medium,High,Solid,5,People Leadership,Global,2026-01-27,True
SC00000325,SP000001,W00000702,Ready 3+ Years,Low,Medium,High,3,Strategic Thinking,Regional,2025-12-04,True
SC00000326,SP000002,W00002132,Ready < 1 Year,Medium,High,Solid,4,Strategic Thinking,Global,2026-01-05,True
SC00000327,SP000008,W00002132,Ready < 1 Year,Medium,High,Solid,2,Global Mobility,Global,2025-12-20,True
SC00000328,SP000004,W00002591,Ready < 1 Year,Medium,Exceptional,High,1,Financial Acumen,Local,2025-11-17,True
SC00000329,SP000004,W00004260,Ready 1-2 Years,Medium,High,Solid,2,People Leadership,Global,2026-03-22,True
SC00000330,SP000004,W00004805,Ready 3+ Years,Low,High,Solid,3,Strategic Thinking,Local,2026-03-04,True
SC00000331,SP000001,W00002759,Ready 1-2 Years,Low,High,Solid,5,People Leadership,Global,2026-03-25,True
SC00000332,SP000006,W00001633,Ready < 1 Year,Medium,Exceptional,Exceptional,1,Executive Presence,Local,2026-02-21,True
SC00000333,SP000002,W00002361,Ready < 1 Year,High,Exceptional,Exceptional,4,GenAI Fluency,Regional,2025-12-11,True
SC00000334,SP000006,W00000507,Ready 1-2 Years,Medium,Medium,High,5,People Leadership,Regional,2025-12-19,True
SC00000335,SP000008,W00000507,Ready 1-2 Years,Medium,Medium,High,3,Global Mobility,Local,2025-12-22,True
SC00000336,SP000001,W00000165,Ready 1-2 Years,Medium,Exceptional,High,2,People Leadership,Remote-first,2026-01-07,True
SC00000337,SP000001,W00000487,Ready 3+ Years,Low,Medium,High,3,GenAI Fluency,Local,2025-11-02,True
SC00000338,SP000001,W00003948,Ready < 1 Year,High,High,Exceptional,4,Executive Presence,Local,2025-11-09,True
SC00000339,SP000001,W00003431,Ready < 1 Year,Medium,High,High,3,Financial Acumen,Local,2026-03-14,True
SC00000340,SP000005,W00004231,Ready Now,Medium,High,High,4,Strategic Thinking,Local,2026-03-15,True
SC00000341,SP000005,W00003488,Ready 3+ Years,Medium,Medium,High,4,People Leadership,Local,2026-01-03,True
SC00000342,SP000001,W00001000,Ready 1-2 Years,Medium,High,Solid,5,People Leadership,Local,2026-02-17,True
SC00000343,SP000001,W00001876,Ready < 1 Year,Low,High,Solid,3,Financial Acumen,Remote-first,2025-12-28,True
SC00000344,SP000006,W00003777,Ready 3+ Years,Low,High,Solid,4,People Leadership,Local,2026-03-31,True
SC00000345,SP000002,W00003461,Ready 1-2 Years,Medium,Exceptional,Exceptional,3,Financial Acumen,Global,2026-03-15,True
SC00000346,SP000006,W00003205,Ready 3+ Years,Medium,High,Solid,4,Executive Presence,Local,2026-01-01,True
SC00000347,SP000001,W00001257,Ready Now,High,Exceptional,High,3,Strategic Thinking,Local,2026-02-22,True
SC00000348,SP000001,W00004538,Ready < 1 Year,High,Exceptional,High,3,People Leadership,Local,2025-10-11,True
SC00000349,SP000008,W00004538,Ready < 1 Year,High,Exceptional,High,1,GenAI Fluency,Regional,2025-12-19,True
SC00000350,SP000006,W00001444,Ready 3+ Years,Medium,High,Solid,2,People Leadership,Regional,2025-12-26,True
SC00000351,SP000002,W00000798,Ready < 1 Year,Medium,Exceptional,High,1,GenAI Fluency,Local,2025-12-22,True
SC00000352,SP000005,W00004160,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Regional,2025-12-12,True
SC00000353,SP000001,W00004350,Ready < 1 Year,Low,Medium,High,2,Financial Acumen,Regional,2026-03-10,True
SC00000354,SP000007,W00004350,Ready < 1 Year,Low,Medium,High,5,Strategic Thinking,Local,2026-03-31,True
SC00000355,SP000005,W00000697,Ready 1-2 Years,Medium,High,Solid,4,Financial Acumen,Global,2026-03-29,True
SC00000356,SP000002,W00002628,Ready < 1 Year,High,Exceptional,Exceptional,5,Global Mobility,Regional,2026-02-05,True
SC00000357,SP000001,W00003273,Ready < 1 Year,Medium,High,Exceptional,5,Global Mobility,Local,2025-10-25,True
SC00000358,SP000002,W00000922,Ready < 1 Year,Medium,High,High,5,Financial Acumen,Global,2026-03-14,True
SC00000359,SP000008,W00000922,Ready < 1 Year,Medium,High,High,2,Global Mobility,Remote-first,2025-10-22,True
SC00000360,SP000001,W00003103,Ready 1-2 Years,Low,Medium,High,1,GenAI Fluency,Local,2025-10-17,True
SC00000361,SP000007,W00003103,Ready 1-2 Years,Low,Medium,High,4,Global Mobility,Local,2026-02-14,True
SC00000362,SP000005,W00000833,Ready < 1 Year,Medium,High,Exceptional,1,GenAI Fluency,Local,2026-02-05,True
SC00000363,SP000005,W00002060,Ready 3+ Years,Medium,Medium,High,1,Strategic Thinking,Global,2025-12-01,True
SC00000364,SP000008,W00002060,Ready 3+ Years,Medium,Medium,High,1,Strategic Thinking,Local,2026-02-02,True
SC00000365,SP000001,W00001937,Ready Now,Medium,High,Exceptional,1,GenAI Fluency,Remote-first,2025-11-09,True
SC00000366,SP000004,W00000050,Ready Now,High,Exceptional,High,3,Strategic Thinking,Remote-first,2026-02-03,True
SC00000367,SP000008,W00000050,Ready Now,High,Exceptional,High,1,People Leadership,Local,2026-02-18,True
SC00000368,SP000002,W00004884,Ready Now,Medium,High,High,1,People Leadership,Global,2026-01-06,True
SC00000369,SP000005,W00003178,Ready 3+ Years,Low,High,Solid,4,People Leadership,Global,2026-01-01,True
SC00000370,SP000002,W00002652,Ready 3+ Years,Low,Medium,High,2,Global Mobility,Global,2025-11-05,True
SC00000371,SP000006,W00002893,Ready 3+ Years,Medium,High,Solid,3,Financial Acumen,Global,2026-02-01,True
SC00000372,SP000008,W00002893,Ready 3+ Years,Medium,High,Solid,1,Financial Acumen,Remote-first,2025-12-24,True
SC00000373,SP000002,W00001237,Ready 1-2 Years,Low,High,Solid,2,People Leadership,Global,2025-11-21,True
SC00000374,SP000001,W00002831,Ready Now,Low,Medium,High,4,People Leadership,Global,2026-02-26,True
SC00000375,SP000001,W00004313,Ready 3+ Years,Low,High,Solid,4,Executive Presence,Remote-first,2026-02-24,True
SC00000376,SP000006,W00001718,Ready < 1 Year,Low,Medium,High,5,Global Mobility,Local,2026-01-15,True
SC00000377,SP000007,W00001718,Ready < 1 Year,Low,Medium,High,4,Global Mobility,Regional,2025-12-04,True
SC00000378,SP000002,W00001902,Ready 3+ Years,Medium,High,Solid,1,Global Mobility,Local,2026-03-15,True
SC00000379,SP000002,W00003515,Ready 1-2 Years,High,High,Exceptional,5,Strategic Thinking,Local,2025-10-12,True
SC00000380,SP000002,W00001076,Ready Now,Medium,High,Exceptional,3,Strategic Thinking,Regional,2025-12-20,True
SC00000381,SP000002,W00001013,Ready 3+ Years,Medium,Low,Exceptional,3,Strategic Thinking,Remote-first,2026-02-07,True
SC00000382,SP000002,W00000616,Ready 1-2 Years,Medium,Medium,High,2,Financial Acumen,Local,2026-02-18,True
SC00000383,SP000008,W00000616,Ready 1-2 Years,Medium,Medium,High,5,Executive Presence,Global,2026-01-03,True
SC00000384,SP000004,W00000455,Ready < 1 Year,Medium,Exceptional,High,2,People Leadership,Remote-first,2026-01-21,True
SC00000385,SP000006,W00000612,Ready 1-2 Years,Medium,Exceptional,High,4,Financial Acumen,Regional,2026-02-28,True
SC00000386,SP000001,W00000185,Ready 3+ Years,Medium,High,Low,5,Financial Acumen,Local,2025-10-04,True
SC00000387,SP000008,W00000185,Ready 3+ Years,Medium,High,Low,4,Strategic Thinking,Local,2026-03-17,True
SC00000388,SP000001,W00002952,Ready 3+ Years,Low,High,Solid,1,Global Mobility,Local,2025-11-17,True
SC00000389,SP000009,W00002952,Ready 3+ Years,Low,High,Solid,1,GenAI Fluency,Global,2026-01-02,True
SC00000390,SP000001,W00002974,Ready 3+ Years,Medium,Medium,High,1,Strategic Thinking,Global,2025-12-02,True
SC00000391,SP000007,W00002974,Ready 3+ Years,Medium,Medium,High,5,People Leadership,Regional,2026-03-09,True
SC00000392,SP000002,W00001528,Ready < 1 Year,Medium,High,Exceptional,5,GenAI Fluency,Local,2026-01-28,True
SC00000393,SP000004,W00004878,Ready 1-2 Years,Medium,High,High,5,Financial Acumen,Regional,2025-11-27,True
SC00000394,SP000006,W00001661,Ready 3+ Years,Medium,Medium,High,4,Global Mobility,Remote-first,2026-01-29,True
SC00000395,SP000001,W00000492,Ready 3+ Years,Medium,High,Solid,4,Financial Acumen,Local,2026-02-08,True
SC00000396,SP000009,W00000492,Ready 3+ Years,Medium,High,Solid,3,Global Mobility,Regional,2025-10-22,True
SC00000397,SP000004,W00003560,Ready < 1 Year,High,High,High,1,People Leadership,Local,2026-02-09,True
SC00000398,SP000006,W00002380,Ready Now,Medium,Exceptional,High,4,Strategic Thinking,Local,2025-11-09,True
SC00000399,SP000009,W00002380,Ready Now,Medium,Exceptional,High,3,Financial Acumen,Local,2026-03-16,True
SC00000400,SP000001,W00003773,Ready 1-2 Years,Low,High,Solid,1,Financial Acumen,Global,2025-11-06,True
SC00000401,SP000002,W00003866,Ready 3+ Years,Low,Medium,High,3,Financial Acumen,Local,2025-12-19,True
SC00000402,SP000001,W00001286,Ready 1-2 Years,Low,Medium,Exceptional,4,GenAI Fluency,Global,2026-01-01,True
SC00000403,SP000009,W00001286,Ready 1-2 Years,Low,Medium,Exceptional,1,GenAI Fluency,Regional,2025-12-25,True
SC00000404,SP000005,W00003724,Ready 1-2 Years,Medium,High,Low,5,GenAI Fluency,Local,2025-10-30,True
SC00000405,SP000006,W00002954,Ready 1-2 Years,Medium,Medium,High,1,Financial Acumen,Global,2025-11-16,True
SC00000406,SP000005,W00001146,Ready 1-2 Years,Low,Medium,Exceptional,4,Financial Acumen,Local,2026-01-26,True
SC00000407,SP000008,W00001146,Ready 1-2 Years,Low,Medium,Exceptional,1,Strategic Thinking,Regional,2025-11-11,True
SC00000408,SP000002,W00001733,Ready < 1 Year,Low,Low,High,2,Executive Presence,Local,2025-11-13,True
SC00000409,SP000005,W00003651,Ready 1-2 Years,Medium,High,Exceptional,2,Executive Presence,Regional,2025-12-07,True
SC00000410,SP000001,W00001753,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Local,2025-11-23,True
SC00000411,SP000002,W00002069,Ready 3+ Years,Low,Medium,High,1,GenAI Fluency,Local,2026-03-15,True
SC00000412,SP000002,W00001082,Ready < 1 Year,Medium,Medium,High,3,Strategic Thinking,Local,2026-01-09,True
SC00000413,SP000006,W00004468,Ready < 1 Year,Low,Medium,Solid,5,Global Mobility,Regional,2026-01-29,True
SC00000414,SP000002,W00002196,Ready < 1 Year,Medium,Exceptional,High,2,Executive Presence,Global,2026-02-10,True
SC00000415,SP000008,W00002196,Ready < 1 Year,Medium,Exceptional,High,3,People Leadership,Remote-first,2025-11-29,True
SC00000416,SP000001,W00001282,Ready 1-2 Years,High,Exceptional,High,2,Financial Acumen,Remote-first,2026-03-12,True
SC00000417,SP000007,W00001282,Ready 1-2 Years,High,Exceptional,High,2,Global Mobility,Regional,2025-11-20,True
SC00000418,SP000005,W00004366,Ready 1-2 Years,Medium,High,High,1,People Leadership,Local,2026-01-06,True
