absence_request_id,worker_id,absence_plan_id,absence_type,request_date,absence_start_date,absence_end_date,duration_days,approval_status,is_paid_leave
AR000000267,W00004458,AP00013,Personal Leave,2022-02-03,2022-02-25,2022-02-28,4,Approved,True
AR000000268,W00003772,AP00064,Parental Leave,2022-04-09,2022-05-27,2022-07-19,54,Approved,True
AR000000269,W00001212,AP00045,Bereavement Leave,2020-12-26,2021-02-20,2021-02-22,3,Cancelled,True
AR000000270,W00000964,AP00001,Vacation,2023-02-07,2023-04-04,2023-04-06,3,Approved,True
AR000000271,W00003223,AP00035,Bereavement Leave,2024-03-31,2024-05-10,2024-05-10,1,Approved,True
AR000000272,W00000629,AP00054,Parental Leave,2024-03-06,2024-03-23,2024-05-29,68,Approved,True
AR000000273,W00000026,AP00039,Parental Leave,2023-05-28,2023-06-06,2023-10-01,118,Approved,True
AR000000274,W00002550,AP00029,Parental Leave,2022-10-17,2022-11-16,2023-03-05,110,Approved,True
AR000000275,W00004041,AP00061,Vacation,2022-03-11,2022-04-12,2022-04-24,13,Approved,True
AR000000276,W00003920,AP00045,Bereavement Leave,2021-08-09,2021-08-27,2021-08-28,2,Approved,True
AR000000277,W00004600,AP00018,Personal Leave,2025-08-06,2025-10-02,2025-10-06,5,Approved,True
AR000000278,W00004654,AP00005,Bereavement Leave,2021-01-27,2021-03-07,2021-03-08,2,Approved,True
AR000000279,W00000363,AP00045,Bereavement Leave,2025-07-05,2025-08-30,2025-09-01,3,Approved,True
AR000000280,W00002069,AP00007,Sick Leave,2022-06-03,2022-06-04,2022-06-07,4,Pending,True
AR000000281,W00001346,AP00029,Parental Leave,2022-05-27,2022-06-05,2022-09-21,109,Approved,True
AR000000282,W00001104,AP00009,Parental Leave,2025-09-20,2025-10-27,2025-12-03,38,Denied,True
AR000000283,W00000435,AP00062,Sick Leave,2023-06-24,2023-07-04,2023-07-08,5,Approved,True
AR000000284,W00000421,AP00040,Bereavement Leave,2023-02-08,2023-03-28,2023-03-28,1,Approved,True
AR000000285,W00000873,AP00016,Vacation,2025-04-06,2025-05-15,2025-05-22,8,Pending,True
AR000000286,W00003055,AP00013,Personal Leave,2023-11-03,2023-11-21,2023-11-23,3,Pending,True
AR000000287,W00003644,AP00058,Personal Leave,2024-09-12,2024-11-05,2024-11-05,1,Approved,True
AR000000288,W00003319,AP00011,Vacation,2025-08-09,2025-09-11,2025-09-16,6,Approved,True
AR000000289,W00000697,AP00026,Vacation,2025-08-02,2025-08-24,2025-09-06,14,Approved,True
AR000000290,W00003363,AP00045,Bereavement Leave,2023-05-14,2023-06-28,2023-06-30,3,Approved,True
AR000000291,W00002915,AP00052,Sick Leave,2023-01-27,2023-03-09,2023-03-09,1,Pending,True
AR000000292,W00004990,AP00055,Bereavement Leave,2025-03-21,2025-03-23,2025-03-23,1,Approved,True
AR000000293,W00002470,AP00005,Bereavement Leave,2025-11-02,2025-11-29,2025-11-30,2,Approved,True
AR000000294,W00004391,AP00047,Sick Leave,2021-05-29,2021-07-11,2021-07-13,3,Approved,True
AR000000295,W00004702,AP00054,Parental Leave,2023-07-27,2023-08-25,2023-11-12,80,Denied,True
AR000000296,W00003256,AP00028,Personal Leave,2024-05-10,2024-06-18,2024-06-22,5,Denied,True
AR000000297,W00002001,AP00030,Bereavement Leave,2022-10-26,2022-10-29,2022-10-29,1,Approved,True
AR000000298,W00003080,AP00053,Personal Leave,2023-02-16,2023-02-28,2023-03-04,5,Approved,True
AR000000299,W00000512,AP00047,Sick Leave,2025-10-11,2025-10-30,2025-10-31,2,Cancelled,True
AR000000300,W00002201,AP00029,Parental Leave,2023-10-26,2023-11-13,2024-02-02,82,Approved,True
AR000000301,W00004524,AP00039,Parental Leave,2022-06-20,2022-07-31,2022-11-18,111,Approved,True
AR000000302,W00004175,AP00035,Bereavement Leave,2022-05-26,2022-07-19,2022-07-22,4,Denied,True
AR000000303,W00003967,AP00057,Sick Leave,2021-11-10,2021-11-15,2021-11-18,4,Approved,True
AR000000304,W00003769,AP00021,Vacation,2023-05-12,2023-06-27,2023-07-09,13,Approved,True
AR000000305,W00003242,AP00046,Vacation,2022-04-26,2022-06-19,2022-06-20,2,Approved,True
AR000000306,W00004850,AP00056,Vacation,2024-11-01,2024-11-10,2024-11-10,1,Approved,True
AR000000307,W00000802,AP00063,Personal Leave,2023-06-17,2023-08-15,2023-08-19,5,Approved,True
AR000000308,W00003069,AP00009,Parental Leave,2022-01-25,2022-02-22,2022-04-23,61,Cancelled,True
AR000000309,W00002890,AP00019,Parental Leave,2021-03-24,2021-04-25,2021-06-27,64,Approved,True
AR000000310,W00001605,AP00035,Bereavement Leave,2022-07-14,2022-07-27,2022-07-28,2,Approved,True
AR000000311,W00002279,AP00014,Parental Leave,2022-06-10,2022-08-09,2022-11-06,90,Approved,True
AR000000312,W00003999,AP00036,Vacation,2021-03-12,2021-05-04,2021-05-06,3,Approved,True
AR000000313,W00002308,AP00019,Parental Leave,2021-04-30,2021-05-25,2021-08-18,86,Pending,True
AR000000314,W00001528,AP00044,Parental Leave,2023-04-25,2023-05-14,2023-07-22,70,Approved,True
AR000000315,W00004718,AP00041,Vacation,2022-12-27,2023-01-27,2023-02-09,14,Approved,True
AR000000316,W00004600,AP00056,Vacation,2023-11-01,2023-11-25,2023-12-04,10,Approved,True
AR000000317,W00001858,AP00039,Parental Leave,2025-06-12,2025-07-30,2025-10-31,94,Denied,True
AR000000318,W00004479,AP00034,Parental Leave,2021-06-18,2021-08-02,2021-09-28,58,Approved,True
AR000000319,W00000871,AP00018,Personal Leave,2021-11-04,2021-12-04,2021-12-05,2,Approved,True
AR000000320,W00001972,AP00019,Parental Leave,2024-04-16,2024-04-20,2024-08-02,105,Denied,True
AR000000321,W00003533,AP00051,Vacation,2025-05-20,2025-05-26,2025-05-28,3,Approved,True
AR000000322,W00002463,AP00018,Personal Leave,2021-06-30,2021-08-04,2021-08-07,4,Approved,True
AR000000323,W00004908,AP00009,Parental Leave,2025-10-25,2025-12-06,2026-01-23,49,Approved,True
AR000000324,W00004300,AP00033,Personal Leave,2022-07-11,2022-07-15,2022-07-16,2,Approved,True
AR000000325,W00000753,AP00027,Sick Leave,2025-09-19,2025-10-03,2025-10-07,5,Approved,True
AR000000326,W00000826,AP00015,Bereavement Leave,2023-09-01,2023-09-18,2023-09-20,3,Approved,True
AR000000327,W00001880,AP00027,Sick Leave,2024-09-25,2024-11-16,2024-11-18,3,Approved,True
AR000000328,W00000421,AP00038,Personal Leave,2024-06-07,2024-07-13,2024-07-15,3,Approved,True
AR000000329,W00004941,AP00030,Bereavement Leave,2024-01-04,2024-02-28,2024-03-02,4,Approved,True
AR000000330,W00000986,AP00024,Parental Leave,2021-06-02,2021-07-02,2021-08-26,56,Denied,True
AR000000331,W00000825,AP00047,Sick Leave,2022-05-18,2022-06-20,2022-06-21,2,Approved,True
AR000000332,W00000744,AP00042,Sick Leave,2023-12-03,2024-01-26,2024-01-30,5,Approved,True
AR000000333,W00004728,AP00014,Parental Leave,2022-04-29,2022-05-23,2022-09-19,120,Denied,True
AR000000334,W00002653,AP00038,Personal Leave,2023-02-26,2023-03-23,2023-03-27,5,Approved,True
AR000000335,W00000981,AP00061,Vacation,2025-10-15,2025-10-19,2025-10-21,3,Pending,True
AR000000336,W00004133,AP00026,Vacation,2025-09-11,2025-10-21,2025-10-25,5,Approved,True
AR000000337,W00003415,AP00053,Personal Leave,2023-01-12,2023-02-16,2023-02-20,5,Approved,True
AR000000338,W00001984,AP00058,Personal Leave,2023-07-17,2023-08-12,2023-08-12,1,Approved,True
AR000000339,W00000586,AP00060,Bereavement Leave,2025-04-05,2025-06-02,2025-06-02,1,Approved,True
AR000000340,W00000453,AP00010,Bereavement Leave,2021-02-06,2021-02-25,2021-02-28,4,Approved,True
AR000000341,W00004692,AP00044,Parental Leave,2022-07-04,2022-08-29,2022-11-16,80,Approved,True
AR000000342,W00000726,AP00019,Parental Leave,2021-06-06,2021-07-09,2021-10-07,91,Approved,True
AR000000343,W00003562,AP00044,Parental Leave,2021-09-17,2021-09-19,2021-10-18,30,Approved,True
AR000000344,W00004045,AP00054,Parental Leave,2025-05-13,2025-05-16,2025-06-16,32,Approved,True
AR000000345,W00003959,AP00054,Parental Leave,2023-03-30,2023-04-11,2023-07-27,108,Approved,True
AR000000346,W00004642,AP00059,Parental Leave,2023-01-03,2023-01-22,2023-05-04,103,Approved,True
AR000000347,W00004733,AP00039,Parental Leave,2024-06-25,2024-06-27,2024-09-16,82,Approved,True
AR000000348,W00001335,AP00047,Sick Leave,2025-05-10,2025-07-01,2025-07-03,3,Approved,True
AR000000349,W00001049,AP00023,Personal Leave,2025-11-12,2025-11-28,2025-11-28,1,Approved,True
AR000000350,W00000307,AP00033,Personal Leave,2023-10-11,2023-10-16,2023-10-20,5,Cancelled,True
AR000000351,W00001534,AP00063,Personal Leave,2021-01-09,2021-03-07,2021-03-10,4,Approved,True
AR000000352,W00004906,AP00011,Vacation,2024-08-23,2024-10-20,2024-10-20,1,Approved,True
AR000000353,W00002148,AP00034,Parental Leave,2023-08-20,2023-10-07,2024-01-03,89,Cancelled,True
AR000000354,W00002857,AP00037,Sick Leave,2022-07-18,2022-09-03,2022-09-05,3,Denied,True
AR000000355,W00001154,AP00052,Sick Leave,2023-01-17,2023-03-17,2023-03-17,1,Approved,True
AR000000356,W00000595,AP00036,Vacation,2021-02-15,2021-02-18,2021-03-02,13,Approved,True
AR000000357,W00003271,AP00038,Personal Leave,2024-05-09,2024-05-25,2024-05-29,5,Cancelled,True
AR000000358,W00004825,AP00032,Sick Leave,2022-11-05,2022-12-18,2022-12-22,5,Approved,True
AR000000359,W00004454,AP00050,Bereavement Leave,2021-05-15,2021-06-22,2021-06-25,4,Approved,True
AR000000360,W00002026,AP00043,Personal Leave,2021-11-05,2021-12-03,2021-12-05,3,Approved,True
AR000000361,W00003345,AP00002,Sick Leave,2025-03-16,2025-03-20,2025-03-22,3,Approved,True
AR000000362,W00001443,AP00038,Personal Leave,2022-05-11,2022-07-09,2022-07-13,5,Approved,True
AR000000363,W00002522,AP00005,Bereavement Leave,2023-03-24,2023-04-22,2023-04-22,1,Pending,True
AR000000364,W00004813,AP00049,Parental Leave,2023-08-19,2023-08-27,2023-11-24,90,Approved,True
AR000000365,W00004241,AP00013,Personal Leave,2023-06-02,2023-06-06,2023-06-08,3,Approved,True
AR000000366,W00001712,AP00055,Bereavement Leave,2021-08-25,2021-10-20,2021-10-20,1,Approved,True
AR000000367,W00002401,AP00044,Parental Leave,2022-02-03,2022-03-23,2022-05-08,47,Approved,True
AR000000368,W00004354,AP00033,Personal Leave,2022-02-28,2022-04-15,2022-04-15,1,Approved,True
AR000000369,W00002777,AP00054,Parental Leave,2021-11-20,2021-12-03,2022-02-05,65,Approved,True
AR000000370,W00002598,AP00065,Bereavement Leave,2024-01-17,2024-02-17,2024-02-21,5,Approved,True
AR000000371,W00000218,AP00055,Bereavement Leave,2021-07-10,2021-09-02,2021-09-06,5,Pending,True
AR000000372,W00002068,AP00002,Sick Leave,2021-04-04,2021-05-23,2021-05-24,2,Approved,True
AR000000373,W00001519,AP00063,Personal Leave,2023-07-04,2023-08-29,2023-08-31,3,Pending,True
AR000000374,W00003235,AP00032,Sick Leave,2022-11-16,2022-11-17,2022-11-18,2,Approved,True
AR000000375,W00000339,AP00047,Sick Leave,2021-01-28,2021-02-15,2021-02-18,4,Approved,True
AR000000376,W00003322,AP00050,Bereavement Leave,2025-06-04,2025-06-26,2025-06-29,4,Pending,True
AR000000377,W00004518,AP00034,Parental Leave,2024-05-17,2024-06-19,2024-07-22,34,Approved,True
AR000000378,W00000031,AP00034,Parental Leave,2023-01-10,2023-01-17,2023-05-14,118,Approved,True
AR000000379,W00002624,AP00031,Vacation,2022-01-30,2022-03-03,2022-03-07,5,Pending,True
AR000000380,W00003470,AP00028,Personal Leave,2024-12-04,2024-12-12,2024-12-14,3,Denied,True
AR000000381,W00000391,AP00063,Personal Leave,2021-01-30,2021-02-12,2021-02-12,1,Approved,True
AR000000382,W00001263,AP00006,Vacation,2022-12-22,2023-01-22,2023-02-02,12,Approved,True
AR000000383,W00000071,AP00065,Bereavement Leave,2023-02-09,2023-04-04,2023-04-04,1,Approved,True
AR000000384,W00002112,AP00004,Parental Leave,2020-12-21,2021-01-06,2021-03-03,57,Approved,True
AR000000385,W00000385,AP00013,Personal Leave,2022-09-14,2022-10-27,2022-10-31,5,Approved,True
AR000000386,W00001134,AP00049,Parental Leave,2021-02-03,2021-02-16,2021-04-28,72,Approved,True
AR000000387,W00000966,AP00035,Bereavement Leave,2021-01-23,2021-03-01,2021-03-03,3,Approved,True
AR000000388,W00004933,AP00061,Vacation,2025-03-11,2025-04-24,2025-04-30,7,Approved,True
AR000000389,W00003434,AP00005,Bereavement Leave,2022-09-02,2022-09-24,2022-09-28,5,Approved,True
AR000000390,W00000540,AP00019,Parental Leave,2025-06-25,2025-08-11,2025-10-26,77,Approved,True
AR000000391,W00002237,AP00038,Personal Leave,2024-04-30,2024-06-09,2024-06-09,1,Approved,True
AR000000392,W00004494,AP00004,Parental Leave,2020-12-25,2021-01-07,2021-03-15,68,Approved,True
AR000000393,W00001087,AP00053,Personal Leave,2021-09-24,2021-11-09,2021-11-12,4,Approved,True
AR000000394,W00001543,AP00011,Vacation,2023-08-26,2023-10-20,2023-10-29,10,Approved,True
AR000000395,W00002454,AP00049,Parental Leave,2024-11-18,2025-01-16,2025-03-08,52,Approved,True
AR000000396,W00003708,AP00031,Vacation,2021-09-21,2021-09-24,2021-10-01,8,Approved,True
AR000000397,W00002555,AP00061,Vacation,2021-01-31,2021-03-25,2021-03-30,6,Approved,True
AR000000398,W00004270,AP00031,Vacation,2022-01-08,2022-01-31,2022-02-05,6,Approved,True
AR000000399,W00004305,AP00032,Sick Leave,2023-01-30,2023-02-12,2023-02-13,2,Approved,True
AR000000400,W00003597,AP00023,Personal Leave,2024-04-24,2024-06-13,2024-06-15,3,Approved,True
AR000000401,W00000665,AP00064,Parental Leave,2020-12-08,2021-01-30,2021-04-23,84,Approved,True
AR000000402,W00000810,AP00020,Bereavement Leave,2021-07-13,2021-08-25,2021-08-27,3,Approved,True
AR000000403,W00002631,AP00003,Personal Leave,2025-02-26,2025-03-16,2025-03-17,2,Approved,True
AR000000404,W00001395,AP00012,Sick Leave,2023-03-01,2023-03-07,2023-03-08,2,Approved,True
AR000000405,W00000131,AP00026,Vacation,2024-12-11,2025-01-17,2025-01-31,15,Approved,True
AR000000406,W00000890,AP00009,Parental Leave,2022-01-26,2022-02-13,2022-04-08,55,Approved,True
AR000000407,W00002593,AP00056,Vacation,2025-10-11,2025-11-18,2025-11-25,8,Approved,True
AR000000408,W00002964,AP00058,Personal Leave,2022-11-11,2022-12-10,2022-12-14,5,Approved,True
AR000000409,W00004696,AP00044,Parental Leave,2022-07-24,2022-09-03,2022-12-05,94,Approved,True
AR000000410,W00002694,AP00056,Vacation,2024-11-01,2024-11-04,2024-11-14,11,Denied,True
AR000000411,W00000216,AP00043,Personal Leave,2024-11-20,2024-12-25,2024-12-27,3,Approved,True
AR000000412,W00000373,AP00027,Sick Leave,2025-07-26,2025-08-20,2025-08-24,5,Approved,True
AR000000413,W00003195,AP00004,Parental Leave,2022-07-12,2022-08-30,2022-12-07,100,Approved,True
AR000000414,W00003647,AP00013,Personal Leave,2025-09-09,2025-10-02,2025-10-05,4,Approved,True
AR000000415,W00000600,AP00058,Personal Leave,2022-06-11,2022-06-15,2022-06-17,3,Cancelled,True
AR000000416,W00000890,AP00033,Personal Leave,2023-10-21,2023-12-03,2023-12-03,1,Approved,True
AR000000417,W00004935,AP00057,Sick Leave,2024-10-30,2024-11-15,2024-11-16,2,Approved,True
AR000000418,W00000310,AP00048,Personal Leave,2022-02-17,2022-03-07,2022-03-08,2,Approved,True
AR000000419,W00003947,AP00014,Parental Leave,2023-03-13,2023-04-17,2023-07-13,88,Approved,True
AR000000420,W00002022,AP00031,Vacation,2023-06-14,2023-07-19,2023-07-19,1,Approved,True
AR000000421,W00000646,AP00036,Vacation,2023-11-03,2023-11-27,2023-11-29,3,Pending,True
AR000000422,W00003876,AP00009,Parental Leave,2025-07-01,2025-08-25,2025-10-30,67,Approved,True
AR000000423,W00003004,AP00047,Sick Leave,2023-06-04,2023-06-15,2023-06-17,3,Approved,True
AR000000424,W00000876,AP00003,Personal Leave,2022-07-31,2022-09-02,2022-09-05,4,Approved,True
AR000000425,W00000197,AP00037,Sick Leave,2023-12-15,2023-12-30,2023-12-31,2,Approved,True
AR000000426,W00003174,AP00040,Bereavement Leave,2021-04-20,2021-05-25,2021-05-26,2,Denied,True
AR000000427,W00000442,AP00039,Parental Leave,2023-06-12,2023-07-14,2023-09-04,53,Approved,True
AR000000428,W00004754,AP00022,Sick Leave,2020-12-14,2021-01-09,2021-01-13,5,Approved,True
AR000000429,W00003073,AP00062,Sick Leave,2022-11-02,2022-11-17,2022-11-20,4,Approved,True
AR000000430,W00002480,AP00024,Parental Leave,2022-04-29,2022-05-01,2022-06-21,52,Approved,True
AR000000431,W00001662,AP00002,Sick Leave,2022-06-01,2022-06-12,2022-06-15,4,Approved,True
AR000000432,W00004159,AP00036,Vacation,2021-03-14,2021-03-19,2021-03-28,10,Approved,True
AR000000433,W00001779,AP00046,Vacation,2022-12-09,2022-12-21,2023-01-03,14,Pending,True
AR000000434,W00002564,AP00063,Personal Leave,2025-02-24,2025-04-01,2025-04-02,2,Approved,True
AR000000435,W00000241,AP00062,Sick Leave,2024-09-23,2024-11-17,2024-11-21,5,Pending,True
AR000000436,W00002386,AP00004,Parental Leave,2022-10-18,2022-12-02,2023-03-27,116,Pending,True
AR000000437,W00004085,AP00002,Sick Leave,2023-11-09,2023-11-11,2023-11-15,5,Approved,True
AR000000438,W00001552,AP00042,Sick Leave,2021-06-23,2021-07-13,2021-07-14,2,Cancelled,True
AR000000439,W00000572,AP00006,Vacation,2023-06-23,2023-07-28,2023-08-08,12,Approved,True
AR000000440,W00001384,AP00054,Parental Leave,2025-07-09,2025-07-11,2025-10-04,86,Approved,True
AR000000441,W00002332,AP00028,Personal Leave,2024-01-29,2024-03-17,2024-03-19,3,Approved,True
AR000000442,W00001308,AP00001,Vacation,2023-06-28,2023-08-14,2023-08-23,10,Pending,True
AR000000443,W00004020,AP00022,Sick Leave,2025-10-27,2025-11-01,2025-11-03,3,Approved,True
AR000000444,W00002391,AP00017,Sick Leave,2021-02-15,2021-03-14,2021-03-17,4,Approved,True
AR000000445,W00004484,AP00057,Sick Leave,2024-02-13,2024-04-11,2024-04-15,5,Approved,True
AR000000446,W00003559,AP00046,Vacation,2024-01-11,2024-03-04,2024-03-17,14,Approved,True
AR000000447,W00000473,AP00057,Sick Leave,2020-11-24,2021-01-12,2021-01-16,5,Denied,True
AR000000448,W00002777,AP00065,Bereavement Leave,2023-11-29,2024-01-07,2024-01-09,3,Cancelled,True
AR000000449,W00000287,AP00017,Sick Leave,2023-04-07,2023-04-19,2023-04-19,1,Denied,True
AR000000450,W00004899,AP00004,Parental Leave,2025-04-26,2025-06-23,2025-10-03,103,Pending,True
AR000000451,W00003367,AP00058,Personal Leave,2024-11-10,2024-12-27,2024-12-31,5,Approved,True
AR000000452,W00004264,AP00044,Parental Leave,2021-10-10,2021-10-29,2022-01-04,68,Approved,True
AR000000453,W00003153,AP00033,Personal Leave,2021-09-01,2021-10-30,2021-11-01,3,Approved,True
AR000000454,W00003124,AP00060,Bereavement Leave,2023-07-11,2023-09-03,2023-09-05,3,Approved,True
AR000000455,W00002393,AP00007,Sick Leave,2022-10-25,2022-12-14,2022-12-15,2,Approved,True
AR000000456,W00000585,AP00055,Bereavement Leave,2021-06-26,2021-07-06,2021-07-07,2,Approved,True
AR000000457,W00001831,AP00043,Personal Leave,2025-10-25,2025-11-25,2025-11-28,4,Approved,True
AR000000458,W00004195,AP00030,Bereavement Leave,2025-09-01,2025-09-29,2025-09-29,1,Pending,True
AR000000459,W00002836,AP00018,Personal Leave,2021-03-20,2021-03-21,2021-03-21,1,Approved,True
AR000000460,W00002564,AP00045,Bereavement Leave,2025-10-13,2025-10-20,2025-10-20,1,Approved,True
AR000000461,W00000498,AP00037,Sick Leave,2022-12-04,2023-01-24,2023-01-27,4,Approved,True
AR000000462,W00001068,AP00062,Sick Leave,2021-03-27,2021-04-01,2021-04-01,1,Approved,True
AR000000463,W00001985,AP00065,Bereavement Leave,2022-02-09,2022-02-20,2022-02-22,3,Cancelled,True
AR000000464,W00001498,AP00035,Bereavement Leave,2022-12-05,2023-01-26,2023-01-26,1,Approved,True
AR000000465,W00000875,AP00027,Sick Leave,2024-09-24,2024-11-04,2024-11-04,1,Approved,True
AR000000466,W00001946,AP00042,Sick Leave,2024-12-22,2025-01-19,2025-01-20,2,Approved,True
AR000000467,W00004172,AP00027,Sick Leave,2023-03-15,2023-05-10,2023-05-10,1,Approved,True
AR000000468,W00001638,AP00061,Vacation,2023-08-21,2023-09-19,2023-09-20,2,Approved,True
AR000000469,W00004999,AP00023,Personal Leave,2023-08-02,2023-08-10,2023-08-11,2,Pending,True
AR000000470,W00004873,AP00061,Vacation,2023-12-24,2024-01-31,2024-02-04,5,Approved,True
AR000000471,W00002090,AP00029,Parental Leave,2022-04-10,2022-05-12,2022-09-05,117,Approved,True
AR000000472,W00003145,AP00021,Vacation,2023-11-02,2023-12-19,2023-12-26,8,Approved,True
AR000000473,W00000847,AP00011,Vacation,2025-11-07,2025-12-09,2025-12-18,10,Approved,True
AR000000474,W00000957,AP00021,Vacation,2025-03-11,2025-04-20,2025-04-27,8,Pending,True
AR000000475,W00002882,AP00043,Personal Leave,2021-10-06,2021-11-26,2021-11-30,5,Approved,True
AR000000476,W00001932,AP00034,Parental Leave,2023-12-03,2023-12-09,2024-02-18,72,Approved,True
AR000000477,W00001942,AP00025,Bereavement Leave,2025-03-12,2025-03-17,2025-03-19,3,Approved,True
AR000000478,W00003670,AP00059,Parental Leave,2023-05-21,2023-06-04,2023-09-25,114,Pending,True
AR000000479,W00003828,AP00048,Personal Leave,2023-07-25,2023-08-25,2023-08-28,4,Approved,True
AR000000480,W00002729,AP00041,Vacation,2021-06-16,2021-07-14,2021-07-16,3,Approved,True
AR000000481,W00002816,AP00054,Parental Leave,2022-09-29,2022-10-27,2023-01-23,89,Approved,True
AR000000482,W00000133,AP00063,Personal Leave,2022-04-09,2022-04-24,2022-04-26,3,Approved,True
AR000000483,W00000227,AP00065,Bereavement Leave,2023-08-27,2023-10-23,2023-10-25,3,Cancelled,True
AR000000484,W00002129,AP00025,Bereavement Leave,2024-03-28,2024-04-05,2024-04-08,4,Approved,True
