assessment_id,worker_id,skill_id,assessment_date,assessor_type,previous_level,current_level,assessment_method
SA000000395,W00000056,SK00002,2024-09-17,Self,1,2,Project Evidence
SA000000393,W00000056,SK00002,2024-12-10,System,2,2,Course Assessment
SA000000394,W00000056,SK00002,2025-01-02,System,2,2,Course Assessment
SA000000396,W00000056,SK00005,2026-01-09,System,4,5,Certification Exam
SA000000397,W00000056,SK00005,2026-04-28,System,5,5,Course Assessment
SA000000388,W00000056,SK00008,2026-05-19,System,4,4,Course Assessment
SA000000398,W00000056,SK00009,2025-09-11,Self,3,4,Self Review
SA000000391,W00000056,SK00016,2025-01-31,Self,5,5,Self Review
SA000000392,W00000056,SK00016,2025-09-10,System,5,5,Course Assessment
SA000000387,W00000056,SK00017,2025-02-12,Self,3,3,Project Evidence
SA000000390,W00000056,SK00023,2025-07-08,Manager,4,4,Manager Review
SA000000389,W00000056,SK00023,2025-08-30,System,4,4,Course Assessment
SA000000386,W00000056,SK00024,2025-08-08,System,3,3,Course Assessment
SA000000400,W00000057,SK00026,2024-12-06,System,3,3,Course Assessment
SA000000399,W00000057,SK00026,2025-09-17,System,3,3,Course Assessment
SA000000401,W00000057,SK00027,2024-08-06,Manager,2,2,Manager Review
SA000000402,W00000057,SK00028,2025-03-19,Manager,2,3,Manager Review
SA000000403,W00000057,SK00033,2025-03-24,Manager,3,3,Manager Review
SA000000404,W00000057,SK00033,2025-05-05,Manager,3,3,Manager Review
SA000000411,W00000058,SK00020,2026-03-12,Manager,5,5,Manager Review
SA000000405,W00000058,SK00026,2026-03-24,Self,3,3,Self Review
SA000000409,W00000058,SK00027,2025-04-16,Self,2,2,Self Review
SA000000410,W00000058,SK00028,2025-10-28,Manager,1,1,Manager Review
SA000000406,W00000058,SK00029,2024-08-16,System,3,3,Certification Exam
SA000000407,W00000058,SK00029,2025-01-20,System,3,3,Course Assessment
SA000000408,W00000058,SK00039,2024-11-14,Manager,3,3,Manager Review
SA000000421,W00000059,SK00005,2024-10-27,Self,3,4,Self Review
SA000000422,W00000059,SK00009,2025-09-08,System,4,4,Certification Exam
SA000000414,W00000059,SK00024,2025-08-03,System,3,3,Course Assessment
SA000000417,W00000059,SK00026,2025-01-06,Manager,2,2,Manager Review
SA000000415,W00000059,SK00026,2026-02-04,Manager,2,2,Manager Review
SA000000416,W00000059,SK00026,2026-04-28,Self,2,2,Project Evidence
SA000000419,W00000059,SK00028,2026-06-16,Self,3,3,Project Evidence
SA000000418,W00000059,SK00029,2024-10-21,Self,4,5,Self Review
SA000000412,W00000059,SK00034,2026-03-11,System,2,2,Certification Exam
SA000000413,W00000059,SK00034,2026-04-08,Self,1,2,Self Review
SA000000420,W00000059,SK00037,2024-12-31,Self,3,4,Self Review
SA000000429,W00000060,SK00002,2024-11-07,Self,4,4,Self Review
SA000000430,W00000060,SK00005,2024-08-17,Self,2,2,Self Review
SA000000426,W00000060,SK00006,2025-02-18,Manager,3,3,Manager Review
SA000000428,W00000060,SK00006,2025-11-14,System,3,3,Course Assessment
SA000000427,W00000060,SK00006,2026-05-24,System,3,3,Course Assessment
SA000000431,W00000060,SK00009,2024-08-02,Manager,2,3,Manager Review
SA000000425,W00000060,SK00010,2026-01-12,Self,2,3,Self Review
SA000000424,W00000060,SK00024,2026-02-14,Manager,3,3,Manager Review
SA000000423,W00000060,SK00024,2026-03-31,Manager,3,3,Manager Review
SA000000435,W00000061,SK00005,2024-09-27,System,3,3,Course Assessment
SA000000436,W00000061,SK00005,2026-05-17,Self,2,3,Self Review
SA000000437,W00000061,SK00009,2025-10-04,Manager,3,3,Manager Review
SA000000432,W00000061,SK00010,2024-07-26,Manager,5,5,Manager Review
SA000000433,W00000061,SK00011,2025-09-15,Manager,3,4,Manager Review
SA000000434,W00000061,SK00020,2025-03-11,System,1,2,Course Assessment
SA000000445,W00000062,SK00002,2025-08-07,System,3,3,Course Assessment
SA000000441,W00000062,SK00014,2024-09-07,Manager,2,2,Manager Review
SA000000442,W00000062,SK00014,2025-05-05,System,2,2,Certification Exam
SA000000443,W00000062,SK00023,2025-10-08,Manager,4,4,Manager Review
SA000000440,W00000062,SK00026,2024-08-02,Manager,2,3,Manager Review
SA000000438,W00000062,SK00026,2024-11-05,Self,3,3,Project Evidence
SA000000439,W00000062,SK00026,2026-04-30,Self,3,3,Self Review
SA000000444,W00000062,SK00027,2024-11-24,Manager,2,2,Manager Review
SA000000446,W00000062,SK00033,2026-01-03,Manager,4,4,Manager Review
SA000000447,W00000062,SK00037,2024-07-10,Manager,3,3,Manager Review
SA000000448,W00000062,SK00040,2024-10-29,Manager,2,2,Manager Review
SA000000451,W00000063,SK00011,2024-10-10,Self,2,3,Self Review
SA000000453,W00000063,SK00016,2025-09-24,Self,4,5,Self Review
SA000000450,W00000063,SK00026,2025-05-06,System,5,5,Course Assessment
SA000000449,W00000063,SK00026,2025-05-23,System,5,5,Certification Exam
SA000000452,W00000063,SK00027,2024-08-24,Self,3,3,Self Review
SA000000454,W00000063,SK00040,2024-11-08,Manager,1,1,Manager Review
SA000000464,W00000064,SK00009,2026-03-27,Self,3,3,Self Review
SA000000457,W00000064,SK00017,2024-09-10,Manager,2,2,Manager Review
SA000000455,W00000064,SK00024,2025-07-10,System,2,3,Certification Exam
SA000000456,W00000064,SK00024,2025-10-15,System,3,3,Course Assessment
SA000000458,W00000064,SK00026,2025-09-19,Self,4,4,Self Review
SA000000459,W00000064,SK00026,2026-06-13,Self,3,4,Self Review
SA000000461,W00000064,SK00028,2026-05-04,Self,3,3,Self Review
SA000000460,W00000064,SK00029,2026-01-18,Manager,3,3,Manager Review
SA000000463,W00000064,SK00033,2025-01-10,Manager,2,3,Manager Review
SA000000462,W00000064,SK00033,2025-02-10,Self,3,3,Self Review
SA000000469,W00000065,SK00007,2024-07-24,Manager,2,3,Manager Review
SA000000470,W00000065,SK00009,2025-06-12,System,4,4,Course Assessment
SA000000467,W00000065,SK00030,2024-10-18,Self,5,5,Self Review
SA000000468,W00000065,SK00030,2025-02-27,Self,4,5,Project Evidence
SA000000466,W00000065,SK00030,2025-11-28,Self,5,5,Project Evidence
SA000000465,W00000065,SK00034,2025-05-17,Self,3,4,Self Review
SA000000479,W00000066,SK00002,2025-03-18,System,2,3,Course Assessment
SA000000476,W00000066,SK00011,2026-03-26,Self,3,3,Project Evidence
SA000000478,W00000066,SK00020,2025-04-12,System,4,4,Certification Exam
SA000000473,W00000066,SK00026,2026-02-19,Self,3,3,Self Review
SA000000477,W00000066,SK00027,2026-03-02,Manager,3,3,Manager Review
SA000000472,W00000066,SK00038,2025-01-19,Self,5,5,Project Evidence
SA000000471,W00000066,SK00038,2025-06-07,Self,4,5,Self Review
SA000000474,W00000066,SK00039,2024-07-31,Self,4,4,Self Review
SA000000475,W00000066,SK00039,2024-08-22,Manager,4,4,Manager Review
SA000000480,W00000067,SK00017,2025-08-23,Manager,5,5,Manager Review
SA000000489,W00000067,SK00022,2026-02-11,Manager,4,4,Manager Review
SA000000483,W00000067,SK00023,2025-04-23,Manager,2,3,Manager Review
SA000000484,W00000067,SK00023,2025-11-29,Self,3,3,Project Evidence
SA000000486,W00000067,SK00027,2024-07-05,Manager,3,3,Manager Review
SA000000485,W00000067,SK00027,2026-05-07,System,2,3,Certification Exam
SA000000487,W00000067,SK00028,2025-08-04,Self,5,5,Project Evidence
SA000000482,W00000067,SK00029,2025-09-28,Self,3,4,Project Evidence
SA000000481,W00000067,SK00035,2025-09-24,Manager,2,2,Manager Review
SA000000488,W00000067,SK00040,2024-10-03,System,4,5,Certification Exam
SA000000497,W00000068,SK00004,2025-07-04,Self,1,1,Self Review
SA000000499,W00000068,SK00005,2024-08-19,Self,1,2,Self Review
SA000000498,W00000068,SK00005,2025-12-02,System,1,2,Certification Exam
SA000000492,W00000068,SK00006,2024-07-05,Self,2,3,Project Evidence
SA000000491,W00000068,SK00006,2024-09-28,Manager,3,3,Manager Review
SA000000493,W00000068,SK00006,2025-08-30,Self,2,3,Self Review
SA000000494,W00000068,SK00007,2025-10-10,Self,2,3,Project Evidence
SA000000500,W00000068,SK00009,2024-08-26,System,1,1,Course Assessment
SA000000495,W00000068,SK00015,2025-09-23,Manager,4,4,Manager Review
SA000000496,W00000068,SK00016,2025-10-20,Self,1,2,Self Review
SA000000490,W00000068,SK00034,2025-06-15,Manager,1,1,Manager Review
SA000000501,W00000069,SK00007,2024-08-29,Manager,2,2,Manager Review
SA000000503,W00000069,SK00027,2026-06-10,Self,1,2,Self Review
SA000000504,W00000069,SK00028,2025-02-24,Self,3,4,Self Review
SA000000502,W00000069,SK00029,2024-12-27,System,4,5,Certification Exam
SA000000505,W00000069,SK00033,2025-02-06,System,2,2,Certification Exam
SA000000513,W00000070,SK00003,2025-09-25,Self,2,2,Project Evidence
SA000000508,W00000070,SK00004,2025-06-20,System,3,3,Course Assessment
SA000000509,W00000070,SK00021,2025-12-04,System,1,2,Course Assessment
SA000000506,W00000070,SK00024,2024-09-09,System,1,2,Certification Exam
SA000000507,W00000070,SK00024,2026-06-05,System,2,2,Course Assessment
SA000000510,W00000070,SK00036,2025-04-07,System,3,3,Certification Exam
SA000000511,W00000070,SK00036,2026-01-14,Self,2,3,Self Review
SA000000512,W00000070,SK00036,2026-04-29,System,2,3,Certification Exam
SA000000517,W00000071,SK00005,2025-07-08,Self,3,3,Self Review
SA000000516,W00000071,SK00007,2024-11-23,Manager,4,4,Manager Review
SA000000519,W00000071,SK00008,2025-01-03,Self,3,3,Project Evidence
SA000000514,W00000071,SK00010,2025-01-16,System,4,4,Certification Exam
SA000000518,W00000071,SK00022,2025-04-04,Self,2,3,Self Review
SA000000515,W00000071,SK00031,2026-05-24,Manager,4,5,Manager Review
SA000000523,W00000072,SK00004,2024-08-21,Manager,3,4,Manager Review
SA000000524,W00000072,SK00004,2024-11-29,Manager,4,4,Manager Review
SA000000521,W00000072,SK00006,2024-12-12,System,2,2,Course Assessment
SA000000531,W00000072,SK00009,2026-03-17,Manager,4,4,Manager Review
SA000000529,W00000072,SK00009,2026-05-11,Manager,4,4,Manager Review
SA000000530,W00000072,SK00009,2026-06-11,Self,3,4,Project Evidence
SA000000525,W00000072,SK00029,2026-01-20,Manager,1,1,Manager Review
SA000000520,W00000072,SK00030,2026-04-05,Self,3,3,Self Review
SA000000522,W00000072,SK00032,2025-12-05,Self,4,4,Self Review
SA000000527,W00000072,SK00033,2024-08-08,System,2,2,Course Assessment
SA000000528,W00000072,SK00033,2026-03-24,Self,2,2,Self Review
SA000000526,W00000072,SK00033,2026-04-12,Self,2,2,Project Evidence
SA000000542,W00000073,SK00005,2025-04-12,System,2,3,Course Assessment
SA000000541,W00000073,SK00005,2025-10-31,System,3,3,Course Assessment
SA000000536,W00000073,SK00006,2025-04-06,Self,4,4,Self Review
SA000000537,W00000073,SK00006,2025-04-08,Manager,3,4,Manager Review
SA000000535,W00000073,SK00006,2025-09-30,Self,4,4,Self Review
SA000000545,W00000073,SK00008,2025-10-25,Self,4,4,Self Review
SA000000533,W00000073,SK00010,2024-10-11,Manager,2,2,Manager Review
SA000000534,W00000073,SK00010,2026-04-11,Self,2,2,Self Review
SA000000532,W00000073,SK00010,2026-06-22,System,1,2,Course Assessment
SA000000543,W00000073,SK00012,2025-08-01,Manager,1,1,Manager Review
SA000000544,W00000073,SK00012,2025-12-22,System,1,1,Course Assessment
SA000000540,W00000073,SK00023,2025-12-17,Self,3,3,Self Review
SA000000539,W00000073,SK00035,2024-11-12,Self,2,3,Self Review
SA000000538,W00000073,SK00035,2025-05-16,Self,2,3,Self Review
SA000000554,W00000074,SK00004,2024-11-14,Self,3,3,Self Review
SA000000555,W00000074,SK00004,2026-05-16,Self,3,3,Self Review
SA000000549,W00000074,SK00026,2025-03-29,System,3,4,Course Assessment
SA000000553,W00000074,SK00027,2025-08-21,Self,2,2,Self Review
SA000000551,W00000074,SK00029,2024-10-31,Self,4,4,Self Review
SA000000550,W00000074,SK00029,2025-08-09,Self,4,4,Self Review
SA000000552,W00000074,SK00029,2026-04-09,Manager,3,4,Manager Review
SA000000548,W00000074,SK00033,2024-07-26,System,5,5,Course Assessment
SA000000546,W00000074,SK00033,2024-08-04,System,5,5,Course Assessment
SA000000547,W00000074,SK00033,2024-11-12,Manager,4,5,Manager Review
SA000000556,W00000075,SK00007,2026-06-02,Manager,3,3,Manager Review
SA000000557,W00000075,SK00008,2025-12-26,Self,2,2,Project Evidence
SA000000560,W00000075,SK00009,2025-09-25,System,2,2,Course Assessment
SA000000559,W00000075,SK00009,2025-12-30,Self,2,2,Self Review
SA000000558,W00000075,SK00027,2025-06-08,Self,5,5,Project Evidence
SA000000568,W00000076,SK00005,2025-04-08,Self,4,4,Project Evidence
SA000000562,W00000076,SK00006,2025-12-29,Manager,1,2,Manager Review
SA000000563,W00000076,SK00007,2025-01-01,Manager,4,4,Manager Review
SA000000564,W00000076,SK00007,2026-06-23,System,3,4,Course Assessment
SA000000565,W00000076,SK00013,2025-12-11,Manager,4,4,Manager Review
SA000000561,W00000076,SK00024,2024-11-10,Manager,3,3,Manager Review
SA000000567,W00000076,SK00035,2024-12-22,System,2,2,Certification Exam
SA000000566,W00000076,SK00035,2026-02-28,Self,2,2,Self Review
SA000000570,W00000077,SK00006,2025-06-15,Manager,3,3,Manager Review
SA000000569,W00000077,SK00006,2026-04-08,Self,3,3,Self Review
SA000000571,W00000077,SK00007,2025-05-01,System,4,5,Certification Exam
SA000000574,W00000077,SK00008,2025-03-04,Manager,2,2,Manager Review
SA000000573,W00000077,SK00009,2025-06-26,Manager,1,1,Manager Review
SA000000572,W00000077,SK00023,2024-08-31,Self,3,3,Project Evidence
SA000000579,W00000078,SK00006,2025-08-05,Manager,4,4,Manager Review
SA000000580,W00000078,SK00007,2025-04-03,Self,2,3,Self Review
SA000000584,W00000078,SK00009,2025-12-07,System,1,1,Certification Exam
SA000000583,W00000078,SK00009,2026-04-09,System,1,1,Course Assessment
SA000000578,W00000078,SK00010,2024-08-26,System,4,4,Certification Exam
SA000000577,W00000078,SK00010,2024-08-28,System,4,4,Course Assessment
SA000000582,W00000078,SK00011,2026-01-04,Manager,2,3,Manager Review
SA000000576,W00000078,SK00030,2026-04-11,Self,3,3,Self Review
SA000000575,W00000078,SK00030,2026-04-19,Self,2,3,Project Evidence
SA000000581,W00000078,SK00032,2025-07-18,Self,3,3,Project Evidence
SA000000588,W00000079,SK00002,2025-08-03,Manager,2,2,Manager Review
SA000000587,W00000079,SK00011,2025-04-29,Manager,3,4,Manager Review
SA000000589,W00000079,SK00019,2024-11-02,Self,3,3,Self Review
SA000000586,W00000079,SK00026,2024-10-23,System,3,4,Course Assessment
SA000000585,W00000079,SK00026,2026-01-16,Manager,4,4,Manager Review
SA000000595,W00000080,SK00003,2025-08-30,System,5,5,Certification Exam
SA000000591,W00000080,SK00006,2025-08-27,System,4,4,Course Assessment
SA000000596,W00000080,SK00008,2024-10-06,System,5,5,Certification Exam
SA000000597,W00000080,SK00008,2026-01-15,Self,5,5,Project Evidence
SA000000590,W00000080,SK00010,2025-06-29,Manager,2,3,Manager Review
SA000000592,W00000080,SK00015,2025-07-22,Self,2,3,Self Review
SA000000593,W00000080,SK00015,2026-04-01,Manager,3,3,Manager Review
SA000000594,W00000080,SK00020,2025-03-08,Manager,4,4,Manager Review
SA000000606,W00000081,SK00005,2025-08-23,System,2,3,Certification Exam
SA000000599,W00000081,SK00010,2024-10-03,System,3,3,Course Assessment
SA000000605,W00000081,SK00020,2024-10-23,System,3,3,Certification Exam
SA000000604,W00000081,SK00020,2024-10-28,Self,3,3,Self Review
SA000000600,W00000081,SK00026,2024-09-05,Self,3,4,Project Evidence
SA000000602,W00000081,SK00027,2025-01-11,Self,3,3,Self Review
SA000000601,W00000081,SK00029,2025-05-16,Manager,3,3,Manager Review
SA000000603,W00000081,SK00033,2026-03-03,Self,2,2,Self Review
SA000000598,W00000081,SK00038,2025-04-23,System,2,2,Certification Exam
SA000000612,W00000082,SK00005,2025-03-02,System,2,2,Course Assessment
SA000000608,W00000082,SK00006,2025-01-09,Self,1,1,Self Review
SA000000609,W00000082,SK00006,2026-04-11,Self,1,1,Project Evidence
SA000000610,W00000082,SK00007,2025-02-02,System,3,4,Course Assessment
SA000000611,W00000082,SK00007,2025-08-16,System,4,4,Course Assessment
SA000000613,W00000082,SK00008,2025-04-16,Manager,1,1,Manager Review
SA000000607,W00000082,SK00024,2025-05-20,System,3,3,Course Assessment
SA000000622,W00000083,SK00001,2026-06-13,System,2,2,Course Assessment
SA000000615,W00000083,SK00006,2026-02-07,Manager,1,2,Manager Review
SA000000618,W00000083,SK00019,2024-09-20,Self,2,2,Project Evidence
SA000000617,W00000083,SK00019,2025-04-12,System,2,2,Certification Exam
SA000000623,W00000083,SK00025,2024-09-06,System,3,3,Course Assessment
SA000000614,W00000083,SK00026,2025-07-20,Self,4,5,Self Review
SA000000616,W00000083,SK00027,2025-09-03,Self,1,1,Project Evidence
SA000000619,W00000083,SK00028,2025-01-26,Self,2,2,Project Evidence
SA000000620,W00000083,SK00036,2025-01-04,Self,2,2,Self Review
SA000000621,W00000083,SK00036,2026-05-31,System,2,2,Course Assessment
SA000000630,W00000084,SK00019,2026-03-17,Manager,4,4,Manager Review
SA000000632,W00000084,SK00021,2025-01-06,Self,1,2,Project Evidence
SA000000631,W00000084,SK00021,2025-02-17,Manager,1,2,Manager Review
SA000000633,W00000084,SK00021,2025-07-08,System,2,2,Course Assessment
SA000000624,W00000084,SK00026,2025-10-07,Self,3,4,Project Evidence
SA000000627,W00000084,SK00027,2024-10-08,Manager,3,3,Manager Review
SA000000628,W00000084,SK00027,2024-10-11,System,3,3,Certification Exam
SA000000629,W00000084,SK00027,2026-06-09,Manager,3,3,Manager Review
SA000000626,W00000084,SK00029,2025-08-29,Manager,2,3,Manager Review
SA000000625,W00000084,SK00032,2024-09-22,System,3,3,Course Assessment
SA000000639,W00000085,SK00005,2026-02-17,System,2,2,Course Assessment
SA000000638,W00000085,SK00005,2026-03-01,Manager,2,2,Manager Review
SA000000636,W00000085,SK00006,2026-05-30,System,4,4,Course Assessment
SA000000637,W00000085,SK00008,2026-03-29,Manager,4,4,Manager Review
SA000000640,W00000085,SK00009,2025-05-23,Self,1,1,Project Evidence
SA000000634,W00000085,SK00031,2024-09-06,Manager,3,3,Manager Review
SA000000635,W00000085,SK00031,2025-03-19,Self,3,3,Project Evidence
SA000000649,W00000086,SK00022,2025-06-29,Manager,1,2,Manager Review
SA000000641,W00000086,SK00024,2024-09-20,Self,3,3,Self Review
SA000000642,W00000086,SK00024,2026-03-12,Self,3,3,Self Review
SA000000645,W00000086,SK00026,2024-08-15,Manager,5,5,Manager Review
SA000000644,W00000086,SK00026,2025-03-25,System,4,5,Course Assessment
SA000000646,W00000086,SK00029,2026-05-04,System,4,4,Course Assessment
SA000000643,W00000086,SK00030,2025-08-17,Manager,2,3,Manager Review
SA000000648,W00000086,SK00033,2024-09-03,Manager,3,3,Manager Review
SA000000647,W00000086,SK00033,2024-11-23,Self,2,3,Self Review
SA000000650,W00000087,SK00022,2024-07-15,Self,2,2,Self Review
SA000000651,W00000087,SK00027,2026-04-17,System,2,2,Course Assessment
SA000000652,W00000087,SK00028,2024-09-14,System,3,3,Course Assessment
SA000000653,W00000087,SK00033,2024-08-10,System,3,3,Certification Exam
SA000000654,W00000087,SK00033,2026-02-17,Self,2,3,Project Evidence
SA000000661,W00000088,SK00012,2024-07-22,Manager,3,4,Manager Review
SA000000660,W00000088,SK00012,2026-06-01,Manager,4,4,Manager Review
SA000000655,W00000088,SK00024,2025-04-08,Self,2,3,Project Evidence
SA000000656,W00000088,SK00026,2025-10-02,System,3,3,Certification Exam
SA000000658,W00000088,SK00027,2025-01-31,Self,3,3,Project Evidence
SA000000659,W00000088,SK00027,2026-03-09,Self,3,3,Self Review
SA000000657,W00000088,SK00035,2026-03-14,System,3,3,Course Assessment
SA000000667,W00000089,SK00005,2024-11-21,Self,4,4,Project Evidence
SA000000663,W00000089,SK00006,2025-02-02,Self,3,3,Project Evidence
SA000000664,W00000089,SK00006,2026-05-19,Manager,3,3,Manager Review
SA000000665,W00000089,SK00007,2026-06-19,Self,3,4,Project Evidence
SA000000662,W00000089,SK00010,2026-02-27,Self,3,3,Project Evidence
SA000000666,W00000089,SK00023,2025-07-01,System,2,3,Course Assessment
SA000000669,W00000090,SK00026,2025-11-06,Self,1,1,Project Evidence
SA000000670,W00000090,SK00027,2025-04-04,Self,2,2,Self Review
