performance_review_id,worker_id,review_year,review_cycle,review_type,overall_rating,overall_rating_label,potential_rating,promotion_readiness,gen_ai_readiness,manager_rating,self_rating,calibration_adjustment,review_status,review_completion_date
PR00000193,W00000051,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Expert,3,4,None,Completed,2023-01-28
PR00000194,W00000051,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,3,None,Completed,2024-04-10
PR00000195,W00000051,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,4,None,Completed,2025-03-05
PR00000196,W00000051,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,4,4,None,Completed,2026-02-13
PR00000197,W00000052,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 2 Years,Medium,4,5,None,Completed,2022-03-28
PR00000198,W00000052,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2023-02-08
PR00000199,W00000052,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,3,4,None,Completed,2024-02-18
PR00000200,W00000052,2024,2024 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Low,5,5,None,Completed,2025-02-04
PR00000201,W00000052,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,3,4,None,Completed,2026-03-20
PR00000202,W00000053,2021,2021 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Expert,5,5,None,Completed,2022-03-06
PR00000203,W00000053,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,Completed,2023-02-02
PR00000204,W00000053,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2024-03-19
PR00000205,W00000053,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2025-02-17
PR00000206,W00000054,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,5,3,Downward,Completed,2022-01-16
PR00000207,W00000054,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,High,4,5,None,Canceled,
PR00000208,W00000054,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Low,3,4,None,Completed,2024-02-08
PR00000209,W00000054,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Medium,4,4,None,Completed,2025-01-01
PR00000210,W00000054,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2026-04-02
PR00000211,W00000055,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,3,None,Completed,2022-04-14
PR00000212,W00000055,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Canceled,
PR00000213,W00000055,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,3,None,Completed,2024-02-07
PR00000214,W00000055,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,Completed,2025-02-09
PR00000215,W00000055,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,3,None,Completed,2026-02-13
PR00000216,W00000056,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2022-04-08
PR00000217,W00000056,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Expert,5,5,None,Completed,2023-04-03
PR00000218,W00000056,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,4,None,Completed,2024-01-06
PR00000219,W00000056,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,3,None,Completed,2025-03-20
PR00000220,W00000056,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 2 Years,Expert,3,2,Downward,Completed,2026-03-28
PR00000221,W00000057,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,4,4,None,Canceled,
PR00000222,W00000057,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,High,3,4,Upward,Completed,2024-01-15
PR00000223,W00000057,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,4,None,Completed,2025-03-03
PR00000224,W00000057,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,4,None,Completed,2026-01-14
PR00000225,W00000058,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Low,4,5,None,Canceled,
PR00000226,W00000060,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,4,None,Completed,2022-02-13
PR00000227,W00000060,2022,2022 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 2 Years,Medium,4,4,Upward,Completed,2023-02-16
PR00000228,W00000060,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2024-02-01
PR00000229,W00000060,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,High,2,4,Upward,Completed,2025-02-21
PR00000230,W00000060,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,4,None,Completed,2026-03-15
PR00000231,W00000061,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,4,None,Completed,2025-02-20
PR00000232,W00000061,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Medium,2,4,Upward,Completed,2026-04-22
PR00000233,W00000062,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,High,3,4,None,Completed,2024-02-06
PR00000234,W00000062,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,2,None,Completed,2025-03-06
PR00000235,W00000062,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Expert,5,4,Downward,Completed,2026-02-05
PR00000236,W00000063,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2022-03-03
PR00000237,W00000063,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Low,4,4,None,Completed,2023-02-03
PR00000238,W00000063,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Low,5,5,None,Completed,2024-03-16
PR00000239,W00000063,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,Low,3,3,None,Completed,2025-02-28
PR00000240,W00000063,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Low,4,4,None,Completed,2026-01-18
PR00000241,W00000064,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,4,4,None,Completed,2024-03-21
PR00000242,W00000064,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2025-02-03
PR00000243,W00000064,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2026-01-24
PR00000244,W00000065,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,In Progress,
PR00000245,W00000065,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready Now,High,4,4,None,Completed,2023-03-15
PR00000246,W00000065,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 1 Year,Low,4,4,None,Completed,2024-02-14
PR00000247,W00000065,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,3,2,None,Completed,2025-02-08
PR00000248,W00000065,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,High,2,1,None,Completed,2026-03-07
PR00000249,W00000066,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2022-03-06
PR00000250,W00000066,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,2,3,Upward,Completed,2023-03-08
PR00000251,W00000066,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,High,1,2,Upward,Completed,2024-03-28
PR00000252,W00000066,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2025-02-19
PR00000253,W00000066,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2026-02-11
PR00000254,W00000067,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,4,None,Completed,2022-04-12
PR00000255,W00000067,2022,2022 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 2 Years,High,4,5,Upward,Completed,2023-02-16
PR00000256,W00000067,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,5,5,None,Completed,2024-03-27
PR00000257,W00000067,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2025-02-06
PR00000258,W00000067,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,High,5,5,None,Completed,2026-03-13
PR00000259,W00000068,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,2,3,Upward,Completed,2022-01-03
PR00000260,W00000068,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,3,4,Upward,Completed,2023-02-20
PR00000261,W00000068,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,3,None,Completed,2024-03-05
PR00000262,W00000068,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2025-02-17
PR00000263,W00000068,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2026-03-27
PR00000264,W00000069,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,4,None,Completed,2022-03-15
PR00000265,W00000069,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Low,4,4,None,Completed,2023-03-08
PR00000266,W00000069,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2024-02-09
PR00000267,W00000069,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2025-03-20
PR00000268,W00000069,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Low,4,4,None,Completed,2026-04-26
PR00000269,W00000070,2021,2021 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Expert,3,3,None,Completed,2022-02-21
PR00000270,W00000070,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2023-04-21
PR00000271,W00000070,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,High,4,3,None,Completed,2024-03-07
PR00000272,W00000070,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2025-02-13
PR00000273,W00000070,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,4,None,Completed,2026-03-28
PR00000274,W00000071,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,Completed,2023-03-21
PR00000275,W00000071,2023,2023 Annual Review,Annual,1,Needs Improvement,Low,Ready in 3+ Years,Medium,1,1,None,Completed,2024-02-09
PR00000276,W00000071,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Medium,5,5,None,Completed,2025-03-06
PR00000277,W00000071,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,4,None,Completed,2026-03-24
PR00000278,W00000072,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,3,2,Downward,Completed,2024-01-15
PR00000279,W00000072,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Medium,3,4,None,Completed,2025-02-06
PR00000280,W00000072,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Completed,2026-01-12
PR00000281,W00000073,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,2,3,Upward,Completed,2026-02-18
PR00000282,W00000074,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Medium,4,4,None,Completed,2023-01-28
PR00000283,W00000074,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2024-03-08
PR00000284,W00000074,2024,2024 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 3+ Years,High,1,1,None,Not Started,
PR00000285,W00000074,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready Now,Low,5,5,None,Canceled,
PR00000286,W00000075,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,4,3,Downward,In Progress,
PR00000287,W00000075,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,4,None,Completed,2025-04-13
PR00000288,W00000075,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,3,3,None,Completed,2026-04-22
PR00000289,W00000076,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,3,5,Upward,Completed,2022-01-11
PR00000290,W00000076,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Low,2,3,None,Completed,2023-03-11
PR00000291,W00000076,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,Completed,2024-02-17
PR00000292,W00000076,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,3,None,Completed,2025-03-27
PR00000293,W00000076,2025,2025 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 2 Years,Medium,4,5,Upward,Completed,2026-04-10
PR00000294,W00000077,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Medium,2,4,Upward,Completed,2025-01-24
PR00000295,W00000077,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Low,3,5,Upward,Completed,2026-03-11
PR00000296,W00000078,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,High,4,5,None,Completed,2023-01-11
PR00000297,W00000078,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,Completed,2024-03-08
PR00000298,W00000078,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready Now,High,5,5,None,Completed,2025-03-08
PR00000299,W00000078,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready Now,Low,5,5,None,Completed,2026-01-24
PR00000300,W00000079,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,2,2,Upward,Completed,2022-01-06
PR00000301,W00000079,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,Completed,2023-01-02
PR00000302,W00000079,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,5,None,Completed,2024-03-25
PR00000303,W00000079,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,5,None,Completed,2025-01-03
PR00000304,W00000079,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Low,4,4,None,Completed,2026-01-04
PR00000305,W00000080,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,4,None,Completed,2024-03-07
PR00000306,W00000080,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,3,3,None,Completed,2025-02-02
PR00000307,W00000080,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,2,4,Upward,Completed,2026-03-05
PR00000308,W00000081,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2022-02-20
PR00000309,W00000081,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2023-01-09
PR00000310,W00000081,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,3,None,Completed,2024-02-22
PR00000311,W00000081,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,1,2,Upward,Completed,2025-02-18
PR00000312,W00000081,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,Completed,2026-03-24
PR00000313,W00000082,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,4,None,Completed,2022-03-13
PR00000314,W00000082,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,Completed,2023-03-22
PR00000315,W00000082,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready Now,Expert,4,4,None,Completed,2024-02-18
PR00000316,W00000082,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,4,None,Completed,2025-01-18
PR00000317,W00000082,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Low,3,4,None,Completed,2026-03-10
PR00000318,W00000083,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,Completed,2025-02-18
PR00000319,W00000083,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,Completed,2026-01-28
PR00000320,W00000084,2021,2021 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 3+ Years,Expert,1,2,None,Completed,2022-02-04
PR00000321,W00000084,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2023-03-13
PR00000322,W00000084,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Expert,4,4,None,Completed,2024-03-22
PR00000323,W00000084,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Medium,3,3,None,Completed,2025-01-08
PR00000324,W00000084,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,5,4,Downward,Completed,2026-03-18
PR00000325,W00000085,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,3,None,Completed,2026-01-01
PR00000326,W00000086,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Expert,2,2,None,Completed,2025-03-09
PR00000327,W00000086,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Expert,5,5,None,Completed,2026-01-25
PR00000328,W00000087,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,Completed,2023-02-16
PR00000329,W00000087,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2024-03-17
PR00000330,W00000087,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,2,3,Upward,Completed,2025-03-28
PR00000331,W00000087,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,2,None,Completed,2026-02-11
PR00000332,W00000088,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,High,4,5,None,Completed,2022-02-13
PR00000333,W00000088,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,Completed,2023-04-05
PR00000334,W00000088,2023,2023 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Medium,5,5,None,Completed,2024-03-23
PR00000335,W00000088,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 2 Years,Low,4,5,None,Completed,2025-01-14
