compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG000196,G07,Director,Regulatory Risk,Latin America Emerging,85000,155000,225000,0.25,BRL,Brazil,0.42,High,0.08,AI Governance
CG000197,G08,Partner,Regulatory Risk,Latin America Emerging,135000,340000,545000,0.4,BRL,Brazil,0.42,High,0.08,AI Governance
CG000198,G09,Executive,Regulatory Risk,Latin America Emerging,220000,545000,870000,0.5,BRL,Brazil,0.42,High,0.08,AI Governance
CG000199,G01,Intern,Mergers and Acquisitions,Latin America Emerging,10000,13000,16000,0.0,BRL,Brazil,0.42,Low,0.03,AI User
CG000200,G02,Analyst,Mergers and Acquisitions,Latin America Emerging,21000,28000,35000,0.03,BRL,Brazil,0.42,Low,0.03,AI User
CG000201,G03,Consultant,Mergers and Acquisitions,Latin America Emerging,27000,39000,51000,0.05,BRL,Brazil,0.42,Low,0.03,AI User
CG000202,G04,Senior Consultant,Mergers and Acquisitions,Latin America Emerging,36000,52000,67000,0.08,BRL,Brazil,0.42,Low,0.03,AI User
CG000203,G05,Manager,Mergers and Acquisitions,Latin America Emerging,46000,71000,96000,0.12,BRL,Brazil,0.42,Low,0.03,AI User
CG000204,G06,Senior Manager,Mergers and Acquisitions,Latin America Emerging,65000,99000,135000,0.18,BRL,Brazil,0.42,Low,0.03,AI User
CG000205,G07,Director,Mergers and Acquisitions,Latin America Emerging,81000,145000,215000,0.25,BRL,Brazil,0.42,Low,0.03,AI User
CG000206,G08,Partner,Mergers and Acquisitions,Latin America Emerging,130000,325000,520000,0.4,BRL,Brazil,0.42,Low,0.03,AI User
CG000207,G09,Executive,Mergers and Acquisitions,Latin America Emerging,210000,520000,830000,0.5,BRL,Brazil,0.42,Low,0.03,AI User
CG000208,G01,Intern,Finance,Latin America Emerging,10000,13000,16000,0.0,BRL,Brazil,0.42,Low,0.03,AI User
CG000209,G02,Analyst,Finance,Latin America Emerging,21000,28000,35000,0.03,BRL,Brazil,0.42,Low,0.03,AI User
CG000210,G03,Consultant,Finance,Latin America Emerging,27000,39000,51000,0.05,BRL,Brazil,0.42,Low,0.03,AI User
CG000211,G04,Senior Consultant,Finance,Latin America Emerging,36000,52000,67000,0.08,BRL,Brazil,0.42,Low,0.03,AI User
CG000212,G05,Manager,Finance,Latin America Emerging,46000,71000,96000,0.12,BRL,Brazil,0.42,Low,0.03,AI User
CG000213,G06,Senior Manager,Finance,Latin America Emerging,65000,99000,135000,0.18,BRL,Brazil,0.42,Low,0.03,AI User
CG000214,G07,Director,Finance,Latin America Emerging,81000,145000,215000,0.25,BRL,Brazil,0.42,Low,0.03,AI User
CG000215,G08,Partner,Finance,Latin America Emerging,130000,325000,520000,0.4,BRL,Brazil,0.42,Low,0.03,AI User
CG000216,G09,Executive,Finance,Latin America Emerging,210000,520000,830000,0.5,BRL,Brazil,0.42,Low,0.03,AI User
CG000217,G01,Intern,Human Resources,Latin America Emerging,9000,13000,16000,0.0,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000218,G02,Analyst,Human Resources,Latin America Emerging,20000,27000,34000,0.03,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000219,G03,Consultant,Human Resources,Latin America Emerging,26000,38000,49000,0.05,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000220,G04,Senior Consultant,Human Resources,Latin America Emerging,35000,50000,65000,0.08,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000221,G05,Manager,Human Resources,Latin America Emerging,45000,69000,93000,0.12,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000222,G06,Senior Manager,Human Resources,Latin America Emerging,63000,96000,130000,0.18,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000223,G07,Director,Human Resources,Latin America Emerging,78000,140000,205000,0.25,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000224,G08,Partner,Human Resources,Latin America Emerging,125000,315000,505000,0.4,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000225,G09,Executive,Human Resources,Latin America Emerging,200000,505000,805000,0.5,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000226,G01,Intern,Information Technology,Latin America Emerging,10000,14000,17000,0.0,BRL,Brazil,0.42,High,0.08,AI Builder
CG000227,G02,Analyst,Information Technology,Latin America Emerging,22000,29000,37000,0.03,BRL,Brazil,0.42,High,0.08,AI Builder
CG000228,G03,Consultant,Information Technology,Latin America Emerging,29000,41000,53000,0.05,BRL,Brazil,0.42,High,0.08,AI Builder
CG000229,G04,Senior Consultant,Information Technology,Latin America Emerging,38000,54000,71000,0.08,BRL,Brazil,0.42,High,0.08,AI Builder
CG000230,G05,Manager,Information Technology,Latin America Emerging,49000,75000,100000,0.12,BRL,Brazil,0.42,High,0.08,AI Builder
CG000231,G06,Senior Manager,Information Technology,Latin America Emerging,68000,105000,140000,0.18,BRL,Brazil,0.42,High,0.08,AI Builder
CG000232,G07,Director,Information Technology,Latin America Emerging,85000,155000,225000,0.25,BRL,Brazil,0.42,High,0.08,AI Builder
CG000233,G08,Partner,Information Technology,Latin America Emerging,135000,340000,545000,0.4,BRL,Brazil,0.42,High,0.08,AI Builder
CG000234,G09,Executive,Information Technology,Latin America Emerging,220000,545000,870000,0.5,BRL,Brazil,0.42,High,0.08,AI Builder
CG000235,G01,Intern,Legal,Latin America Emerging,9000,13000,16000,0.0,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000236,G02,Analyst,Legal,Latin America Emerging,20000,27000,34000,0.03,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000237,G03,Consultant,Legal,Latin America Emerging,26000,38000,49000,0.05,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000238,G04,Senior Consultant,Legal,Latin America Emerging,35000,50000,65000,0.08,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000239,G05,Manager,Legal,Latin America Emerging,45000,69000,93000,0.12,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000240,G06,Senior Manager,Legal,Latin America Emerging,63000,96000,130000,0.18,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000241,G07,Director,Legal,Latin America Emerging,78000,140000,205000,0.25,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000242,G08,Partner,Legal,Latin America Emerging,125000,315000,505000,0.4,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000243,G09,Executive,Legal,Latin America Emerging,200000,505000,805000,0.5,BRL,Brazil,0.42,Medium,0.05,AI Governance
CG000244,G01,Intern,Marketing,Latin America Emerging,9000,13000,16000,0.0,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000245,G02,Analyst,Marketing,Latin America Emerging,20000,27000,34000,0.03,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000246,G03,Consultant,Marketing,Latin America Emerging,26000,38000,49000,0.05,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000247,G04,Senior Consultant,Marketing,Latin America Emerging,35000,50000,65000,0.08,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000248,G05,Manager,Marketing,Latin America Emerging,45000,69000,93000,0.12,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000249,G06,Senior Manager,Marketing,Latin America Emerging,63000,96000,130000,0.18,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000250,G07,Director,Marketing,Latin America Emerging,78000,140000,205000,0.25,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000251,G08,Partner,Marketing,Latin America Emerging,125000,315000,505000,0.4,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000252,G09,Executive,Marketing,Latin America Emerging,200000,505000,805000,0.5,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000253,G01,Intern,Data and Analytics,Latin America Emerging,11000,15000,19000,0.0,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000254,G02,Analyst,Data and Analytics,Latin America Emerging,25000,33000,41000,0.03,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000255,G03,Consultant,Data and Analytics,Latin America Emerging,32000,46000,59000,0.05,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000256,G04,Senior Consultant,Data and Analytics,Latin America Emerging,43000,61000,79000,0.08,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000257,G05,Manager,Data and Analytics,Latin America Emerging,54000,84000,115000,0.12,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000258,G06,Senior Manager,Data and Analytics,Latin America Emerging,76000,115000,160000,0.18,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000259,G07,Director,Data and Analytics,Latin America Emerging,95000,175000,250000,0.25,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000260,G08,Partner,Data and Analytics,Latin America Emerging,150000,380000,610000,0.4,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000261,G09,Executive,Data and Analytics,Latin America Emerging,245000,610000,975000,0.5,BRL,Brazil,0.42,Critical,0.12,AI Builder
CG000262,G01,Intern,Operations,Latin America Emerging,10000,13000,17000,0.0,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000263,G02,Analyst,Operations,Latin America Emerging,21000,29000,36000,0.03,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000264,G03,Consultant,Operations,Latin America Emerging,28000,40000,52000,0.05,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000265,G04,Senior Consultant,Operations,Latin America Emerging,37000,53000,69000,0.08,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000266,G05,Manager,Operations,Latin America Emerging,47000,73000,98000,0.12,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000267,G06,Senior Manager,Operations,Latin America Emerging,66000,100000,135000,0.18,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000268,G07,Director,Operations,Latin America Emerging,82000,150000,215000,0.25,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000269,G08,Partner,Operations,Latin America Emerging,130000,330000,530000,0.4,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000270,G09,Executive,Operations,Latin America Emerging,210000,530000,845000,0.5,BRL,Brazil,0.42,Medium,0.05,AI-Augmented Professional
CG000271,G01,Intern,Audit Assurance,North America Standard,19000,26000,32000,0.0,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000272,G02,Analyst,Audit Assurance,North America Standard,42000,56000,70000,0.03,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000273,G03,Consultant,Audit Assurance,North America Standard,54000,77000,100000,0.05,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000274,G04,Senior Consultant,Audit Assurance,North America Standard,72000,105000,135000,0.08,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000275,G05,Manager,Audit Assurance,North America Standard,92000,140000,190000,0.12,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000276,G06,Senior Manager,Audit Assurance,North America Standard,130000,200000,265000,0.18,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000277,G07,Director,Audit Assurance,North America Standard,160000,295000,425000,0.25,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000278,G08,Partner,Audit Assurance,North America Standard,260000,645000,1035000,0.4,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000279,G09,Executive,Audit Assurance,North America Standard,415000,1035000,1655000,0.5,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000280,G01,Intern,Corporate Tax,North America Standard,19000,26000,32000,0.0,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000281,G02,Analyst,Corporate Tax,North America Standard,42000,56000,70000,0.03,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000282,G03,Consultant,Corporate Tax,North America Standard,54000,77000,100000,0.05,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000283,G04,Senior Consultant,Corporate Tax,North America Standard,72000,105000,135000,0.08,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000284,G05,Manager,Corporate Tax,North America Standard,92000,140000,190000,0.12,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000285,G06,Senior Manager,Corporate Tax,North America Standard,130000,200000,265000,0.18,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000286,G07,Director,Corporate Tax,North America Standard,160000,295000,425000,0.25,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000287,G08,Partner,Corporate Tax,North America Standard,260000,645000,1035000,0.4,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000288,G09,Executive,Corporate Tax,North America Standard,415000,1035000,1655000,0.5,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000289,G01,Intern,Technology Consulting,North America Standard,22000,29000,36000,0.0,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000290,G02,Analyst,Technology Consulting,North America Standard,47000,62000,78000,0.03,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000291,G03,Consultant,Technology Consulting,North America Standard,60000,86000,110000,0.05,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000292,G04,Senior Consultant,Technology Consulting,North America Standard,80000,115000,150000,0.08,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000293,G05,Manager,Technology Consulting,North America Standard,105000,160000,215000,0.12,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000294,G06,Senior Manager,Technology Consulting,North America Standard,145000,220000,295000,0.18,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000295,G07,Director,Technology Consulting,North America Standard,180000,325000,470000,0.25,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000296,G08,Partner,Technology Consulting,North America Standard,285000,715000,1150000,0.4,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000297,G09,Executive,Technology Consulting,North America Standard,460000,1150000,1835000,0.5,CAD,Canada,0.82,High,0.08,AI Product / Transformation
CG000298,G01,Intern,Strategy Consulting,North America Standard,19000,26000,32000,0.0,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000299,G02,Analyst,Strategy Consulting,North America Standard,42000,56000,70000,0.03,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000300,G03,Consultant,Strategy Consulting,North America Standard,54000,77000,100000,0.05,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000301,G04,Senior Consultant,Strategy Consulting,North America Standard,72000,105000,135000,0.08,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000302,G05,Manager,Strategy Consulting,North America Standard,92000,140000,190000,0.12,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000303,G06,Senior Manager,Strategy Consulting,North America Standard,130000,200000,265000,0.18,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000304,G07,Director,Strategy Consulting,North America Standard,160000,295000,425000,0.25,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000305,G08,Partner,Strategy Consulting,North America Standard,260000,645000,1035000,0.4,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000306,G09,Executive,Strategy Consulting,North America Standard,415000,1035000,1655000,0.5,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000307,G01,Intern,Human Capital,North America Standard,19000,26000,32000,0.0,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000308,G02,Analyst,Human Capital,North America Standard,42000,56000,70000,0.03,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000309,G03,Consultant,Human Capital,North America Standard,54000,77000,100000,0.05,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000310,G04,Senior Consultant,Human Capital,North America Standard,72000,105000,135000,0.08,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000311,G05,Manager,Human Capital,North America Standard,92000,140000,190000,0.12,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000312,G06,Senior Manager,Human Capital,North America Standard,130000,200000,265000,0.18,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000313,G07,Director,Human Capital,North America Standard,160000,295000,425000,0.25,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000314,G08,Partner,Human Capital,North America Standard,260000,645000,1035000,0.4,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000315,G09,Executive,Human Capital,North America Standard,415000,1035000,1655000,0.5,CAD,Canada,0.82,Medium,0.05,AI-Augmented Professional
CG000316,G01,Intern,Cyber Risk,North America Standard,22000,29000,36000,0.0,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000317,G02,Analyst,Cyber Risk,North America Standard,47000,62000,78000,0.03,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000318,G03,Consultant,Cyber Risk,North America Standard,60000,86000,110000,0.05,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000319,G04,Senior Consultant,Cyber Risk,North America Standard,80000,115000,150000,0.08,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000320,G05,Manager,Cyber Risk,North America Standard,105000,160000,215000,0.12,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000321,G06,Senior Manager,Cyber Risk,North America Standard,145000,220000,295000,0.18,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000322,G07,Director,Cyber Risk,North America Standard,180000,325000,470000,0.25,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000323,G08,Partner,Cyber Risk,North America Standard,285000,715000,1150000,0.4,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000324,G09,Executive,Cyber Risk,North America Standard,460000,1150000,1835000,0.5,CAD,Canada,0.82,High,0.08,AI Risk / Compliance
CG000325,G01,Intern,Regulatory Risk,North America Standard,20000,27000,33000,0.0,CAD,Canada,0.82,High,0.08,AI Governance
CG000326,G02,Analyst,Regulatory Risk,North America Standard,43000,58000,72000,0.03,CAD,Canada,0.82,High,0.08,AI Governance
CG000327,G03,Consultant,Regulatory Risk,North America Standard,56000,80000,105000,0.05,CAD,Canada,0.82,High,0.08,AI Governance
CG000328,G04,Senior Consultant,Regulatory Risk,North America Standard,74000,105000,140000,0.08,CAD,Canada,0.82,High,0.08,AI Governance
CG000329,G05,Manager,Regulatory Risk,North America Standard,95000,145000,195000,0.12,CAD,Canada,0.82,High,0.08,AI Governance
CG000330,G06,Senior Manager,Regulatory Risk,North America Standard,130000,205000,275000,0.18,CAD,Canada,0.82,High,0.08,AI Governance
CG000331,G07,Director,Regulatory Risk,North America Standard,165000,300000,435000,0.25,CAD,Canada,0.82,High,0.08,AI Governance
CG000332,G08,Partner,Regulatory Risk,North America Standard,265000,665000,1065000,0.4,CAD,Canada,0.82,High,0.08,AI Governance
CG000333,G09,Executive,Regulatory Risk,North America Standard,425000,1065000,1700000,0.5,CAD,Canada,0.82,High,0.08,AI Governance
CG000334,G01,Intern,Mergers and Acquisitions,North America Standard,19000,25000,32000,0.0,CAD,Canada,0.82,Low,0.03,AI User
CG000335,G02,Analyst,Mergers and Acquisitions,North America Standard,41000,55000,69000,0.03,CAD,Canada,0.82,Low,0.03,AI User
CG000336,G03,Consultant,Mergers and Acquisitions,North America Standard,53000,76000,99000,0.05,CAD,Canada,0.82,Low,0.03,AI User
CG000337,G04,Senior Consultant,Mergers and Acquisitions,North America Standard,71000,100000,130000,0.08,CAD,Canada,0.82,Low,0.03,AI User
CG000338,G05,Manager,Mergers and Acquisitions,North America Standard,91000,140000,190000,0.12,CAD,Canada,0.82,Low,0.03,AI User
