worker_compensation_id,worker_id,effective_date,pay_currency,base_pay_amount,base_pay_frequency,bonus_target_percentage,compensation_grade_id,compensation_plan_id,market_position_ratio,compa_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_premium_applied,gen_ai_premium_amount,gen_ai_role_category
WC00000171,W00000171,2021-01-21,USD,78100.0,Annual,0.05,CG001704,CP001,0.868,0.868,63000,90000,115000,Medium,0.05,False,0,AI-Augmented Professional
WC00000172,W00000172,2024-07-01,EUR,154000.0,Annual,0.12,CG001040,CP001,1.063,1.063,95000,145000,195000,High,0.08,False,0,AI Builder
WC00000173,W00000173,2021-05-04,JPY,151000.0,Annual,0.12,CG000698,CP001,1.079,1.079,90000,140000,185000,High,0.08,False,0,AI Product / Transformation
WC00000174,W00000174,2022-09-30,EUR,128000.0,Annual,0.12,CG001058,CP001,0.945,0.945,88000,135000,180000,Medium,0.05,False,0,AI-Augmented Professional
WC00000175,W00000175,2023-03-09,USD,27.69,Hourly,0.0,CG001703,CP003,0.886,0.886,49000,65000,81000,Medium,0.05,False,0,AI-Augmented Professional
WC00000176,W00000176,2024-07-01,USD,94500.0,Annual,0.05,CG001659,CP001,0.957,1.005,66000,94000,125000,Medium,0.05,True,4500,AI-Augmented Professional
WC00000177,W00000177,2024-07-15,AUD,178000.0,Annual,0.18,CG000006,CP001,0.85,0.892,130000,200000,270000,Medium,0.05,True,8500,AI-Augmented Professional
WC00000178,W00000178,2021-07-01,EUR,104000.0,Annual,0.05,CG000426,CP001,1.094,1.182,62000,88000,115000,High,0.08,True,7700,AI Product / Transformation
WC00000179,W00000179,2024-09-18,EUR,75400.0,Annual,0.05,CG000516,CP001,1.006,1.006,53000,75000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00000180,W00000180,2021-07-29,AUD,47300.0,Annual,0.03,CG000101,CP001,0.876,0.876,40000,54000,67000,Medium,0.05,False,0,AI Governance
WC00000181,W00000181,2021-07-01,INR,17900.0,Annual,0.03,CG000596,CP001,0.812,0.812,17000,22000,28000,High,0.08,False,0,AI Governance
WC00000182,W00000182,2024-07-01,INR,22100.0,Annual,0.03,CG000551,CP001,1.006,1.006,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000183,W00000183,2023-07-01,EUR,172000.0,Annual,0.12,CG001022,CP001,1.226,1.226,91000,140000,190000,Low,0.03,False,0,AI User
WC00000184,W00000184,2024-01-01,EUR,89300.0,Annual,0.05,CG000471,CP001,1.145,1.145,55000,78000,100000,Low,0.03,False,0,AI User
WC00000185,W00000185,2023-04-13,JPY,87000.0,Annual,0.08,CG000796,CP001,0.829,0.829,73000,105000,135000,Critical,0.12,False,0,AI Builder
WC00000186,W00000186,2022-07-01,EUR,58100.0,Annual,0.03,CG000461,CP001,0.912,0.985,44000,59000,74000,High,0.08,True,4300,AI Governance
WC00000187,W00000187,2022-05-13,GBP,238000.0,Annual,0.18,CG001491,CP001,1.108,1.108,140000,215000,285000,Medium,0.05,False,0,AI-Augmented Professional
WC00000188,W00000188,2025-02-13,GBP,57900.0,Annual,0.03,CG001514,CP001,0.965,0.965,45000,60000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000189,W00000189,2025-11-25,USD,61800.0,Annual,0.03,CG001721,CP001,0.95,0.95,49000,65000,81000,Medium,0.05,False,0,AI Governance
WC00000190,W00000190,2021-07-01,USD,139000.0,Annual,0.08,CG001660,CP001,1.113,1.113,88000,125000,165000,Medium,0.05,False,0,AI-Augmented Professional
WC00000191,W00000191,2021-01-24,MXN,68900.0,Annual,0.08,CG000931,CP001,1.119,1.253,39000,55000,72000,Critical,0.12,True,7400,AI Builder
WC00000192,W00000192,2021-12-05,USD,92300.0,Annual,0.05,CG001686,CP001,0.993,0.993,65000,93000,120000,Low,0.03,False,0,AI User
WC00000193,W00000193,2024-09-11,AED,44800.0,Annual,0.03,CG001451,CP001,0.933,0.933,36000,48000,60000,Medium,0.05,False,0,AI Governance
WC00000194,W00000194,2023-07-07,AUD,173000.0,Annual,0.12,CG000113,CP001,1.278,1.278,89000,135000,185000,Medium,0.05,False,0,AI-Augmented Professional
WC00000195,W00000195,2022-11-02,AUD,88300.0,Annual,0.08,CG000103,CP001,0.892,0.892,70000,99000,130000,Medium,0.05,False,0,AI Governance
WC00000196,W00000196,2022-10-15,USD,477000.0,Annual,0.25,CG001690,CP001,1.363,1.363,195000,350000,510000,Low,0.03,False,0,AI User
WC00000197,W00000197,2025-09-17,MXN,43700.0,Annual,0.08,CG000913,CP001,0.971,0.971,32000,45000,59000,Medium,0.05,False,0,AI Governance
WC00000198,W00000198,2023-10-14,ZAR,24600.0,Annual,0.03,CG001100,CP001,0.912,0.912,20000,27000,33000,High,0.08,False,0,AI Product / Transformation
WC00000199,W00000199,2025-07-01,INR,61100.0,Annual,0.12,CG000554,CP001,1.111,1.111,36000,55000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000200,W00000200,2024-02-26,INR,48400.0,Annual,0.08,CG000661,CP001,0.939,1.052,33000,46000,60000,Critical,0.12,True,5200,AI Builder
WC00000201,W00000201,2022-01-07,AUD,92000.0,Annual,0.08,CG000049,CP001,0.8,0.8,81000,115000,150000,High,0.08,False,0,AI Risk / Compliance
WC00000202,W00000202,2025-09-18,EUR,50900.0,Annual,0.03,CG001010,CP001,0.925,0.925,41000,55000,69000,Low,0.03,False,0,AI User
WC00000203,W00000203,2021-01-01,INR,38200.0,Annual,0.08,CG000643,CP001,1.005,1.005,27000,38000,50000,Medium,0.05,False,0,AI Governance
WC00000204,W00000204,2024-10-31,EUR,22.9,Hourly,0.0,CG001055,CP002,0.856,0.899,40000,53000,66000,Medium,0.05,True,2300,AI-Augmented Professional
WC00000205,W00000205,2022-01-01,AED,90400.0,Annual,0.08,CG001480,CP001,0.926,0.972,65000,93000,120000,Medium,0.05,True,4300,AI-Augmented Professional
WC00000206,W00000206,2023-01-01,AUD,223000.0,Annual,0.18,CG000033,CP001,1.117,1.117,130000,200000,270000,Medium,0.05,False,0,AI-Augmented Professional
WC00000207,W00000207,2021-07-01,INR,9.82,Hourly,0.0,CG000623,CP002,0.973,0.973,16000,21000,26000,Medium,0.05,False,0,AI-Augmented Professional
WC00000208,W00000208,2022-09-21,EUR,92800.0,Annual,0.05,CG000516,CP001,1.179,1.238,53000,75000,98000,Medium,0.05,True,4400,AI-Augmented Professional
WC00000209,W00000209,2024-07-01,CAD,159000.0,Annual,0.12,CG000284,CP001,1.133,1.133,92000,140000,190000,Medium,0.05,False,0,AI-Augmented Professional
WC00000210,W00000210,2022-01-01,EUR,80900.0,Annual,0.05,CG000480,CP001,1.037,1.037,55000,78000,100000,Low,0.03,False,0,AI User
WC00000211,W00000211,2024-07-01,AUD,96000.0,Annual,0.08,CG000130,CP001,0.914,0.914,73000,105000,135000,Medium,0.05,False,0,AI-Augmented Professional
WC00000212,W00000212,2024-07-01,INR,36100.0,Annual,0.05,CG000633,CP001,1.077,1.163,22000,31000,40000,High,0.08,True,2700,AI Builder
WC00000213,W00000213,2021-12-31,INR,33000.0,Annual,0.05,CG000624,CP001,1.139,1.139,20000,29000,37000,Medium,0.05,False,0,AI-Augmented Professional
WC00000214,W00000214,2023-07-04,EUR,283000.0,Annual,0.25,CG001015,CP001,0.993,0.993,160000,285000,415000,Low,0.03,False,0,AI User
WC00000215,W00000215,2025-07-01,ZAR,44.15,Hourly,0.0,CG001113,CP002,1.029,1.08,55000,85000,115000,Medium,0.05,True,4400,AI-Augmented Professional
WC00000216,W00000216,2021-10-19,EUR,118000.0,Annual,0.08,CG000490,CP001,1.179,1.179,70000,100000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00000217,W00000217,2024-07-17,EUR,66200.0,Annual,0.05,CG001038,CP001,0.828,0.828,56000,80000,105000,High,0.08,False,0,AI Builder
WC00000218,W00000218,2024-01-01,BRL,28400.0,Annual,0.03,CG000245,CP001,1.003,1.053,20000,27000,34000,Medium,0.05,True,1400,AI-Augmented Professional
WC00000219,W00000219,2021-04-25,MXN,42000.0,Annual,0.05,CG000813,CP001,1.168,1.168,25000,36000,47000,Medium,0.05,False,0,AI-Augmented Professional
WC00000220,W00000220,2022-01-01,INR,19600.0,Annual,0.03,CG000668,CP001,0.889,0.889,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000221,W00000221,2023-07-01,BRL,72500.0,Annual,0.12,CG000239,CP001,1.001,1.051,45000,69000,93000,Medium,0.05,True,3500,AI Governance
WC00000222,W00000222,2021-07-07,GBP,59600.0,Annual,0.03,CG001514,CP001,0.993,0.993,45000,60000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000223,W00000223,2025-10-02,EUR,49900.0,Annual,0.03,CG000533,CP001,0.876,0.876,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00000224,W00000224,2024-04-16,AUD,417000.0,Annual,0.25,CG000025,CP001,1.169,1.263,180000,330000,475000,High,0.08,True,30900,AI Product / Transformation
WC00000225,W00000225,2021-06-19,USD,75400.0,Annual,0.03,CG001712,CP001,1.077,1.077,53000,70000,88000,High,0.08,False,0,AI Builder
WC00000226,W00000226,2023-10-07,EUR,53600.0,Annual,0.03,CG000443,CP001,0.94,0.94,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00000227,W00000227,2024-07-01,GBP,97300.0,Annual,0.08,CG001588,CP001,0.927,0.927,74000,105000,135000,Medium,0.05,False,0,AI Governance
WC00000228,W00000228,2025-07-01,EUR,78100.0,Annual,0.05,CG000516,CP004,1.041,1.041,53000,75000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00000229,W00000229,2024-06-04,BRL,54100.0,Annual,0.08,CG000175,CP001,1.021,1.021,37000,53000,69000,Medium,0.05,False,0,AI-Augmented Professional
WC00000230,W00000230,2023-01-01,AUD,82600.0,Annual,0.05,CG000039,CP001,1.008,1.058,55000,78000,100000,Medium,0.05,True,3900,AI-Augmented Professional
WC00000231,W00000231,2022-05-28,INR,31300.0,Annual,0.05,CG000588,CP001,0.922,0.922,24000,34000,44000,High,0.08,False,0,AI Risk / Compliance
WC00000232,W00000232,2023-01-01,INR,55900.0,Annual,0.12,CG000581,CP001,1.016,1.016,36000,55000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000233,W00000233,2022-11-25,EUR,56100.0,Annual,0.03,CG000479,CP001,0.973,1.002,42000,56000,70000,Low,0.03,True,1600,AI User
WC00000234,W00000234,2023-07-07,ZAR,30000.0,Annual,0.05,CG001182,CP001,0.969,0.969,22000,31000,41000,Medium,0.05,False,0,AI Governance
WC00000235,W00000235,2022-03-05,ZAR,30600.0,Annual,0.05,CG001083,CP001,0.926,0.926,23000,33000,43000,Medium,0.05,False,0,AI-Augmented Professional
WC00000236,W00000236,2023-11-25,AUD,81300.0,Annual,0.05,CG000111,CP001,1.032,1.084,52000,75000,97000,Medium,0.05,True,3900,AI-Augmented Professional
WC00000237,W00000237,2022-07-01,MXN,39200.0,Annual,0.05,CG000867,CP001,0.982,1.061,26000,37000,48000,High,0.08,True,2900,AI Governance
WC00000238,W00000238,2021-10-06,INR,38800.0,Annual,0.08,CG000580,CP001,0.97,0.97,28000,40000,52000,Medium,0.05,False,0,AI-Augmented Professional
WC00000239,W00000239,2022-05-22,EUR,63600.0,Annual,0.03,CG000425,CP001,0.994,0.994,48000,64000,80000,High,0.08,False,0,AI Product / Transformation
WC00000240,W00000240,2022-03-29,EUR,37900.0,Annual,0.03,CG001217,CP001,0.903,0.903,32000,42000,53000,Medium,0.05,False,0,AI-Augmented Professional
WC00000241,W00000241,2023-07-01,EUR,53100.0,Annual,0.03,CG000506,CP001,0.983,0.983,41000,54000,68000,Medium,0.05,False,0,AI Governance
WC00000242,W00000242,2025-01-01,CAD,108.2,Hourly,0.0,CG000294,CP003,1.023,1.023,145000,220000,295000,High,0.08,False,0,AI Product / Transformation
WC00000243,W00000243,2025-01-01,EUR,127000.0,Annual,0.08,CG000526,CP001,0.946,1.06,85000,120000,160000,Critical,0.12,True,13600,AI Builder
WC00000244,W00000244,2022-01-10,USD,32200.0,Annual,0.0,CG001747,CP001,1.005,1.005,24000,32000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00000245,W00000245,2025-01-02,USD,49.85,Hourly,0.0,CG001723,CP002,0.823,0.864,84000,120000,155000,Medium,0.05,True,4900,AI Governance
WC00000246,W00000246,2021-07-23,GBP,110000.0,Annual,0.08,CG001588,CP001,0.999,1.049,74000,105000,135000,Medium,0.05,True,5200,AI Governance
WC00000247,W00000247,2022-07-01,BRL,34400.0,Annual,0.03,CG000155,CP001,0.994,1.074,24000,32000,40000,High,0.08,True,2500,AI Product / Transformation
WC00000248,W00000248,2021-01-11,GBP,91000.0,Annual,0.05,CG001488,CP001,1.096,1.096,58000,83000,110000,Medium,0.05,False,0,AI-Augmented Professional
WC00000249,W00000249,2021-01-01,BRL,27500.0,Annual,0.03,CG000164,CP001,0.948,0.948,21000,29000,36000,Medium,0.05,False,0,AI-Augmented Professional
WC00000250,W00000250,2025-07-01,USD,219000.0,Annual,0.12,CG001670,CP001,1.066,1.151,125000,190000,260000,High,0.08,True,16200,AI Risk / Compliance
WC00000251,W00000251,2023-01-31,AUD,62800.0,Annual,0.03,CG000056,CP001,1.002,1.082,44000,58000,73000,High,0.08,True,4600,AI Governance
WC00000252,W00000252,2025-09-29,BRL,78400.0,Annual,0.12,CG000239,CP001,1.136,1.136,45000,69000,93000,Medium,0.05,False,0,AI Governance
WC00000253,W00000253,2022-01-31,BRL,43500.0,Annual,0.05,CG000264,CP001,1.088,1.088,28000,40000,52000,Medium,0.05,False,0,AI-Augmented Professional
WC00000254,W00000254,2022-01-01,EUR,980000.0,Annual,0.5,CG001053,CP001,1.0,1.0,395000,980000,1570000,Medium,0.05,False,0,AI Governance
WC00000255,W00000255,2022-07-07,USD,67100.0,Annual,0.03,CG001712,CP001,0.959,0.959,53000,70000,88000,High,0.08,False,0,AI Builder
WC00000256,W00000256,2021-12-25,USD,103000.0,Annual,0.08,CG001660,CP001,0.827,0.827,88000,125000,165000,Medium,0.05,False,0,AI-Augmented Professional
WC00000257,W00000257,2021-06-23,AUD,56300.0,Annual,0.03,CG000110,CP001,1.043,1.043,40000,54000,67000,Medium,0.05,False,0,AI-Augmented Professional
WC00000258,W00000258,2023-01-01,INR,19000.0,Annual,0.03,CG000668,CP001,0.862,0.862,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000259,W00000259,2021-01-01,EUR,79700.0,Annual,0.05,CG001056,CP001,1.026,1.077,52000,74000,96000,Medium,0.05,True,3800,AI-Augmented Professional
WC00000260,W00000260,2024-03-22,INR,146000.0,Annual,0.25,CG000646,CP001,1.265,1.328,60000,110000,155000,Medium,0.05,True,7000,AI Governance
WC00000261,W00000261,2023-03-12,JPY,18900.0,Annual,0.0,CG000775,CP001,0.858,0.858,16000,22000,27000,Medium,0.05,False,0,AI Governance
WC00000262,W00000262,2024-07-01,USD,112000.0,Annual,0.08,CG001669,CP001,0.8,0.8,98000,140000,180000,High,0.08,False,0,AI Risk / Compliance
WC00000263,W00000263,2021-07-01,INR,382000.0,Annual,0.5,CG000594,CP001,0.85,0.85,180000,450000,715000,High,0.08,False,0,AI Risk / Compliance
WC00000264,W00000264,2022-06-27,INR,52700.0,Annual,0.12,CG000590,CP001,0.85,0.85,40000,62000,83000,High,0.08,False,0,AI Risk / Compliance
WC00000265,W00000265,2023-07-01,INR,24100.0,Annual,0.03,CG000560,CP001,1.005,1.005,18000,24000,30000,High,0.08,False,0,AI Product / Transformation
WC00000266,W00000266,2022-01-01,AUD,46900.0,Annual,0.03,CG000110,CP001,0.869,0.869,40000,54000,67000,Medium,0.05,False,0,AI-Augmented Professional
WC00000267,W00000267,2025-07-01,USD,58700.0,Annual,0.03,CG001703,CP001,0.903,0.903,49000,65000,81000,Medium,0.05,False,0,AI-Augmented Professional
WC00000268,W00000268,2023-01-01,MXN,44900.0,Annual,0.08,CG000895,CP001,0.997,0.997,32000,45000,59000,Medium,0.05,False,0,AI-Augmented Professional
WC00000269,W00000269,2021-01-01,USD,63100.0,Annual,0.03,CG001748,CP004,0.928,0.928,51000,68000,85000,Medium,0.05,False,0,AI-Augmented Professional
WC00000270,W00000270,2021-01-01,USD,81200.0,Annual,0.05,CG001650,CP001,0.864,0.864,66000,94000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00000271,W00000271,2023-07-13,AUD,102000.0,Annual,0.08,CG000058,CP001,0.861,0.93,75000,110000,140000,High,0.08,True,7600,AI Governance
WC00000272,W00000272,2025-03-31,ZAR,32000.0,Annual,0.05,CG001191,CP001,0.984,1.033,22000,31000,41000,Medium,0.05,True,1500,AI-Augmented Professional
WC00000273,W00000273,2022-08-14,AUD,92800.0,Annual,0.08,CG000130,CP001,0.842,0.884,73000,105000,135000,Medium,0.05,True,4400,AI-Augmented Professional
WC00000274,W00000274,2022-05-04,INR,23600.0,Annual,0.03,CG000659,CP001,0.842,0.943,19000,25000,31000,Critical,0.12,True,2500,AI Builder
WC00000275,W00000275,2023-07-01,GBP,232000.0,Annual,0.18,CG001590,CP001,1.161,1.161,130000,200000,275000,Medium,0.05,False,0,AI Governance
WC00000276,W00000276,2022-07-01,EUR,103000.0,Annual,0.08,CG000535,CP001,0.981,0.981,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00000277,W00000277,2024-07-01,BRL,173000.0,Annual,0.25,CG000151,CP001,1.1,1.155,82000,150000,215000,Medium,0.05,True,8200,AI-Augmented Professional
WC00000278,W00000278,2024-04-08,GBP,53600.0,Annual,0.03,CG001541,CP001,0.864,0.864,46000,62000,77000,High,0.08,False,0,AI Governance
WC00000279,W00000279,2021-04-15,JPY,49000.0,Annual,0.03,CG000677,CP001,0.953,1.001,37000,49000,61000,Medium,0.05,True,2300,AI-Augmented Professional
WC00000280,W00000280,2024-11-22,EUR,75700.0,Annual,0.05,CG000516,CP001,0.961,1.009,53000,75000,98000,Medium,0.05,True,3600,AI-Augmented Professional
WC00000281,W00000281,2022-11-16,USD,61400.0,Annual,0.03,CG001721,CP001,0.945,0.945,49000,65000,81000,Medium,0.05,False,0,AI Governance
WC00000282,W00000282,2022-06-12,JPY,88100.0,Annual,0.08,CG000688,CP001,0.968,0.968,64000,91000,120000,Medium,0.05,False,0,AI-Augmented Professional
WC00000283,W00000283,2022-01-01,ZAR,41000.0,Annual,0.08,CG001192,CP001,0.976,0.976,29000,42000,54000,Medium,0.05,False,0,AI-Augmented Professional
WC00000284,W00000284,2023-02-25,INR,23800.0,Annual,0.03,CG000587,CP001,0.917,0.99,18000,24000,30000,High,0.08,True,1800,AI Risk / Compliance
WC00000285,W00000285,2025-11-28,USD,68300.0,Annual,0.03,CG001631,CP001,1.005,1.005,51000,68000,85000,Medium,0.05,False,0,AI-Augmented Professional
WC00000286,W00000286,2025-01-01,GBP,187000.0,Annual,0.18,CG001581,CP001,0.85,0.85,140000,220000,295000,High,0.08,False,0,AI Builder
WC00000287,W00000287,2023-07-01,EUR,48300.0,Annual,0.03,CG000974,CP001,0.862,0.862,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00000288,W00000288,2021-07-01,AED,38200.0,Annual,0.03,CG001379,CP001,0.75,0.75,38000,51000,63000,Medium,0.05,False,0,AI-Augmented Professional
WC00000289,W00000289,2024-01-01,EUR,55900.0,Annual,0.03,CG001001,CP001,0.892,0.963,43000,58000,72000,High,0.08,True,4100,AI Governance
WC00000290,W00000290,2025-01-01,BRL,175000.0,Annual,0.25,CG000268,CP001,1.165,1.165,82000,150000,215000,Medium,0.05,False,0,AI-Augmented Professional
WC00000291,W00000291,2021-04-08,EUR,64800.0,Annual,0.03,CG000524,CP001,0.876,0.981,50000,66000,83000,Critical,0.12,True,6900,AI Builder
WC00000292,W00000292,2022-01-01,EUR,52600.0,Annual,0.03,CG001028,CP001,0.945,0.992,40000,53000,66000,Medium,0.05,True,2500,AI-Augmented Professional
WC00000293,W00000293,2021-01-01,BRL,59900.0,Annual,0.08,CG000166,CP001,1.077,1.131,37000,53000,69000,Medium,0.05,True,2900,AI-Augmented Professional
WC00000294,W00000294,2021-11-18,INR,20300.0,Annual,0.03,CG000668,CP001,0.921,0.921,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000295,W00000295,2021-03-10,MXN,10.43,Hourly,0.0,CG000884,CP002,0.868,0.868,19000,25000,32000,Low,0.03,False,0,AI User
WC00000296,W00000296,2021-06-18,INR,32000.0,Annual,0.08,CG000670,CP001,0.8,0.8,28000,40000,52000,Medium,0.05,False,0,AI-Augmented Professional
WC00000297,W00000297,2023-12-23,AUD,337000.0,Annual,0.25,CG000007,CP001,1.142,1.142,165000,295000,430000,Medium,0.05,False,0,AI-Augmented Professional
WC00000298,W00000298,2021-04-30,EUR,55200.0,Annual,0.03,CG001001,CP001,0.951,0.951,43000,58000,72000,High,0.08,False,0,AI Governance
WC00000299,W00000299,2022-08-02,USD,119000.0,Annual,0.08,CG001678,CP001,0.913,0.913,91000,130000,170000,High,0.08,False,0,AI Governance
WC00000300,W00000300,2022-07-17,MXN,30700.0,Annual,0.03,CG000857,CP001,0.98,1.058,22000,29000,36000,High,0.08,True,2300,AI Risk / Compliance
WC00000301,W00000301,2023-07-01,AUD,48300.0,Annual,0.03,CG000101,CP001,0.894,0.894,40000,54000,67000,Medium,0.05,False,0,AI Governance
WC00000302,W00000302,2022-08-21,EUR,38300.0,Annual,0.03,CG001226,CP001,0.911,0.911,32000,42000,53000,Medium,0.05,False,0,AI-Augmented Professional
WC00000303,W00000303,2021-09-22,MXN,64400.0,Annual,0.12,CG000842,CP001,0.976,0.976,43000,66000,89000,Medium,0.05,False,0,AI-Augmented Professional
WC00000304,W00000304,2021-05-30,INR,65900.0,Annual,0.12,CG000581,CP001,1.199,1.199,36000,55000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00000305,W00000305,2022-07-18,INR,20000.0,Annual,0.03,CG000650,CP001,0.905,0.95,16000,21000,26000,Medium,0.05,True,1000,AI-Augmented Professional
WC00000306,W00000306,2025-08-19,EUR,316000.0,Annual,0.25,CG000421,CP001,1.053,1.053,165000,300000,435000,Medium,0.05,False,0,AI-Augmented Professional
WC00000307,W00000307,2025-01-01,INR,37000.0,Annual,0.08,CG000643,CP001,0.973,0.973,27000,38000,50000,Medium,0.05,False,0,AI Governance
WC00000308,W00000308,2023-05-25,EUR,75300.0,Annual,0.05,CG001029,CP001,0.969,1.017,52000,74000,96000,Medium,0.05,True,3600,AI-Augmented Professional
WC00000309,W00000309,2024-09-22,INR,18300.0,Annual,0.03,CG000569,CP001,0.792,0.832,16000,22000,27000,Medium,0.05,True,900,AI-Augmented Professional
WC00000310,W00000310,2022-01-01,INR,19100.0,Annual,0.03,CG000578,CP001,0.867,0.867,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00000311,W00000311,2021-01-01,INR,42200.0,Annual,0.08,CG000661,CP001,0.82,0.918,33000,46000,60000,Critical,0.12,True,4500,AI Builder
WC00000312,W00000312,2023-08-29,USD,67700.0,Annual,0.03,CG001631,CP001,0.995,0.995,51000,68000,85000,Medium,0.05,False,0,AI-Augmented Professional
WC00000313,W00000313,2023-01-01,INR,20500.0,Annual,0.03,CG000605,CP001,0.977,0.977,16000,21000,27000,Low,0.03,False,0,AI User
WC00000314,W00000314,2021-03-21,AED,20100.0,Annual,0.0,CG001477,CP001,0.834,0.876,17000,23000,29000,Medium,0.05,True,1000,AI-Augmented Professional
WC00000315,W00000315,2022-06-18,EUR,72500.0,Annual,0.05,CG000462,CP001,0.819,0.885,57000,82000,105000,High,0.08,True,5400,AI Governance
WC00000316,W00000316,2025-02-14,AUD,104000.0,Annual,0.08,CG000031,CP001,0.941,0.988,73000,105000,135000,Medium,0.05,True,4900,AI-Augmented Professional
WC00000317,W00000317,2021-07-01,EUR,51200.0,Annual,0.03,CG001073,CP001,0.915,0.915,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
